job,cone_deg,duration_ms,driver_delta_mm,robot_delta_mm,mean_Vt_mm_s,max_Vt_mm_s,UR1_range_rad,UR2_range_rad,UR3_range_rad,wobble_rms_rad_s,min_exact_gap_um,max_CPRESS_MPa
Wobble_F30_G6L45_WallOn_Free_0083_WobbleSurvival,30,8.3083786472229,0.04984963833014433,-1.9999606259324096,0.003914491524502155,0.007871011356556877,2.3554797172546387,0.6685835719108582,1.5123268067836761,161.14873274176125,-2.0593229167395,6.867815971374512
Wobble_F30_G6L45_WallOn_Free_0083_Cone25_WobbleSurvival,25,8.3087070558124,0.04985160878169026,-2.099960625932411,0.0037305967781924953,0.007871021004618292,2.5775866508483887,0.7262294888496399,1.6279934719204903,193.95462833120342,-2.3181125971004,6.523984909057617
