station,station_arc_mm,center_x_mm,center_y_mm,center_z_mm,tangent_x,tangent_y,tangent_z,n_x,n_y,n_z,b_x,b_y,b_z,slab_halfwidth_mm,n_span_mm,b_span_mm,radial_median_mm,radial_min_mm,wall_nodes_in_slab
2,13.87303454523652,-7.438677387989865,-3.2278928365401356,-9.80332004242207,-0.9675298113671065,0.10057302675853033,-0.23188602891196186,-0.23064329904050151,0.02397496636646238,0.972742961730097,0.1033911636632699,0.9946407729810572,3.469446951953614e-18,0.45,2.044326938028958,2.0582912575608434,1.175120046329205,0.677412393129389,19
