window,duration_ms,n,f_robot_phase_equiv_Hz,f_Blocal_equiv_Hz,R_phase_vs_30,omega_wobble_rms_rad_s,omega_wobble_peak_rad_s,Tmag_rms_Nmm,exact_gap_min_um,CPRESS_max_MPa
W0_preimpact,1.1500576511025,23,-6.8895257755155805,31.357079297894888,0.2296508591838527,305.79303440744354,661.5695321850212,0.007580176585847669,12.8397638715168,0.0706447586417198
W1_contact,0.5,10,32.55064917177736,31.53022960646318,1.0850216390592453,349.6387809005248,533.6416432360406,0.010991259777739796,0.9846907754486999,0.2862278521060943
W2_immediate_postimpact,1.5,30,20.810353026138923,31.67571623032471,0.6936784342046308,296.23803031429327,515.4164433908255,0.010727053934139526,-1.1688208016799,4.503094673156738
W3_intermediate,1.9999999999999996,40,-24.290156229525216,31.739783569380812,0.8096718743175072,245.53109464849956,370.33565014133666,0.0098807331355835,-2.3181125971004,6.523984909057617
W4_late_postimpact,3.1586494047099003,64,5.042157392444862,31.33254544510594,0.1680719130814954,128.2842517079883,227.64848158073178,0.0098270557149645,-1.5533156165901998,6.514059543609619
