n_exterior_nodes,axial_length_mm,max_diameter_mm,p95_diameter_mm,median_diameter_mm,head_diameter_mm,tail_diameter_mm,rp_x_mm,rp_y_mm,rp_z_mm,head_x_mm,head_y_mm,head_z_mm,tail_x_mm,tail_y_mm,tail_z_mm
334,2.9314146861447767,0.9030748963882974,0.8611065282908851,0.7216217529092452,0.8753262495862014,0.9030748963882974,-7.481361571900145,-3.681165260469128,-9.55410483640111,-6.135878864087556,-3.866700260262741,-9.293127110129909,-8.82798551258288,-3.5406899075759086,-9.838923454284668
