time_s,Wmag_J,Krot_J,Tmag_norm_Nmm,omega_wobble_rad_s
1.0559219828036989e-07,0.0,5.254108975926625e-15,3.9064860017288365e-10,0.03738951252764321
5.015628862084707e-05,6.057646641904635e-13,3.033888856418211e-13,8.520008262539963e-05,0.28410848868699107
0.000100206989992,1.257586534362431e-11,7.189513931669937e-12,0.0003283458493011303,1.383037801053672
0.0001502577269247,9.587612357268986e-11,6.128734174909059e-11,0.0007118644643977477,4.038044649991644
0.000200308580721,4.3943801605642936e-10,2.9840012040643203e-10,0.0012181775260433928,8.910126431885086
0.0002503596989157,1.4676007192861277e-09,1.026122300382375e-09,0.0018297000003381979,16.522348085800413
0.0003004113136386,3.952397496517771e-09,2.80366633940728e-09,0.0025288353549341694,27.309014653198883
0.000350477280062,9.093281075628524e-09,6.422188800628518e-09,0.0032981814903378457,41.32772086399524
0.0004005361721594,1.8590275175828914e-08,1.3095868646124441e-08,0.00411975281324853,59.01506386239655
0.0004505813917176,3.478061746937223e-08,2.477624397988153e-08,0.004975682413220861,81.17513134419923
0.0005006356514485,6.066930573222801e-08,4.370530765267949e-08,0.005848527965052134,107.80951713802182
0.000550710844313,9.979716460598963e-08,7.236237944817527e-08,0.0067205315290468515,138.71698030518402
0.0006007740519203,1.560840572193774e-07,1.1363876629684672e-07,0.007572950381669714,173.8320212981598
0.0006508473302589,2.3377154621799733e-07,1.7062252058348564e-07,0.00838774427983271,213.00397413486178
0.0007008878413533,3.370334657467678e-07,2.46333351244454e-07,0.00914555513865097,255.9390037199626
0.0007509176922431,4.6982613229714463e-07,3.430299872349937e-07,0.009827822123706703,302.0199683028205
0.0008009449868587,6.354129924582815e-07,4.6245758318574987e-07,0.01041545929854848,350.65689331539875
0.0008509499313928,8.36065289281585e-07,6.069064954240548e-07,0.010888918666490551,401.6810434440705
0.0009010537638115,1.0733796349320429e-06,7.759011613662193e-07,0.011229569885372253,454.16558204523596
0.0009511388488795,1.3459635257938721e-06,9.660372324002475e-07,0.011417136268668939,506.7771801698492
0.0010011585405064,1.6507118262551916e-06,1.1786568639244462e-06,0.01143346937813341,559.7934674362128
0.0010511974063042,1.985046196452564e-06,1.414904060929945e-06,0.011353640922087429,613.3549934570373
0.0011012138339298,2.3453701199974717e-06,1.6461753047887298e-06,0.011254622016045771,661.5695321850212
0.0011512181130042,2.6797040730597673e-06,1.0909452308405614e-06,0.011133968965400514,533.6416432360406
0.0012012221204231,2.881683964217367e-06,3.283070255400299e-07,0.011059328798806852,239.39038213454302
0.0012512380246417,2.9469264915449697e-06,3.429874895627668e-07,0.011051451967984252,204.20254274988758
0.0013012654661161,2.9876438291302483e-06,3.736055319158959e-07,0.011030895374278982,225.1359891826062
0.0013513004970717,3.063316803496122e-06,4.297740724837084e-07,0.010997567487038777,258.75276994791614
0.0014013101422808,3.1717138369508574e-06,5.056937830476044e-07,0.010950990982199031,297.86667618397
0.0014513747229041,3.279167611344691e-06,4.46406312056832e-07,0.010890166346872097,272.20702662190666
0.0015014114284795,3.2846026698423693e-06,5.889309057276643e-07,0.0108669115594018,333.7729999240194
0.0015514806097821,3.152910816018856e-06,1.0972676986347809e-06,0.010937665041320791,495.6399321803366
0.0016015720888769,2.9885311655229723e-06,9.338954337480125e-07,0.01099090317823425,448.5188341888943
0.0016516591593647,2.861997822886626e-06,8.138222928184367e-07,0.011028573275516616,410.3897844864565
0.001701663181973,2.772259953096813e-06,7.302308259743134e-07,0.011052615353786292,381.6044544497699
0.0017516798592414,2.7185603791996872e-06,6.746294999189605e-07,0.011063984580602645,361.192475483801
0.0018017822759377,2.7005849835146033e-06,6.520048581099808e-07,0.011062884044289793,352.40551368700415
0.0018518858614846,2.7176549641371727e-06,6.583468215452946e-07,0.011049876971743242,355.1166697565128
0.0019019024339366,2.769034732656757e-06,6.909136581694598e-07,0.01102467451842833,367.7880365727353
0.0019519357834778,2.853940871294952e-06,7.512558438759211e-07,0.010986627361074756,389.8965885245376
0.0020019408205854,2.9710924651851477e-06,8.366762226328076e-07,0.010935491908066836,419.14383610514056
0.0020519497468002,3.118369061338586e-06,9.232406798109873e-07,0.010869752995533381,448.20604860007313
0.0021020288544886,3.2937920723663402e-06,1.0250576262551705e-06,0.010790521179648592,480.12241515471607
0.0021521081101213,3.49563577503058e-06,1.1531977282135138e-06,0.010694036988740246,515.4164433908255
0.002202207262338,3.687174269054244e-06,8.82122434675328e-07,0.010579054030301792,427.53650926817494
0.0022522344121596,3.7783977497364633e-06,4.607577434213909e-07,0.010517875351219163,196.8191373772973
0.0023022830905896,3.735604251394467e-06,6.439442199296191e-07,0.010546031917018379,230.81639311656656
0.0023523751581949,3.6255790592898018e-06,7.627671055212968e-07,0.010591564640091566,252.44539974104072
0.0024023901715803,3.512466873896585e-06,7.436758553186315e-07,0.010638251833547871,225.5148808853473
0.0024524405157608,3.4183173478231435e-06,6.425338110003581e-07,0.010667603990110398,176.3940814910767
0.0025024593198307,3.337640658467059e-06,5.512345804081632e-07,0.01069189822263099,153.56961674149295
0.0025525521128203,3.2646167219711093e-06,4.832449351896627e-07,0.010719169445778786,124.26294871092882
0.0026026255287607,3.2155695473520827e-06,4.3887601015877003e-07,0.010730589142668244,61.01071728748035
0.0026526524509149,3.2003503936586094e-06,4.2331668102536306e-07,0.010728005097762125,16.386031284895083
0.0027026654467385,3.2176412214053635e-06,4.339618074670954e-07,0.010711355876634769,64.37019144882406
