time_s,cycle_fraction,rp_x_mm,rp_y_mm,rp_z_mm,center_x_mm,center_y_mm,center_z_mm,head_x_mm,head_y_mm,head_z_mm,tail_x_mm,tail_y_mm,tail_z_mm,axis_x,axis_y,axis_z,c_x,c_y,c_z,e1_x,e1_y,e1_z,e2_x,e2_y,e2_z,q1,q2,robot_phase_unwrapped_rad,field_phase_unwrapped_rad,command_phase_rad,directed_tilt_deg,Bx_T,By_T,Bz_T,B_t_T,B_e1_T,B_e2_T,contact_active,delta_s_mm
0.0,0.0,-7.468174204284,-3.676918015967,-9.550745259298,-7.473448179068641,-3.5197226197143845,-9.613427596691901,-8.679950042377008,-3.527604016100925,-9.84571782691083,-6.364578218325226,-3.812902185414518,-9.282106018151085,0.9647382600215763,-0.11887423721399708,0.2348382536498942,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426576705571215,0.20088485397456185,1.053624734386281,0.5915555104711175,4.328416544945937,13.36237457089361,-0.0019882955672273,-0.0053173734552552,0.0082323884914823,-0.0014389633106992941,0.008214354732504675,0.005518492631057683,0,0.0
9.999979738495313e-06,0.0002999993921548594,-7.4681742042812544,-3.6769180159616437,-9.550745259306245,-7.473448179066473,-3.519722619714211,-9.613427596691647,-8.679950040363961,-3.527604012062522,-9.845717833136083,-6.364578220153317,-3.812902189082164,-9.282106012497339,0.9647382584211016,-0.1188742404248508,0.2348382585994767,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426577204202878,0.20088485727608646,1.053624722695437,0.5908601795762821,4.330301496718887,13.362374885078385,-0.0019830537677604856,-0.005311525315215385,0.00823742646833576,-0.0014327272672674768,0.00821894123183241,0.005513283581184168,0,-2.190247982980509e-12
1.9999959476990625e-05,0.0005999987843097188,-7.468174204240247,-3.676918015881704,-9.550745259429444,-7.473448179034092,-3.5197226197116174,-9.613427596687869,-8.679950010294414,-3.527603951789278,-9.845717926149776,-6.364578247460086,-3.812902243821843,-9.282105928022734,0.9647382345143035,-0.118874288346902,0.2348383325529344,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426584654545623,0.20088490655356367,1.053624547903548,0.5901569156281533,4.3321864484918375,13.36237957680709,-0.001977769514171256,-0.005305604763413068,0.00824251073592107,-0.001426438096774449,0.008223571220330725,0.005508007636952721,0,-3.489297739633912e-11
2.9999939215485938e-05,0.0008999981764645781,-7.468174204063388,-3.6769180155372494,-9.550745259960948,-7.473448178894477,-3.5197226197004357,-9.613427596671572,-8.67994988060763,-3.5276036920742895,-9.845718327427576,-6.364578365231307,-3.812902479692925,-9.282105563584091,0.964738131406801,-0.11887449484109826,0.2348386516014521,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426616797195795,0.20088511889855099,1.0536237932730579,0.5894527334323366,4.334071400264787,13.362399805290007,-0.0019724958795817576,-0.005299670756667866,0.008247590340790213,-0.0014201589123146064,0.008228198324474809,0.005502717287888496,0,-1.75900183307931e-10
3.999991895398125e-05,0.0011999975686194375,-7.468174203589566,-3.6769180146152856,-9.550745261385345,-7.473448178520559,-3.5197226196704876,-9.613427596627929,-8.679949533160567,-3.5276029969223157,-9.845719402829246,-6.364578680755101,-3.812903111024409,-9.282104586909263,0.9647378551689445,-0.1188750475425389,0.23483950663332626,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.1142670293914447,0.20088568728869166,1.0536217694020928,0.5887476342176803,4.335956352037738,13.36245398202135,-0.001967232882723661,-0.005293723316057806,0.00825266526490076,-0.001413889736191332,0.00823282252782947,0.005497412552783285,0,-5.535465419370666e-10
4.999990051146597e-05,0.001499997015343979,-7.468174202595468,-3.6769180126828003,-9.550745264374745,-7.473448177736315,-3.5197226196076756,-9.613427596536393,-8.679948804190417,-3.5276015398406457,-9.845721659792256,-6.364579342747855,-3.81290443433439,-9.282102537145878,0.9647372756010675,-0.1188762060390601,0.2348413011026575,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11426883729811177,0.2008868787301046,1.0536175187065542,0.5880416190868822,4.337841304153559,13.36256761061703,-0.001961980541335229,-0.005287762461623979,0.008257735491149118,-0.001407630589533679,0.008237443814810343,0.0054920934495120725,0,-1.3456080694140837e-09
5.9999878430971876e-05,0.0017999963529291563,-7.468174200796883,-3.676918009189789,-9.550745269785052,-7.47344817631787,-3.519722619494069,-9.613427596370837,-8.67994748527343,-3.527598906121717,-9.845725744518539,-6.364580540483487,-3.812906826256994,-9.282098827416307,0.9647362269958097,-0.11887830005636535,0.23484454879259678,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11427210936548571,0.20088903240583178,1.0536098199833819,0.5873346896586358,4.3397262555836384,13.362773127013117,-0.0019567388769380738,-0.005281788217792793,0.008262800998759498,-0.0014013814979888476,0.00824206216648113,0.005486759999871648,0,-2.7781936751125613e-09
6.999985635047778e-05,0.0020999956905143335,-7.468174197850013,-3.6769180034722755,-9.550745278652224,-7.473448173994583,-3.5197226193079922,-9.613427596099667,-8.67994532427764,-3.527594595119324,-9.845732439152995,-6.364582502928279,-3.812910741475153,-9.28209274738015,0.9647345088955669,-0.11888172764826195,0.23484987157201923,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11427747219534434,0.20089255782871407,1.053597193088436,0.5866268469121813,4.341611207013718,13.363109740061093,-0.001951507906235729,-0.005275800603621123,0.008267861771585689,-0.0013951424814726853,0.008246677568119918,0.005481412220876624,0,-5.124643820408892e-09
7.99998379079625e-05,0.002399995137238875,-7.468174193352758,-3.676917994755322,-9.550745292188529,-7.473448170450119,-3.519722619024108,-9.613427595685964,-8.679942026304461,-3.5275880225149363,-9.845742658957025,-6.364585497885786,-3.812916710662361,-9.282083465801186,0.9647318868411145,-0.11888695339476026,0.2348579971482666,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.1142856590635019,0.20089793300126574,1.053577903765146,0.5859180918277558,4.343496159129539,13.363623272916824,-0.0019462876459090572,-0.005269799638193722,0.00827291779349143,-0.0013889135598796525,0.008251290005010984,0.005476050129571525,0,-8.704441611939728e-09
8.999981946544722e-05,0.0026999945839634165,-7.468174186845988,-3.67691798215603,-9.550745311778774,-7.473448165323503,-3.5197226186135064,-9.613427595087597,-8.67993725461851,-3.527578522581913,-9.845757449465962,-6.364589831152472,-3.812925338426322,-9.282070033129004,0.9647280931108493,-0.11889450660183698,0.23486975680706568,0.9901291831965912,0.07930162550662628,0.11556579413675062,-0.11868691683407041,0.03582723930461472,0.9922851529153465,0.074549422230313,-0.9962066357517484,0.044885660620178534,0.11429750765392258,0.20090570257593127,1.0535499686911824,0.5852084259029733,4.34538111124536,13.364366004847964,-0.001941078116406822,-0.005263785344999887,0.00827796904467521,-0.0013826947576077836,0.008255899459091021,0.005470673746943296,0,-1.3882166527423578e-08
