node,x_mm,y_mm,z_mm
270,-6.617814910951548,-3.672053313776146,-9.750987792483699
271,-6.622231631010988,-3.7302876752329595,-9.762321493153456
272,-6.6287886395409075,-3.7893424415855557,-9.765277967633757
273,-6.6373461872652975,-3.847958970313377,-9.759794199376191
274,-6.647721886247907,-3.904887948925168,-9.745987058398317
275,-6.659694590865448,-3.958916038114646,-9.724150844535156
276,-6.673009135483357,-4.008891721749584,-9.694750909775792
277,-6.687381726861857,-4.05374985437379,-9.6584139315905
278,-6.702506056113944,-4.09253435840762,-9.615914293653375
279,-6.718059758988488,-4.124418590593488,-9.568157855792313
280,-6.733711344751114,-4.148723057485048,-9.516162456989907
281,-6.749127223287543,-4.164929682825291,-9.461036269456152
282,-6.763978833726092,-4.172693088550108,-9.403954223959131
283,-6.777949638517501,-4.171847801014034,-9.34613292523288
284,-6.790741875142316,-4.16241183599713,-9.288804730027335
285,-6.802082900455421,-4.144586314847688,-9.23319148962027
286,-6.811730992942228,-4.118751119912166,-9.180478514382681
287,-6.819480532921596,-4.085456951718413,-9.131789272380328
288,-6.825166346583846,-4.045413353831935,-9.088161481872824
289,-6.828667239963967,-3.9994738064919524,-9.050525047864792
290,-6.8299086163221014,-3.9486174335366186,-9.019682049768269
291,-6.828864001406067,-3.8939281528012204,-8.996289921487055
292,-6.825555671265871,-3.8365715711354516,-8.980847176638944
293,-6.820054130960493,-3.7777701421803345,-8.973682975039186
294,-6.81247663828813,-3.7187771190515,-8.974950002306034
295,-6.802984694563161,-3.6608498281873483,-8.984621249314563
296,-6.791780599604655,-3.605222899233179,-9.002490613705502
297,-6.7791031547292935,-3.55308191527808,-9.028177214255338
298,-6.7652225620092095,-3.505538180879201,-9.061133572887645
299,-6.750434651606267,-3.463605002229662,-9.10065732245276
300,-6.735054602563512,-3.4281760953126845,-9.145906072613009
301,-6.719410225564053,-3.400006605909867,-9.195915397318773
302,-6.7038349417139935,-3.3796968749136522,-9.249619460709795
303,-6.688660717581531,-3.367679812367496,-9.305873649444726
304,-6.718919745440231,-3.3622036286253274,-9.435356901816643
305,-6.706820836242406,-3.3758708208539168,-9.491978672128912
306,-6.696298205723258,-3.3977595762558974,-9.546286661400888
307,-6.687576121509409,-3.427403330475192,-9.597123383415548
308,-6.680840478413388,-3.4641703220047364,-9.643405369013658
309,-6.6762348369027436,-3.507276885291562,-9.684146169365391
310,-6.673857362653263,-3.555804295403846,-9.718477455288589
311,-6.673758718397423,-3.6087182819929104,-9.745667555633084
312,-6.675941008468786,-3.6648910649145394,-9.765136947542736
313,-6.680357728528225,-3.723125426371353,-9.776470648212495
314,-6.686914737058144,-3.782180192723949,-9.779427122692796
315,-6.695472284782535,-3.8407967214517704,-9.773943354435229
316,-6.705847983765144,-3.8977257000635617,-9.760136213457354
317,-6.717820688382686,-3.9517537892530394,-9.738299999594194
318,-6.731135233000595,-4.001729472887977,-9.708900064834829
319,-6.745507824379095,-4.046587605512183,-9.672563086649538
320,-6.760632153631182,-4.085372109546013,-9.630063448712413
321,-6.776185856505726,-4.117256341731881,-9.582307010851352
322,-6.791837442268352,-4.141560808623441,-9.530311612048946
323,-6.80725332080478,-4.157767433963684,-9.475185424515189
324,-6.82210493124333,-4.165530839688501,-9.418103379018168
325,-6.836075736034738,-4.164685552152427,-9.360282080291917
326,-6.848867972659553,-4.155249587135524,-9.302953885086373
327,-6.8602089979726575,-4.137424065986082,-9.247340644679307
328,-6.869857090459465,-4.111588871050559,-9.194627669441719
329,-6.877606630438833,-4.078294702856806,-9.145938427439365
330,-6.883292444101084,-4.038251104970328,-9.102310636931861
331,-6.886793337481205,-3.992311557630346,-9.064674202923829
332,-6.888034713839339,-3.941455184675012,-9.033831204827306
333,-6.886990098923304,-3.886765903939614,-9.010439076546094
334,-6.8836817687831084,-3.829409322273845,-8.994996331697982
335,-6.87818022847773,-3.7706078933187275,-8.987832130098223
336,-6.870602735805367,-3.7116148701898934,-8.989099157365072
337,-6.861110792080399,-3.6536875793257413,-8.9987704043736
338,-6.8499066971218925,-3.598060650371572,-9.01663976876454
339,-6.837229252246531,-3.545919666416473,-9.042326369314376
340,-6.823348659526447,-3.4983759320175944,-9.075282727946682
341,-6.8085607491235045,-3.456442753368055,-9.114806477511797
342,-6.7931807000807485,-3.421013846451078,-9.160055227672046
343,-6.777536323081289,-3.3928443570482605,-9.21006455237781
344,-6.761961039231231,-3.3725346260520457,-9.263768615768832
345,-6.746786815098768,-3.3605175635058893,-9.320022804503763
346,-6.777045842957468,-3.355041379763721,-9.449506056875682
347,-6.764946933759644,-3.36870857199231,-9.50612782718795
348,-6.754424303240494,-3.3905973273942904,-9.560435816459925
349,-6.745702219026646,-3.420241081613585,-9.611272538474585
350,-6.738966575930625,-3.45700807314313,-9.657554524072696
351,-6.734360934419981,-3.500114636429955,-9.698295324424429
352,-6.7319834601704995,-3.548642046542239,-9.732626610347626
353,-6.73188481591466,-3.6015560331313035,-9.759816710692123
354,-6.734067105986022,-3.6577288160529324,-9.779286102601773
355,-6.738483826045462,-3.7159631775097464,-9.790619803271532
356,-6.745040834575382,-3.7750179438623426,-9.793576277751834
357,-6.753598382299772,-3.8336344725901634,-9.788092509494266
358,-6.763974081282381,-3.8905634512019547,-9.774285368516392
359,-6.775946785899922,-3.9445915403914324,-9.752449154653231
360,-6.7892613305178315,-3.9945672240263703,-9.723049219893866
361,-6.803633921896331,-4.039425356650576,-9.686712241708577
362,-6.818758251148418,-4.078209860684406,-9.64421260377145
363,-6.834311954022963,-4.110094092870274,-9.59645616591039
364,-6.8499635397855885,-4.134398559761834,-9.544460767107983
365,-6.865379418322018,-4.150605185102078,-9.489334579574226
366,-6.8802310287605675,-4.158368590826894,-9.432252534077206
367,-6.894201833551975,-4.15752330329082,-9.374431235350954
368,-6.90699407017679,-4.148087338273917,-9.31710304014541
369,-6.918335095489895,-4.130261817124475,-9.261489799738344
370,-6.927983187976702,-4.104426622188952,-9.208776824500756
371,-6.93573272795607,-4.0711324539952,-9.160087582498402
372,-6.9414185416183205,-4.031088856108722,-9.116459791990899
373,-6.944919434998441,-3.985149308768739,-9.078823357982866
374,-6.946160811356576,-3.9342929358134056,-9.047980359886344
375,-6.945116196440541,-3.8796036550780073,-9.024588231605131
376,-6.941807866300345,-3.8222470734122385,-9.00914548675702
377,-6.936306325994967,-3.763445644457121,-9.00198128515726
378,-6.928728833322604,-3.7044526213282865,-9.003248312424109
379,-6.919236889597636,-3.6465253304641347,-9.012919559432637
380,-6.908032794639129,-3.5908984015099654,-9.030788923823577
381,-6.895355349763768,-3.5387574175548666,-9.056475524373415
382,-6.881474757043684,-3.491213683155988,-9.08943188300572
383,-6.866686846640741,-3.4492805045064485,-9.128955632570834
384,-6.851306797597986,-3.413851597589471,-9.174204382731084
385,-6.835662420598527,-3.3856821081866535,-9.224213707436848
386,-6.820087136748468,-3.3653723771904387,-9.277917770827871
387,-6.804912912616005,-3.3533553146442827,-9.3341719595628
388,-6.835171940474695,-3.347879130902115,-9.463655211934716
389,-6.823073031276871,-3.3615463231307046,-9.520276982246985
