time_s,A1,A2,A3,AR1,AR2,AR3,RF1,RF2,RF3,RM1,RM2,RM3,U1,U2,U3,UR1,UR2,UR3,V1,V2,V3,VR1,VR2,VR3
0.0005000000237487257,-238.35101318359375,-260.7227478027344,133.5983428955078,55169.57421875,-780912.25,-443774.0625,0.0,0.0,0.0,0.0,-0.0,0.0,-6.157212737889495e-06,-6.735462648066459e-06,3.451410066190874e-06,0.0014759345212951303,-0.019371451810002327,-0.01146483514457941,-0.04578819125890732,-0.050087492913007736,0.025665873661637306,10.821772575378418,-145.7132110595703,-85.03112030029297
0.0005500999977812171,-269.0692138671875,-294.3204650878906,150.81358337402344,62014.7421875,-899101.8125,-505270.96875,0.0,0.0,0.0,0.0,-0.0,0.0,-8.763476216699928e-06,-9.586429769115057e-06,4.912302756565623e-06,0.0020911386236548424,-0.02770133689045906,-0.01630759984254837,-0.05851095914840698,-0.0640043318271637,0.032797060906887054,13.759864807128906,-187.80227661132812,-108.81456756591797
0.0006000999710522592,-296.1998291015625,-323.9930419921875,166.01727294921875,68077.671875,-1014634.25,-563512.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1.2037098713335581e-05,-1.3167385986889713e-05,6.747251063643489e-06,0.0028609884902834892,-0.0382639542222023,-0.022404177114367485,-0.07266023010015488,-0.07948137074708939,0.04072767123579979,17.015974044799805,-235.6612091064453,-135.5504150390625
0.0006501000025309622,-318.4317932128906,-348.30657958984375,178.47463989257812,73078.046875,-1125091.875,-617069.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1.6050200429162942e-05,-1.7557207684149034e-05,8.996669748739805e-06,0.003802303224802017,-0.05136221647262573,-0.02990817464888096,-0.08804928511381149,-0.09631430357694626,0.04935300722718239,20.5499324798584,-289.1811828613281,-165.0876922607422
0.000699999975040555,-334.39434814453125,-365.76190185546875,187.4175262451172,76698.0859375,-1227511.25,-664306.875,0.0,0.0,0.0,0.0,-0.0,0.0,-2.0847641280852258e-05,-2.2804952095611952e-05,1.1685695426422171e-05,0.004926067776978016,-0.06723698228597641,-0.0389331690967083,-0.10436584800481796,-0.11416154354810715,0.058498021215200424,24.29320526123047,-347.9169921875,-197.08702087402344
0.000750000006519258,-342.89752197265625,-375.0577392578125,192.17918395996094,78627.2109375,-1319419.0,-703889.1875,0.0,0.0,0.0,0.0,-0.0,0.0,-2.648830741236452e-05,-2.897502236010041e-05,1.4847321835986804e-05,0.006247249431908131,-0.0862075686454773,-0.049632687121629715,-0.12133181840181351,-0.13271887600421906,0.06800681352615356,28.18410873413086,-411.64111328125,-231.32737731933594
0.0008000999805517495,-342.8014221191406,-374.9476013183594,192.12094116210938,78524.46875,-1397738.5,-734279.625,0.0,0.0,0.0,0.0,-0.0,0.0,-3.299827949376777e-05,-3.6095927498536184e-05,1.849615728133358e-05,0.007773909717798233,-0.1085224449634552,-0.062114860862493515,-0.13854657113552094,-0.15154807269573212,0.07765483111143112,32.12995147705078,-479.7698974609375,-267.395263671875
0.0008501000120304525,-333.26556396484375,-364.5126647949219,186.7721405029297,76072.3046875,-1459063.625,-753949.25,0.0,0.0,0.0,0.0,-0.0,0.0,-4.035115125589073e-05,-4.413877832121216e-05,2.2617388822254725e-05,0.009502565488219261,-0.13428804278373718,-0.07640441507101059,-0.15548886358737946,-0.17007900774478912,0.08714992552995682,36.005271911621094,-551.2665405273438,-304.6481628417969
0.0009000999853014946,-313.8122253417969,-343.2308044433594,175.8654327392578,70992.8515625,-1500450.5,-761695.125,0.0,0.0,0.0,0.0,-0.0,0.0,-4.8535112000536174e-05,-5.309064363245852e-05,2.720439078984782e-05,0.011433775536715984,-0.16369886696338654,-0.09257173538208008,-0.17170758545398712,-0.1878182739019394,0.09623926877975464,39.69335174560547,-625.3439331054688,-342.59136962890625
0.0009500000160187483,-284.4854736328125,-311.1507568359375,159.42596435546875,63097.6796875,-1518846.25,-756467.625,0.0,0.0,0.0,0.0,-0.0,0.0,-5.748286275775172e-05,-6.287789437919855e-05,3.221942824893631e-05,0.013555378653109074,-0.19678860902786255,-0.11059556901454926,-0.18667562305927277,-0.20418940484523773,0.10462749004364014,43.05094528198242,-700.776611328125,-380.5252380371094
0.0010000000474974513,-245.7174835205078,-268.7454833984375,137.6964111328125,52265.21875,-1511507.625,-737455.3125,0.0,0.0,0.0,0.0,-0.0,0.0,-6.715703057125211e-05,-7.345965423155576e-05,3.764155553653836e-05,0.01586231403052807,-0.23373675346374512,-0.13053157925605774,-0.19996783137321472,-0.21872740983963013,0.11207634955644608,45.94718551635742,-776.6483154296875,-417.93194580078125
0.0010500999633222818,-567.8826293945312,-740.571533203125,632.8202514648438,90190.0234375,-1403767.625,-717633.6875,0.0,0.0,0.0,0.0,-0.0,0.0,0.00818655826151371,0.01879115402698517,-0.020767882466316223,0.036085065454244614,-0.24267619848251343,-0.113921158015728,180.4090576171875,412.4405212402344,-454.8954772949219,379.011962890625,-183.15570068359375,432.14630126953125
0.0011000999948009849,-571.5283203125,-747.0557250976562,635.3915405273438,84710.1875,-1422335.875,-675454.5625,0.0,0.0,0.0,0.0,-0.0,0.0,0.017206300050020218,0.039412252604961395,-0.04351186379790306,0.058162085711956024,-0.25207582116127014,-0.09542859345674515,180.3805694580078,412.4032897949219,-454.8637390136719,383.3873596191406,-253.8181915283203,397.3111877441406
0.0011500000255182385,-572.5388793945312,-748.3698120117188,634.3617553710938,78264.015625,-1438391.25,-631612.1875,0.0,0.0,0.0,0.0,-0.0,0.0,0.026206577196717262,0.05999024584889412,-0.06620877236127853,0.08036671578884125,-0.26500555872917175,-0.07855576276779175,180.3520050048828,412.365966796875,-454.8320617675781,387.4588317871094,-325.2041015625,364.6932067871094
0.001200100057758391,-570.8670043945312,-744.53857421875,629.6602783203125,70228.25,-1451767.5,-586130.5625,0.0,0.0,0.0,0.0,-0.0,0.0,0.035241495817899704,0.08064883947372437,-0.088995061814785,0.10279740393161774,-0.2816125452518463,-0.06304953992366791,180.32334899902344,412.32855224609375,-454.8003845214844,391.1863098144531,-397.61468505859375,334.1832580566406
0.0012499999720603228,-566.4342041015625,-735.6024780273438,621.2409057617188,60088.81640625,-1462031.75,-539672.375,0.0,0.0,0.0,0.0,-0.0,0.0,0.044238921254873276,0.10122311115264893,-0.11168882250785828,0.12523646652698517,-0.3018127381801605,-0.04887319728732109,180.2949676513672,412.2915954589844,-454.7691650390625,394.4477844238281,-470.3274230957031,306.09033203125
0.0013001000043004751,-371.0953369140625,-295.09588623046875,138.85626220703125,365928.59375,-1069768.625,-849507.625,0.0,0.0,0.0,0.0,-0.0,0.0,0.05455760285258293,0.10963308811187744,-0.11930083483457565,0.15008196234703064,-0.30400100350379944,-0.017449267208576202,226.198974609375,-22.808027267456055,84.34245300292969,391.15447998046875,188.898193359375,978.8436889648438
0.0013501000357791781,-404.1947326660156,-328.9297790527344,157.64366149902344,364157.75,-1102692.5,-808375.125,0.0,0.0,0.0,0.0,-0.0,0.0,0.06586707383394241,0.10849229991436005,-0.11508353054523468,0.17706571519374847,-0.2921457290649414,0.026347629725933075,226.17958068847656,-22.823646545410156,84.3498764038086,409.3949279785156,134.57711791992188,937.3743896484375
0.00139999995008111,-433.6884460449219,-358.0344543457031,174.25914001464844,364933.65625,-1133290.125,-762354.25,0.0,0.0,0.0,0.0,-0.0,0.0,0.07715291529893875,0.10735297948122025,-0.11087427288293839,0.20451198518276215,-0.2831125259399414,0.06818441301584244,226.15866088867188,-22.840805053710938,84.35816955566406,427.5763244628906,78.78005981445312,898.1654663085938
0.0014500999823212624,-459.67156982421875,-382.63897705078125,188.86666870117188,367699.15625,-1161785.5,-711800.0625,0.0,0.0,0.0,0.0,-0.0,0.0,0.08848290890455246,0.1062081977725029,-0.10664770007133484,0.23256443440914154,-0.27697184681892395,0.10848125070333481,226.13626098632812,-22.859378814697266,84.36727142333984,445.9217529296875,21.279212951660156,861.220947265625
0.001500000013038516,-481.881591796875,-402.6102294921875,201.40765380859375,371793.1875,-1187999.375,-657711.25,0.0,0.0,0.0,0.0,-0.0,0.0,0.09976653009653091,0.10506702959537506,-0.10243753343820572,0.2609778940677643,-0.27387794852256775,0.14710064232349396,226.11276245117188,-22.878990173339844,84.37701416015625,464.3679504394531,-37.3568229675293,827.037353515625
0.0015501000452786684,-508.1535949707031,-426.5856628417969,216.34210205078125,376544.25,-1212183.5,-600212.3125,0.0,0.0,0.0,0.0,-0.0,0.0,0.1110941544175148,0.10392027348279953,-0.09820998460054398,0.2899591624736786,-0.27390122413635254,0.1845466047525406,226.0878143310547,-22.899913787841797,84.38755798339844,483.1126708984375,-97.49026489257812,795.5140991210938
0.0016000999603420496,-523.20263671875,-437.94818115234375,225.1449737548828,381170.84375,-1234213.25,-540166.125,0.0,0.0,0.0,0.0,-0.0,0.0,0.12239790707826614,0.1027747392654419,-0.09399033337831497,0.31931400299072266,-0.27713537216186523,0.2207927405834198,226.06201171875,-22.921546936035156,84.39860534667969,502.0576477050781,-158.65892028808594,766.99462890625
0.0016499999910593033,-534.3633422851562,-444.7781066894531,231.94874572753906,384879.96875,-1254105.625,-478100.4375,0.0,0.0,0.0,0.0,-0.0,0.0,0.13367775082588196,0.10163040459156036,-0.08977855741977692,0.3490152955055237,-0.28363463282585144,0.2560528516769409,226.03561401367188,-22.94359016418457,84.41001892089844,521.1760864257812,-220.75120544433594,741.5810546875
0.0017001000232994556,-541.6630249023438,-447.1054382324219,236.77133178710938,386861.8125,-1271947.875,-414152.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.14500145614147186,0.10048037022352219,-0.08554932475090027,0.3792141079902649,-0.2935106158256531,0.29074910283088684,226.00863647460938,-22.96595001220703,84.42176818847656,540.5172729492188,-284.037841796875,719.2244262695312
0.0017501000547781587,-545.0179443359375,-444.8861083984375,239.53781127929688,386250.6875,-1287564.125,-349234.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.15630120038986206,0.09933151304721832,-0.08132793754339218,0.409696489572525,-0.30676546692848206,0.3248874843120575,225.98146057128906,-22.98826789855957,84.43368530273438,559.857666015625,-348.0349426269531,700.1363525390625
0.0018000999698415399,-544.4171142578125,-438.0951232910156,240.1961669921875,382198.75,-1300885.75,-283793.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.1675996035337448,0.09818154573440552,-0.07710595428943634,0.44048088788986206,-0.32345470786094666,0.3587554693222046,225.95420837402344,-23.01036262512207,84.44568634033203,579.0849609375,-412.75604248046875,684.3096923828125
0.0018501000013202429,-539.8297119140625,-426.6836242675781,238.6588897705078,373862.65625,-1311756.875,-218456.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.17889663577079773,0.09703048318624496,-0.07288336753845215,0.47151702642440796,-0.3436048626899719,0.39257097244262695,225.9270782470703,-23.032001495361328,84.4576644897461,598.006103515625,-478.0827331542969,671.7552490234375
0.0019000000320374966,-531.2454833984375,-410.6290283203125,234.82537841796875,360462.34375,-1319952.75,-154045.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.19016972184181213,0.0958806648850441,-0.06866864114999771,0.5026816725730896,-0.3671783208847046,0.426482617855072,225.9003448486328,-23.05291175842285,84.46949005126953,616.3502197265625,-543.7554321289062,662.4661865234375
0.001950099947862327,-526.0392456054688,-397.9270935058594,232.7201385498047,341143.09375,-1325244.0,-90954.8671875,0.0,0.0,0.0,0.0,0.0,0.0,0.20148666203022003,0.09472520649433136,-0.0644364207983017,0.5340902805328369,-0.39432579278945923,0.46090948581695557,225.87384033203125,-23.073183059692383,84.48120880126953,633.9514770507812,-610.030517578125,656.3372192382812
0.0020000000949949026,-272.1152648925781,-560.381591796875,-231.14479064941406,639972.1875,-1497719.375,-442499.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.2110537439584732,0.09748483449220657,-0.04852435365319252,0.5678392052650452,-0.4108172655105591,0.4843020737171173,155.5135955810547,138.41900634765625,567.5700073242188,667.9609375,6.7023396492004395,365.4766845703125
0.0020500998944044113,-263.4517517089844,-553.071044921875,-234.28802490234375,598741.0,-1522648.5,-398272.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.21884463727474213,0.10441892594099045,-0.020089389756321907,0.604655385017395,-0.4164814054965973,0.49554452300071716,155.50015258789062,138.39109802246094,567.558349609375,699.0038452148438,-68.96784973144531,344.4115295410156
0.002100100042298436,-250.73846435546875,-541.8146362304688,-238.22885131835938,554142.875,-1545033.25,-353485.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.22661931812763214,0.11133779585361481,0.008288232609629631,0.6417842507362366,-0.42636674642562866,0.5066875219345093,155.48728942871094,138.3637237548828,567.5465087890625,727.841552734375,-145.67079162597656,325.615966796875
0.00215000007301569,-474.17071533203125,-381.9411926269531,174.56280517578125,847265.0625,-1817003.0,-746131.625,0.0,0.0,0.0,0.0,0.0,0.0,0.23600038886070251,0.11566699296236038,0.028316080570220947,0.6868757009506226,-0.4295092523097992,0.5103798508644104,240.6962890625,3.021989345550537,131.72628784179688,1031.90673828125,499.324951171875,209.60650634765625
0.002200100105255842,-467.120361328125,-383.42242431640625,169.63558959960938,745555.8125,-1871099.125,-722120.625,0.0,0.0,0.0,0.0,0.0,0.0,0.24805869162082672,0.11581791192293167,0.03491578251123428,0.7451377511024475,-0.4197143614292145,0.501297652721405,240.67269897460938,3.0027987957000732,131.73492431640625,1071.8157958984375,406.9175109863281,172.81028747558594
0.0022501000203192234,-456.6513366699219,-380.6029968261719,162.5714569091797,641802.375,-1920152.875,-694475.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.26009175181388855,0.11596757173538208,0.04150274023413658,0.8035194277763367,-0.41517287492752075,0.49168869853019714,240.6495819091797,2.983680248260498,131.7432403564453,1106.5096435546875,312.1154479980469,137.38113403320312
0.002300000051036477,-442.8301696777344,-373.5183410644531,153.4463653564453,535745.875,-1964050.0,-663728.875,0.0,0.0,0.0,0.0,0.0,0.0,0.2720995843410492,0.1161159873008728,0.048076923936605453,0.8618177175521851,-0.41591763496398926,0.4818657338619232,240.6271209716797,2.9648473262786865,131.75112915039062,1135.9005126953125,215.18313598632812,103.48185729980469
0.0023499999660998583,-431.5155029296875,-368.5602722167969,145.5579071044922,426656.46875,-2002720.625,-630260.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.28413039445877075,0.11626376211643219,0.054664671421051025,0.9200565218925476,-0.42199766635894775,0.4721047580242157,240.6051788330078,2.94619083404541,131.75865173339844,1159.9730224609375,115.99105072021484,71.1220703125
0.0024000999983400106,-410.6393737792969,-352.4623718261719,132.14071655273438,314204.125,-2035776.125,-594554.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2961841821670532,0.11641091108322144,0.06126595661044121,0.9780144691467285,-0.4334720969200134,0.4627281725406647,240.5840606689453,2.9281108379364014,131.765625,1178.5452880859375,14.802023887634277,40.43242645263672
0.0024500000290572643,-386.5673522949219,-332.0777587890625,116.75738525390625,198779.734375,-2062567.625,-557328.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.3081888258457184,0.11655659228563309,0.06784122437238693,1.035115122795105,-0.45026278495788574,0.45411592721939087,240.5641632080078,2.911013603210449,131.77183532714844,1191.3590087890625,-87.47821807861328,11.6870756149292
0.0024999999441206455,-359.2420654296875,-307.2963562011719,99.3317642211914,79455.8828125,-2082693.0,-518860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320216566324234,0.11670173704624176,0.074429951608181,1.09145987033844,-0.47243931889533997,0.4465435743331909,240.54550170898438,2.8950109481811523,131.77725219726562,1198.3306884765625,-191.1391143798828,-15.221454620361328
0.002550099976360798,-328.7354431152344,-278.09356689453125,79.85447692871094,-43955.51953125,-2095419.125,-479647.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3322674632072449,0.11684640496969223,0.08103210479021072,1.1467839479446411,-0.4999944865703583,0.4403518736362457,240.52825927734375,2.88032865524292,131.78175354003906,1199.2362060546875,-295.83349609375,-40.23579025268555
0.002600099891424179,-295.2760314941406,-244.5935821533203,58.40149688720703,-171018.5,-2099904.5,-440354.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.344293475151062,0.1169900894165039,0.0876212865114212,1.200591802597046,-0.5327527523040771,0.43590208888053894,240.5126495361328,2.867243528366089,131.78521728515625,1193.8780517578125,-400.7525329589844,-63.23543930053711
0.0026499999221414328,-513.544189453125,-566.2603759765625,351.5550842285156,144550.5,-1690868.25,-819081.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.3593018054962158,0.1252429336309433,0.08595282584428787,1.2582546472549438,-0.547939121723175,0.43735185265541077,353.29193115234375,307.15008544921875,-177.56283569335938,1120.561279296875,69.05968475341797,487.9936828613281
0.002700099954381585,-516.5126953125,-572.5738525390625,353.4124450683594,56976.9765625,-1715652.5,-769028.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.3770011067390442,0.14063043892383575,0.0770573690533638,1.319915533065796,-0.5480303764343262,0.44329729676246643,353.2660827636719,307.1214904785156,-177.54513549804688,1125.603515625,-16.28890609741211,448.1927795410156
0.00275010010227561,-514.1638793945312,-571.445068359375,351.1404724121094,-29188.65234375,-1736707.875,-714972.375,0.0,0.0,0.0,0.0,0.0,0.0,0.3946637511253357,0.15598580241203308,0.06818055361509323,1.3803333044052124,-0.5526458024978638,0.4503498375415802,353.24029541015625,307.0928649902344,-177.5275115966797,1126.2939453125,-102.61343383789062,411.07720947265625
0.00279999990016222,-509.4561462402344,-566.0758056640625,346.46343994140625,-114376.3984375,-1753926.75,-657667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122897982597351,0.17130902409553528,0.05932236462831497,1.4393455982208252,-0.5617148280143738,0.4588829576969147,353.2147521972656,307.0644836425781,-177.51010131835938,1122.7095947265625,-189.72091674804688,376.8174133300781
0.0028500999324023724,-502.3620300292969,-556.3956909179688,339.392822265625,-199554.46875,-1767184.625,-597474.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.4299852252006531,0.1866922378540039,0.05042954161763191,1.497125506401062,-0.5752331614494324,0.46933823823928833,353.18939208984375,307.0363464355469,-177.49290466308594,1114.84521484375,-277.9421691894531,345.366455078125
0.002900100080296397,-492.91204833984375,-542.420166015625,329.98590087890625,-284678.78125,-1776085.375,-535449.125,0.0,0.0,0.0,0.0,0.0,0.0,0.44764408469200134,0.20204336941242218,0.041555315256118774,1.5531346797943115,-0.5930313467979431,0.4820461571216583,353.1645202636719,307.00885009765625,-177.47616577148438,1102.7408447265625,-366.5426940917969,317.03668212890625
0.002950000111013651,-481.10369873046875,-524.1423950195312,318.2552490234375,-370197.625,-1780263.875,-472291.875,0.0,0.0,0.0,0.0,0.0,0.0,0.4652663767337799,0.2173624485731125,0.03269965946674347,1.607183814048767,-0.614950954914093,0.49737879633903503,353.14019775390625,306.9822082519531,-177.45997619628906,1086.4049072265625,-455.2940979003906,291.8897399902344
0.003000000026077032,-278.3244934082031,-181.60919189453125,-32.22207260131836,-41798.1640625,-1385164.75,-773301.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.48226627707481384,0.2190687507390976,0.03867474943399429,1.663495421409607,-0.6113125085830688,0.5114533305168152,335.7431945800781,-54.953914642333984,216.42611694335938,929.7687377929688,5.858362674713135,680.2479248046875
0.0030501000583171844,-292.6314697265625,-199.26202392578125,-26.71540641784668,-95518.71875,-1408057.0,-715383.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4990866482257843,0.21631531417369843,0.04951765760779381,1.7197504043579102,-0.6015424728393555,0.5259054899215698,335.7288818359375,-54.963470458984375,216.42465209960938,926.3156127929688,-64.11978149414062,642.93798828125
0.0031000999733805656,-304.104736328125,-213.10020446777344,-22.23865509033203,-146225.90625,-1428962.375,-653608.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5158727169036865,0.2135668843984604,0.060338858515024185,1.7743669748306274,-0.5952208042144775,0.5422144532203674,335.7139587402344,-54.97379684448242,216.42343139648438,920.2611083984375,-135.05357360839844,608.6983642578125
0.0031500000040978193,-312.671630859375,-223.17124938964844,-18.736597061157227,-194526.484375,-1447761.25,-588798.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5326244831085205,0.2108234316110611,0.07113835960626602,1.827270746231079,-0.5922300815582275,0.5607249140739441,335.69854736328125,-54.98469543457031,216.4224090576172,911.7510375976562,-206.83676147460938,577.6887817382812
0.0032001000363379717,-318.3103942871094,-229.54257202148438,-16.15831756591797,-241349.390625,-1464365.25,-521321.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.5494425892829895,0.20806841552257538,0.0819811001420021,1.8786827325820923,-0.592437207698822,0.5819119215011597,335.6827392578125,-54.99605178833008,216.42153930664062,900.8267822265625,-279.7955017089844,549.8717651367188
0.003250099951401353,-324.1617736816406,-235.69924926757812,-12.698683738708496,-287084.5,-1478408.5,-452305.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.5662263035774231,0.20531831681728363,0.09280215948820114,1.9281861782073975,-0.5956969261169434,0.6060103178024292,335.6667175292969,-55.00764846801758,216.42079162597656,887.6132202148438,-353.3760070800781,525.525634765625
0.0032999999821186066,-323.7736511230469,-234.5994415283203,-11.970060348510742,-332418.25,-1489582.25,-382468.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5829756855964661,0.20257315039634705,0.10360154509544373,1.9756742715835571,-0.6018089652061462,0.6333491802215576,335.6505126953125,-55.01940155029297,216.42018127441406,872.15673828125,-427.43994140625,504.6954650878906
0.003350100014358759,-320.3122253417969,-229.67759704589844,-12.209868431091309,-378291.5625,-1497555.25,-312084.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5997913479804993,0.19981637597084045,0.11444418132305145,2.0212924480438232,-0.6106056571006775,0.6644431948661804,335.6343688964844,-55.03104782104492,216.41958618164062,854.3563232421875,-502.2821960449219,487.2972412109375
0.00340009992942214,-313.8219299316406,-220.92666625976562,-13.45150375366211,-425062.71875,-1501817.875,-242265.921875,0.0,0.0,0.0,0.0,0.0,0.0,0.6165726780891418,0.19706454873085022,0.12526513636112213,2.0646071434020996,-0.6217986941337585,0.6994453072547913,335.6184997558594,-55.042327880859375,216.4189453125,834.27783203125,-577.282958984375,473.44171142578125
0.003450100077316165,-304.3561096191406,-208.30641174316406,-15.743748664855957,-473394.9375,-1501879.625,-173570.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.6333532333374023,0.19431215524673462,0.13608607649803162,2.1055374145507812,-0.6351280212402344,0.7387265563011169,335.6030578613281,-55.05307388305664,216.41822814941406,811.823974609375,-652.39404296875,463.05194091796875
0.003500099992379546,-291.9963684082031,-191.7764129638672,-19.154306411743164,-523779.21875,-1497178.5,-106709.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.6501330137252808,0.19155925512313843,0.14690695703029633,2.1438844203948975,-0.6502860188484192,0.7825799584388733,335.588134765625,-55.06309127807617,216.4173583984375,786.904052734375,-727.3915405273438,456.0540771484375
0.0035500999074429274,-279.05865478515625,-173.71160888671875,-22.531585693359375,-576603.8125,-1487108.875,-42411.640625,0.0,0.0,0.0,0.0,0.0,0.0,0.6669120192527771,0.18880586326122284,0.15772780776023865,2.1794254779815674,-0.6669314503669739,0.8312739133834839,335.5737609863281,-55.07231521606445,216.41635131835938,759.4052734375,-802.0223999023438,452.3382568359375
0.003600100055336952,-260.862060546875,-148.8087158203125,-28.680538177490234,-632132.875,-1471034.125,18575.162109375,0.0,0.0,0.0,0.0,0.0,0.0,0.6836903691291809,0.18605203926563263,0.1685485988855362,2.2119109630584717,-0.6846888661384583,0.8850467801094055,335.5602722167969,-55.08039474487305,216.4150848388672,729.1985473632812,-876.0023803710938,451.7577209472656
