window,duration_ms,n,phase_rate_mean_Hz,R_phase_vs_30,omega_wobble_rms_rad_s,omega_wobble_peak_rad_s,Tmag_rms_Nmm,exact_gap_min_um,CPRESS_max_MPa,Wmag_end_J,Whydro_end_J,Wnonmag_end_J
W0_preimpact,7.7001000754535,155,4.507422815657062,0.15024742718856873,370.0329666323139,797.7408207162656,0.00972933905740042,-1.1517989251543002,65.21446990966797,3.95807962930905e-06,-6.6948312222946836e-09,-3.923799778087804e-06
W1_contact,0.49999999999999956,11,9.215350480367656,0.3071783493455885,104.56339778087833,202.54199845842476,0.010490950083861802,-1.1517989251543002,65.21446990966797,3.882913320832632e-06,-6.714473649190318e-09,-3.825551396819326e-06
W2_immediate_postimpact,0.1329002790153005,3,-4.1819360833766845,0.13939786944588947,213.77073496207265,223.04366735868453,0.010521642012250521,-0.8735392746407,0.0,4.14933388751162e-06,-6.732380125390617e-09,-3.972098484372586e-06
W3_intermediate,0.0,1,,,,,,,,,,
W4_late_postimpact,-3.367099720984699,0,,,,,,,,,,
