time_s,Krot_J,Wmag_J,Whydro_J,Wnonmag_resolved_J,Fhydro_power_W,Thydro_power_W
0.0072500999085605,3.93820456992789e-07,4.101108079513897e-06,-6.53899377530049e-09,-3.707287622521108e-06,-0.0010688056728948275,-0.00043261817611801553
0.0073000001721084,4.601501374914385e-07,3.966072278005157e-06,-6.560028475670073e-09,-3.5059221405137187e-06,-0.001051538120449635,-0.0004104515343011088
0.0073501002043485,3.1987666889776706e-07,3.843178581533462e-06,-6.577808080525899e-09,-3.5233019126356952e-06,-0.0010391134764128447,-0.00029931267385823585
0.0074001001194119,2.2721427799451127e-07,3.76156221273051e-06,-6.5909520758573075e-09,-3.5343479347359986e-06,-0.0010313910363769806,-0.00022644803252464704
0.0074499999172985,1.8335045921459342e-07,3.7220029044983722e-06,-6.601407958448017e-09,-3.5386524452837788e-06,-0.0010281757245742997,-0.0001926271154136814
0.0075000999495387,1.889625108353051e-07,3.7248716022052257e-06,-6.611201217378945e-09,-3.535909091369921e-06,-0.0010293678497860803,-0.00019832109332099535
0.007550099864602,2.4421565048218647e-07,3.7704167068982193e-06,-6.6222523810681576e-09,-3.5262010564160328e-06,-0.001034958878712588,-0.00024372620516829809
0.0076000001281499,3.490891683607773e-07,3.8583736292328774e-06,-6.636533123649501e-09,-3.5092844608721e-06,-0.0010449889408751377,-0.00032864522399798067
0.0076501001603901,2.9110660000488274e-07,3.9657009052760305e-06,-6.653479225443058e-09,-3.674594305271148e-06,-0.001059673146732946,-0.0003478454302319614
0.0077001000754535,9.062262995386702e-08,4.036246021115129e-06,-6.663445782526667e-09,-3.945623391161262e-06,-0.0010033564972166402,-5.0817530333929087e-05
0.0077499998733401,6.471025719831877e-08,4.061354038009389e-06,-6.66624848174006e-09,-3.99664378081107e-06,-0.0010037933485050874,-6.151555845980505e-05
0.0078000999055802,1.0657908445103802e-07,4.096620033582506e-06,-6.670182682521768e-09,-3.990040949131468e-06,-0.0010026067206233603,-9.553826389519348e-05
0.0078501002863049,1.9763761247995376e-07,4.173956720252366e-06,-6.676791664533394e-09,-3.976319107772412e-06,-0.0009999518337505135,-0.00016881900362302447
0.0079001002013683,3.3705338189421596e-07,4.29303822553554e-06,-6.688033398854643e-09,-3.955984843641324e-06,-0.000996173264597551,-0.0002808511330959403
0.0079500004649162,5.24292883904678e-07,4.452774673639492e-06,-6.705791739890731e-09,-3.928481789734814e-06,-0.0009918173203744042,-0.00043090226351855283
0.0080000003799796,7.57671242984746e-07,4.6526788430453035e-06,-6.7320160861598e-09,-3.895007600060557e-06,-0.0009875932214265567,-0.0006180733691726793
0.0080500002950429,1.0358713776070917e-06,4.890902959215518e-06,-6.768492759321515e-09,-3.855031581608426e-06,-0.0009844226479716759,-0.0008409960358667527
0.0081000002101063,3.2852533020755626e-07,5.0690330873006335e-06,-6.799465460164633e-09,-4.740507757093077e-06,-0.0009833949677180362,-0.0003979141024342588
0.0081500997766852,7.025247453856333e-07,5.077077621006246e-06,-6.8255624853608385e-09,-4.374552875620613e-06,-0.003023863996432886,-0.000643892323380069
0.0082000996917486,7.454131940240346e-07,4.999277212745545e-06,-6.8572943978546154e-09,-4.253864018721511e-06,-0.0030016986165677163,-0.000625386332535275
0.0082499999552965,6.820544010372391e-07,4.94630726030092e-06,-6.887214775038262e-09,-4.2642528592636815e-06,-0.0029847844737667314,-0.0005738208482013616
0.0082999998703598,6.633409524516862e-07,4.9288859295600485e-06,-6.915509486085661e-09,-4.265544977108362e-06,-0.002973556656640048,-0.0005579695163053733
0.0083330003544688,6.666097442305072e-07,4.9345609334178835e-06,-6.934010586300977e-09,-4.267951189187377e-06,-0.0029694545453944356,-0.0005632928357381473
