window,start_s,end_s,duration_ms,n,f_cmd_Hz,f_B_local_Hz,f_robot_phase_equiv_Hz,R_phase_vs_30,Tmag_RMS_Nmm,omega_wobble_RMS_rad_s,gap_min_um,CPRESS_max_MPa
W0_precontact,0.0,0.0061499997973442,6.1499997973442,123,30.0,14.384843604777402,19.98830768034341,0.6662769226781137,0.009683431657360327,392.7548838352728,0.3158323159294,0.0
W1_contact,0.0061499997973442,0.0066499997973441995,0.49999999999999956,10,30.0,13.421125655139758,4.686564533607558,0.1562188177869186,0.009911241394867383,156.98360095067267,-1.0402333782635,78.98506164550781
W2_immediate_post,0.0066499997973441995,0.008149999797344199,1.4999999999999996,30,30.0,11.989480467957415,-20.63401083424726,0.6878003611415753,0.010149923822014217,277.1241931943605,3.8573213681275003,0.0
W4_late,0.008149999797344199,0.0083331,0.1831002026558004,5,30.0,9.804915664266217,110.61985631956027,3.6873285439853425,0.010154323076070799,393.91150516699776,4.2947613678134,0.0
