time_s,exact_gap_mm,nearest_node,nearest_wall_element,CPRESS_max_MPa,CNORMF_max_N,CSHEARF_max_N,near_wall,geometric_contact,solver_contact
0.0017501000547781,0.1092620036444125,7,389,0.0,0.0,0.0,False,False,False
0.0018000999698415,0.092304201770318,7,401,0.0,0.0,0.0,False,False,False
0.0018501000013202,0.0719001100925886,58,404,0.0,0.0,0.0,False,False,False
0.0019000000320374,0.0438240060233264,58,404,0.0,0.0,0.0,False,False,False
0.0019500999478623,0.0144364682705729,58,404,0.0,0.0,0.0,False,False,False
0.0020000000949949,0.0126342305679894,58,404,0.0,0.0,0.0,False,False,False
0.0020500998944044,0.0393908910735426,58,404,0.0,0.0,0.0,False,False,False
0.0021001000422984,0.0340887910873371,55,442,0.0,0.0,0.0,False,False,False
0.0021500000730156,0.0180703562607203,55,442,0.0,0.0,0.0,False,False,False
0.0022001001052558,0.0346825007340594,55,442,0.0,0.0,0.0,False,False,False
0.0022501000203192,0.0486169093280622,55,442,0.0,0.0,0.0,False,False,False
0.0023000000510364,0.0545594598209304,54,442,0.0,0.0,0.0,False,False,False
0.0023499999660998,0.0536240306266789,54,442,0.0,0.0,0.0,False,False,False
0.00240009999834,0.0498392694680743,54,442,0.0,0.0,0.0,False,False,False
0.0024500000290572,0.0433034013472735,54,442,0.0,0.0,0.0,False,False,False
0.0024999999441206,0.0340847076939342,54,442,0.0,0.0,0.0,False,False,False
0.0025500999763607,0.0223082533084563,54,442,0.0,0.0,0.0,False,False,False
0.0026000998914241,0.0081939850754625,54,442,0.0,0.0,0.0,False,False,False
0.0026499999221414,0.0164315022554433,55,441,0.0,0.0,0.0,False,False,False
0.0027000999543815,0.0475750283216374,55,441,0.0,0.0,0.0,False,False,False
0.0027501001022756,0.0705517074684684,54,453,0.0,0.0,0.0,False,False,False
0.0027999999001622,0.0809185625958164,57,400,0.0,0.0,0.0,False,False,False
0.0028500999324023,0.0630472263442564,57,400,0.0,0.0,0.0,False,False,False
0.0029001000802963,0.042674040779912,58,400,0.0,0.0,0.0,False,False,False
0.0029500001110136,0.0184345720557596,58,400,0.0,0.0,0.0,False,False,False
0.003000000026077,0.0320706198705723,58,400,0.0,0.0,0.0,False,False,False
0.0030501000583171,0.0605005465176448,60,400,0.0,0.0,0.0,False,False,False
0.0031000999733805,0.0798745086010562,56,411,0.0,0.0,0.0,False,False,False
0.0031500000040978,0.0922461817596908,56,411,0.0,0.0,0.0,False,False,False
0.0032001000363379,0.104056736536945,56,411,0.0,0.0,0.0,False,False,False
0.0032500999514013,0.1151108413077029,56,411,0.0,0.0,0.0,False,False,False
0.0032999999821186,0.1252832787273173,56,411,0.0,0.0,0.0,False,False,False
0.0033501000143587,0.1319535916582949,61,412,0.0,0.0,0.0,False,False,False
0.0034000999294221,0.1334794040319692,61,412,0.0,0.0,0.0,False,False,False
0.0034501000773161,0.1178790219940121,53,453,0.0,0.0,0.0,False,False,False
0.0035000999923795,0.0969572071560429,53,453,0.0,0.0,0.0,False,False,False
0.0035500999074429,0.0729514160700043,53,453,0.0,0.0,0.0,False,False,False
0.0036001000553369,0.0460108588392139,53,453,0.0,0.0,0.0,False,False,False
0.0036500000860542,0.0073008990857261,51,454,0.0,0.0,0.0,False,False,False
0.0037000998854637,0.0312743503665937,51,454,0.0,0.0,0.0,False,False,False
0.0037501000333577,0.0629963869529546,52,453,0.0,0.0,0.0,False,False,False
0.0038000000640749,0.0815459090776602,62,412,0.0,0.0,0.0,False,False,False
0.0038501000963151,0.0697184494077388,63,412,0.0,0.0,0.0,False,False,False
0.0039001000113785,0.0551659190776656,63,412,0.0,0.0,0.0,False,False,False
0.0039500999264419,0.0387412125111034,63,412,0.0,0.0,0.0,False,False,False
0.0040000001899898,0.0175132694015552,65,412,0.0,0.0,0.0,False,False,False
0.0040500001050531,0.0062113145326887,65,412,0.0,0.0,0.0,False,False,False
0.0041001001372933,0.0291467657863075,65,412,0.0,0.0,0.0,False,False,False
0.0041499999351799,0.0494290199522241,65,412,0.0,0.0,0.0,False,False,False
0.0042000999674201,0.0670748165081262,65,412,0.0,0.0,0.0,False,False,False
0.0042500998824834,0.077476164347076,14,413,0.0,0.0,0.0,False,False,False
0.0043000001460313,0.0707060693457392,14,413,0.0,0.0,0.0,False,False,False
0.0043501001782715,0.0618336321187588,14,425,0.0,0.0,0.0,False,False,False
0.0044001000933349,0.0460102695235677,14,413,0.0,0.0,0.0,False,False,False
0.0044499998912215,0.0256243643959934,14,425,0.0,0.0,0.0,False,False,False
0.0045000999234616,0.0026861438271002,14,425,0.0,0.0,0.0,True,False,False
0.0045500001870095,0.0172139267710403,14,425,0.0,0.0,0.0,False,False,False
0.0046000001020729,0.0358020383265738,14,425,0.0,0.0,0.0,False,False,False
0.0046501001343131,0.0510306903056873,14,425,0.0,0.0,0.0,False,False,False
0.0046999999321997,0.0628371659315234,14,425,0.0,0.0,0.0,False,False,False
0.004749999847263,0.0578221726952322,67,416,0.0,0.0,0.0,False,False,False
0.0048000998795032,0.0406679414875882,67,428,0.0,0.0,0.0,False,False,False
0.0048500001430511,0.0069524874717042,34,467,0.0,0.0,0.0,False,False,False
0.0049000000581145,0.0183046278279084,67,428,0.0,0.0,0.0,False,False,False
0.0049501000903546,0.0119944518646837,67,428,0.0,0.0,0.0,False,False,False
0.0049999998882412,0.0026478496674873,67,428,0.0,0.0,0.0,True,False,False
0.0050500999204814,0.0062291196832828,67,428,0.0,0.0,0.0,False,False,False
0.0051000998355448,0.0138336684158589,67,428,0.0,0.0,0.0,False,False,False
0.0051500000990927,0.0181786722857911,67,428,0.0,0.0,0.0,False,False,False
0.0052001001313328,0.0109435280403436,18,427,0.0,0.0,0.0,False,False,False
0.0052501000463962,0.0003158323159294,18,427,0.0,0.0,0.0,True,False,False
0.0052999998442828,0.0089929630559467,18,427,0.0,0.0,0.0,False,False,False
0.005350099876523,0.0172480100345968,18,427,0.0,0.0,0.0,False,False,False
0.0054000997915863,0.0236154033700953,18,427,0.0,0.0,0.0,False,False,False
0.0054500000551342,0.0280184985380361,18,427,0.0,0.0,0.0,False,False,False
0.0055001000873744,0.0304127579540367,18,427,0.0,0.0,0.0,False,False,False
0.0055501000024378,0.0262227083807445,68,440,0.0,0.0,0.0,False,False,False
0.0055999998003244,0.0173532633277316,68,440,0.0,0.0,0.0,False,False,False
0.0056500998325645,0.0051925109825101,68,440,0.0,0.0,0.0,False,False,False
0.0057001002132892,0.006755261326791,68,440,0.0,0.0,0.0,False,False,False
0.0057500000111758,0.0028363406417251,157,465,0.0,0.0,0.0,True,False,False
0.005800100043416,0.0269062830130032,157,465,0.0,0.0,0.0,False,False,False
0.0058499998413026,0.0340687806426468,68,440,0.0,0.0,0.0,False,False,False
0.0059000002220273,0.0374415446298824,68,440,0.0,0.0,0.0,False,False,False
0.0059500997886061,0.0365019259075529,17,440,0.0,0.0,0.0,False,False,False
0.006000000052154,0.0331395010312244,17,440,0.0,0.0,0.0,False,False,False
0.0060501000843942,0.0254508052657334,68,440,0.0,0.0,0.0,False,False,False
0.0061000999994575,0.0139966624510953,68,440,0.0,0.0,0.0,False,False,False
0.0061499997973442,-0.0010402333782635,68,440,78.98506164550781,1.993759036064148,0.0615410506725311,True,True,True
0.0062000998295843,0.0130673259171103,68,440,0.0,0.0,0.0,False,False,False
0.006250100210309,0.0231315149749537,16,440,0.0,0.0,0.0,False,False,False
0.0063000000081956,0.0270357342429379,16,440,0.0,0.0,0.0,False,False,False
0.0063501000404357,0.0278753974416021,16,440,0.0,0.0,0.0,False,False,False
0.0064000999554991,0.0256904553050983,16,440,0.0,0.0,0.0,False,False,False
0.006450000219047,0.0163895137690852,14,437,0.0,0.0,0.0,False,False,False
0.0065000997856259,0.0012922843886582,14,437,0.0,0.0,0.0,True,False,False
0.0065501001663506,0.0186973867114084,14,437,0.0,0.0,0.0,False,False,False
0.0065999999642372,0.0325785173476698,14,437,0.0,0.0,0.0,False,False,False
0.0066500999964773,0.0430379201969823,14,437,0.0,0.0,0.0,False,False,False
0.0067000999115407,0.0500825313682954,14,437,0.0,0.0,0.0,False,False,False
0.0067500001750886,0.0506009218959947,14,449,0.0,0.0,0.0,False,False,False
0.0068001002073287,0.042651966688706,4,490,0.0,0.0,0.0,False,False,False
0.0068501001223921,0.0110853632551825,4,490,0.0,0.0,0.0,False,False,False
0.0069001000374555,0.0323384630569869,4,490,0.0,0.0,0.0,False,False,False
0.0069500999525189,0.0507178589661544,14,449,0.0,0.0,0.0,False,False,False
0.0070000998675823,0.0494816569933281,14,449,0.0,0.0,0.0,False,False,False
0.0070500997826457,0.0447917890286771,14,449,0.0,0.0,0.0,False,False,False
0.0071001001633703,0.0364991655730019,14,449,0.0,0.0,0.0,False,False,False
0.0071499999612569,0.0245284151806036,14,449,0.0,0.0,0.0,False,False,False
0.0072000999934971,0.0087432468293054,14,449,0.0,0.0,0.0,False,False,False
0.0072500999085605,0.0082852903719961,14,449,0.0,0.0,0.0,False,False,False
0.0073000001721084,0.0232033522765574,14,449,0.0,0.0,0.0,False,False,False
0.0073501002043485,0.034451191214902,14,449,0.0,0.0,0.0,False,False,False
0.0074001001194119,0.0418252295601128,14,449,0.0,0.0,0.0,False,False,False
0.0074499999172985,0.0436218096380914,13,449,0.0,0.0,0.0,False,False,False
0.0075000999495387,0.0407961287821127,13,449,0.0,0.0,0.0,False,False,False
0.007550099864602,0.0347882866570652,13,449,0.0,0.0,0.0,False,False,False
0.0076000001281499,0.0253626391010508,66,449,0.0,0.0,0.0,False,False,False
0.0076501001603901,0.0100377685962937,66,449,0.0,0.0,0.0,False,False,False
0.0077001000754535,0.0068114302681579,66,449,0.0,0.0,0.0,False,False,False
0.0077499998733401,0.0213697668154384,66,449,0.0,0.0,0.0,False,False,False
0.0078000999055802,0.0322161333474573,66,449,0.0,0.0,0.0,False,False,False
0.0078501002863049,0.0393144571106339,66,449,0.0,0.0,0.0,False,False,False
0.0079001002013683,0.0427810164467432,66,449,0.0,0.0,0.0,False,False,False
0.0079500004649162,0.0427554413940942,66,461,0.0,0.0,0.0,False,False,False
0.0080000003799796,0.0394325211834968,66,461,0.0,0.0,0.0,False,False,False
0.0080500002950429,0.0330486530752995,66,461,0.0,0.0,0.0,False,False,False
0.0081000002101063,0.0038573213681275,51,502,0.0,0.0,0.0,True,False,False
0.0081500997766852,0.0240317728602069,66,461,0.0,0.0,0.0,False,False,False
0.0082000996917486,0.0228594164600448,66,461,0.0,0.0,0.0,False,False,False
0.0082499999552965,0.018588073112068,66,461,0.0,0.0,0.0,False,False,False
0.0082999998703598,0.0110717647843658,66,461,0.0,0.0,0.0,False,False,False
0.0083330003544688,0.0042947613678134,66,461,0.0,0.0,0.0,True,False,False
