frame,time_s,min_signed_gap_mm,signed_node,signed_wall_element,min_unsigned_distance_mm,nearest_node,nearest_wall_element,CPRESS_max_MPa,CPRESS_active_values,CNORMF_max_N,CSHEARF_max_N,discrepancy_flag,contact_surface_name,geometric_wall_source
123,0.0061499997973442,-0.0010402333782635,68,440,0.0327755707603188,16,452,78.98506164550781,5,1.993759036064148,0.0615410506725311,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
124,0.0062000998295843,0.0130673259171103,68,440,0.0217574729890165,16,440,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
125,0.006250100210309,0.0231315149749537,16,440,0.0238967166131711,16,440,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
126,0.0063000000081956,0.0270357342429379,16,440,0.0321117772081561,17,440,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
127,0.0063501000404357,0.0278753974416021,16,440,0.0414426873558228,17,440,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
128,0.0064000999554991,0.0256904553050983,16,440,0.0424136221583222,3,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
129,0.006450000219047,0.0163895137690852,14,437,0.0346308334681587,3,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
130,0.0065000997856259,0.0012922843886582,14,437,0.0365750805767094,68,440,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
131,0.0065501001663506,0.0186973867114084,14,437,0.0357833317259825,14,437,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
132,0.0065999999642372,0.0325785173476698,14,437,0.0334338742151865,14,437,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
133,0.0066500999964773,0.0430379201969823,14,437,0.0470473776705786,14,437,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
134,0.0067000999115407,0.0500825313682954,14,437,0.0700428687780007,14,437,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
135,0.0067500001750886,0.0506009218959947,14,449,0.0578187534333906,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
136,0.0068001002073287,0.042651966688706,4,490,0.0498362786820649,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
137,0.0068501001223921,0.0110853632551825,4,490,0.0418910077689583,50,490,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
138,0.0069001000374555,0.0323384630569869,4,490,0.055569914889121,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
139,0.0069500999525189,0.0507178589661544,14,449,0.053380811603523,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
140,0.0070000998675823,0.0494816569933281,14,449,0.0505053676345426,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
141,0.0070500997826457,0.0447917890286771,14,449,0.0453591931526669,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
142,0.0071001001633703,0.0364991655730019,14,449,0.0373117363736131,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
143,0.0071499999612569,0.0245284151806036,14,449,0.0272556509679766,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
144,0.0072000999934971,0.0087432468293054,14,449,0.0214861861039905,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
145,0.0072500999085605,0.0082852903719961,14,449,0.026361366598763,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
146,0.0073000001721084,0.0232033522765574,14,449,0.0337003293103303,13,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
147,0.0073501002043485,0.034451191214902,14,449,0.0401299525488744,13,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
148,0.0074001001194119,0.0418252295601128,14,449,0.0490565879600162,13,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
149,0.0074499999172985,0.0436218096380914,13,449,0.0562595926765917,66,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
150,0.0075000999495387,0.0407961287821127,13,449,0.0456307878505794,66,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
151,0.007550099864602,0.0347882866570652,13,449,0.0396092864788529,66,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
152,0.0076000001281499,0.0253626391010508,66,449,0.0466793252375087,66,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
153,0.0076501001603901,0.0100377685962937,66,449,0.0122728371858291,66,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
154,0.0077001000754535,0.0068114302681579,66,449,0.0211323340885056,66,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
155,0.0077499998733401,0.0213697668154384,66,449,0.0359918125093645,65,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
156,0.0078000999055802,0.0322161333474573,66,449,0.0492816709592244,14,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
157,0.0078501002863049,0.0393144571106339,66,449,0.0595490357884205,13,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
158,0.0079001002013683,0.0427810164467432,66,449,0.0537375978150719,13,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
159,0.0079500004649162,0.0427554413940942,66,461,0.0528360049118594,65,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
160,0.0080000003799796,0.0394325211834968,66,461,0.0548206438270105,65,449,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
161,0.0080500002950429,0.0330486530752995,66,461,0.0563694284235625,50,502,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
162,0.0081000002101063,0.0038573213681275,51,502,0.0244448632147596,66,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
163,0.0081500997766852,0.0240317728602069,66,461,0.0258350516441995,66,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
164,0.0082000996917486,0.0228594164600448,66,461,0.0325757383018353,66,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
165,0.0082499999552965,0.018588073112068,66,461,0.0449063179880001,66,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
166,0.0082999998703598,0.0110717647843658,66,461,0.0387363054502744,65,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
167,0.0083330003544688,0.0042947613678134,66,461,0.0201854670616506,65,461,0.0,0,0.0,0.0,False,ROBOT_SOLID_SURF ↔ PIPE_WALL_HELPER_SURF,Pipe_WALL_HELPER R3D4
