time_s,exact_gap_mm,nearest_node,nearest_wall_element,CPRESS_max_MPa,CNORMF_max_N,CSHEARF_max_N
0.0049000000581145,0.0176862500676359,16,428,0.0,0.0,0.0
0.0049501000903546,0.0116644646116811,67,428,0.0,0.0,0.0
0.0049999998882412,0.0023837793282651,67,428,0.0,0.0,0.0
0.0050500999204814,0.0063179269019825,16,428,0.0,0.0,0.0
0.0051000998355448,0.0137113472779677,17,428,0.0,0.0,0.0
0.0051500000990927,0.0178459426775581,68,427,0.0,0.0,0.0
0.0052001001313328,0.0094436869561008,68,427,0.0,0.0,0.0
0.0052501000463962,0.0006336184702638,18,427,0.0,0.0,0.0
0.0052999998442828,0.0105329293217807,18,427,0.0,0.0,0.0
0.005350099876523,0.0187033520633961,18,427,0.0,0.0,0.0
0.0054000997915863,0.0249837375039442,68,427,0.0,0.0,0.0
0.0054500000551342,0.0292992049458566,68,428,0.0,0.0,0.0
0.0055001000873744,0.0316029022822649,68,428,0.0,0.0,0.0
0.0055501000024378,0.0280010744253203,68,428,0.0,0.0,0.0
0.0055999998003244,0.0181406361773959,68,440,0.0,0.0,0.0
0.0056500998325645,0.0057955946103167,68,440,0.0,0.0,0.0
0.0057001002132892,0.0064103793774029,68,440,0.0,0.0,0.0
0.0057500000111758,0.0047251566247241,68,440,0.0,0.0,0.0
0.005800100043416,0.025166016659936,68,440,0.0,0.0,0.0
0.0058499998413026,0.0348639931023062,68,440,0.0,0.0,0.0
0.0059000002220273,0.0386459029617263,68,440,0.0,0.0,0.0
0.0059500997886061,0.0380789722987704,68,440,0.0,0.0,0.0
0.006000000052154,0.0342666133841065,68,440,0.0,0.0,0.0
0.0060501000843942,0.0278021967244308,68,440,0.0,0.0,0.0
0.0061000999994575,0.0166932391677777,68,440,0.0,0.0,0.0
0.0061499997973442,0.0019215363985095,16,440,0.0,0.0,0.0
0.0062000998295843,0.0110162315368317,16,440,0.0,0.0,0.0
0.006250100210309,0.0225843696497087,16,440,0.0,0.0,0.0
0.0063000000081956,0.0304571039079535,17,440,0.0,0.0,0.0
0.0063501000404357,0.0346597763853175,17,440,0.0,0.0,0.0
0.0064000999554991,0.0336241457012857,3,449,0.0,0.0,0.0
0.006450000219047,0.0228617510766249,3,449,0.0,0.0,0.0
0.0065000997856259,0.0042429842451891,3,449,0.0,0.0,0.0
0.0065501001663506,0.0132172689072452,14,437,0.0,0.0,0.0
0.0065999999642372,0.0288995585203581,14,449,0.0,0.0,0.0
0.0066500999964773,0.0405127967359281,14,437,0.0,0.0,0.0
0.0067000999115407,0.0489087413931527,14,437,0.0,0.0,0.0
0.0067500001750886,0.0508359771065403,4,490,0.0,0.0,0.0
0.0068001002073287,0.0420507548637175,4,490,0.0,0.0,0.0
0.0068501001223921,0.0101683333945438,33,490,0.0,0.0,0.0
0.0069001000374555,0.0114955515791433,33,490,0.0,0.0,0.0
0.0069500999525189,0.0232585167235167,34,491,0.0,0.0,0.0
0.0070000998675823,0.0217249434939565,34,491,0.0,0.0,0.0
0.0070500997826457,0.0230355594504229,33,491,0.0,0.0,0.0
0.0071001001633703,0.0208921797430591,33,491,0.0,0.0,0.0
0.0071499999612569,0.0153059300125003,4,491,0.0,0.0,0.0
0.0072000999934971,0.0062765894322962,34,491,0.0,0.0,0.0
0.0072500999085605,0.0031154276491245,13,449,0.0,0.0,0.0
0.0073000001721084,0.0099080121798514,34,493,0.0,0.0,0.0
0.0073501002043485,0.001796145077137,65,449,0.0,0.0,0.0
0.0074001001194119,0.0044359607984506,34,493,0.0,0.0,0.0
0.0074499999172985,0.0106634187616569,34,493,0.0,0.0,0.0
0.0075000999495387,0.0141894647007455,34,493,0.0,0.0,0.0
0.007550099864602,0.0148406237338659,35,505,0.0,0.0,0.0
0.0076000001281499,0.0125290562472495,35,505,0.0,0.0,0.0
0.0076501001603901,0.0071647763011016,35,505,0.0,0.0,0.0
0.0077001000754535,-0.0011517989251543,34,505,65.21446990966797,0.8681079745292664,0.0332334712147712
0.0077499998733401,0.0066064250494044,34,505,0.0,0.0,0.0
0.0078000999055802,0.0112623091530307,34,505,0.0,0.0,0.0
0.0078501002863049,0.0127359077216774,34,505,0.0,0.0,0.0
0.0079001002013683,0.0021690563424676,13,461,0.0,0.0,0.0
0.0079500004649162,0.0099822191455248,13,461,0.0,0.0,0.0
0.0080000003799796,0.005251610836208,13,461,0.0,0.0,0.0
0.0080500002950429,7.170718076458804e-05,33,505,0.0,0.0,0.0
0.0081000002101063,0.0064366417154206,33,505,0.0,0.0,0.0
0.0081500997766852,0.0095258761931392,33,505,0.0,0.0,0.0
0.0082000996917486,0.0093083155204812,33,505,0.0,0.0,0.0
0.0082499999552965,0.005825102543065,33,505,0.0,0.0,0.0
0.0082999998703598,-0.0008735392746407,33,505,0.0,0.0,0.0
0.0083330003544688,0.0030327378265978,33,505,0.0,0.0,0.0
