time_s,Wmag_J,Whydro_J,Wnonmag_resolved_J,Krot_J,Fhydro_power_W,Thydro_power_W
0.0073000001721084,4.837910688866587e-06,-6.565557515526557e-09,-4.475689741753834e-06,3.6222095873718887e-07,-0.004203831017394485,-0.0002889339614182136
0.0073501002043485,4.744437050455948e-06,-6.587646894376974e-09,-4.157881534375371e-06,5.865555277050125e-07,-0.0017256858059723841,-0.0005928770020780026
0.0074001001194119,4.56993203399079e-06,-6.618275317379025e-09,-3.7939961863987526e-06,7.759358592164733e-07,-0.0016582188673863016,-0.0006322619991868636
0.0074499999172985,4.378578278084403e-06,-6.645636753385505e-09,-3.798426741536614e-06,5.801515481722244e-07,-0.0016208208572354773,-0.00046439318441370925
0.0075000999495387,4.218110760529855e-06,-6.665174040952499e-09,-3.82401891637647e-06,3.9409185577782025e-07,-0.0015898373691875373,-0.000315537953088339
0.007550099864602,4.096950141473243e-06,-6.67814007415696e-09,-3.8436806702700186e-06,2.532694828276596e-07,-0.0015654906610378652,-0.0002031042561252578
0.0076000001281499,4.016240626450015e-06,-6.686406215683737e-09,-3.856958578615176e-06,1.5928205945927396e-07,-0.0015477402312818233,-0.00012820227169868002
0.0076501001603901,3.976320783649808e-06,-6.691906566210372e-09,-3.863425505388487e-06,1.1289528988575634e-07,-0.0015364997072966912,-9.137245832402518e-05
0.0077001000754535,3.95807962930905e-06,-6.6948312222946836e-09,-3.923799778087804e-06,3.4279862845682197e-08,-0.0017104768033821584,-2.5613983777033703e-05
0.0077499998733401,3.942008591027151e-06,-6.69564984842359e-09,-3.93452151605723e-06,7.487086594356877e-09,-0.0018952556746629908,-7.196815608044786e-06
0.0078000999055802,3.948107147486098e-06,-6.696162180638493e-09,-3.933223445957288e-06,1.4883713153245403e-08,-0.0018957553566367284,-1.3255555059017514e-05
0.0078501002863049,3.987517022945382e-06,-6.697610017502102e-09,-3.945850439534213e-06,4.1666595035604135e-08,-0.0019034262607958343,-4.465747850691883e-05
0.0079001002013683,4.00361273016377e-06,-6.700265429440234e-09,-3.970843447177415e-06,3.27692946107906e-08,-0.0008609406420153292,-6.155917945198437e-05
0.0079500004649162,3.957244179392759e-06,-6.70487573229611e-09,-3.803167271088072e-06,1.5407691992912262e-07,-0.0008612371319337233,-0.00012322152221509193
0.0080000003799796,3.902054513861041e-06,-6.709748822605732e-09,-3.815051302660315e-06,8.70032228251614e-08,-0.0008637032468185923,-7.170242129334347e-05
0.0080500002950429,3.867309017383334e-06,-6.712134350303371e-09,-3.8377937474317736e-06,2.9515281575995947e-08,-0.0011655290807597472,-2.371884870754777e-05
0.0081000002101063,3.840068498796008e-06,-6.712876514524371e-09,-3.832860346112376e-06,7.208164308067586e-09,-0.0011621053184703053,-5.96777056206229e-06
0.0081500997766852,3.839805072525158e-06,-6.713172936933045e-09,-3.8327737148745676e-06,7.031369275025523e-09,-0.0011621158088916566,-5.865561696703765e-06
0.0082000996917486,3.882913320832632e-06,-6.714473649190318e-09,-3.825551396819326e-06,5.7361935637741234e-08,-0.001165578162609749,-4.616301697681146e-05
0.0082499999552965,3.96905881679455e-06,-6.718783796601358e-09,-3.8110501204829356e-06,1.5800870793605012e-07,-0.0011725702233540537,-0.00012658746987796333
0.0082999998703598,4.080461292985991e-06,-6.7266865184487976e-09,-3.890459551494901e-06,1.900017531155259e-07,-0.001183294940199876,-0.0001895219410054245
0.0083330003544688,4.14933388751162e-06,-6.732380125390617e-09,-3.972098484372586e-06,1.7723541476346963e-07,-0.001763221993902852,-0.00015554008432811835
