time_s,exact_gap_mm,nearest_wall_element,nearest_node,CPRESS_max_MPa,contact_flag
0.0064000128768384,0.0002419106800411,467,51,0.1889885663986206,True
0.0064500705339014,-0.000804058488868,425,63,2.258409023284912,True
0.0065000266768038,0.0007738577183023,425,63,0.1373481750488281,True
0.0065501043573021,-0.0001627589765781,425,63,1.885157942771912,True
0.0066000875085592,0.0027414601956348,467,51,0.0090663647279143,True
0.0066500538960099,0.0036045647789788,467,51,0.2281299978494644,True
0.0067001045681536,-0.0002872795910124,467,51,0.115474097430706,True
0.0067500388249754,0.0001971060041697,467,51,0.0379544980823993,True
0.0068000922910869,-0.0010392823980604,467,4,3.673233985900879,True
0.00685002701357,0.0005109588278513,437,63,0.010861188173294,True
0.0069000264629721,-0.0005754198386896,428,65,2.3874399662017822,True
0.0069500086829066,0.0014292313749136,478,51,0.0315282568335533,True
0.0070000174455344,-0.0013679869812958,478,51,2.5920324325561523,True
0.0070500564761459,0.0012389517782632,478,51,0.0119744846597313,True
0.0071000130847096,0.0006797316586435,437,65,0.0401744358241558,True
0.0071500833146274,-0.0003183048812343,428,15,0.0063031301833689,True
0.0072000287473201,-0.0003410581793427,428,15,0.0119091849774122,True
0.0072500668466091,-0.0006690267487488,428,15,0.6418960094451904,True
0.0073000458069145,-2.6631981944892635e-05,478,52,0.0118349967524409,True
0.0073500303551554,-0.0009397472332007,478,52,1.334947943687439,True
0.0074000693857669,-0.0007175778251814,478,52,0.0085058799013495,True
0.0074501005001366,-0.0003841649547103,478,52,0.1107632741332054,True
0.0075000310316681,-0.0008293526874977,478,52,0.5269826054573059,True
0.0075500789098441,-0.0008592696105253,478,52,0.4997545778751373,True
0.0076000089757144,-0.0008435891755403,440,14,0.9648192524909972,True
0.0076500424183905,-0.0008297465665115,440,14,0.724380612373352,True
0.0077000549063086,-0.000850673713676,440,14,0.4045032560825348,True
0.0077500874176621,-0.0008473541159468,440,14,0.0839630961418151,True
0.0078000430949032,-0.0008810913920239,440,14,0.1198767200112342,True
0.0078500118106603,-0.0009411993998204,440,14,0.3810380101203918,True
0.0079000853002071,-0.0009622850600649,478,50,0.4171706140041351,True
0.0079500526189804,-0.0009959824966141,479,4,0.1941060274839401,True
0.0080000245943665,-0.001049721826595,479,4,0.2790315151214599,True
0.0080500990152359,-0.0005686882242441,479,4,0.1667716801166534,True
0.0081000914797186,-0.0004493955162379,479,4,0.6274636387825012,True
0.0081500997766852,-0.0004297170583729,479,4,0.5207106471061707,True
0.008200011216104,-0.0004970852660728,479,4,0.1323560923337936,True
0.0082500269636511,-0.000456370157412,440,14,0.1292440891265869,True
0.0083000427111983,-0.000429983662507,440,14,0.1670738309621811,True
0.0083330003544688,-0.0003454066665697,478,51,0.0311512798070907,True
