time_s,time_ms,Vt_mm_s,Fmag_t_mN,Fmag_n_mN,Fmag_b_mN,Fwall_t_mN,Fwall_n_mN,Fwall_b_mN,Frobot_contact_t_mN,Frobot_contact_n_mN,Frobot_contact_b_mN,wall_contact_nodes,robot_contact_nodes,UR1_rad,UR2_rad,UR3_rad,Jmag_t_mN_s,Jwall_t_mN_s,Jwall_n_mN_s,Fwall_on_robot_t_mN,Fwall_on_robot_n_mN,Fwall_on_robot_b_mN,Jwall_on_robot_t_mN_s,Jwall_on_robot_n_mN_s,contact_state
0.0013000078033655,1.3000078033655882,74.94472758899794,6.627318731409524e-07,-1.5162306166339123e-06,-8.813174306711292e-07,0.0,0.0,0.0,-0.0004528215617663,-0.0001984797840164,-0.0011195401450663,0,25,0.0657080858945846,-0.2691432535648346,-0.0956606343388557,8.20885100928483e-10,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0014000295195728,1.400029519572854,64.95526950098034,6.449811806859517e-07,-1.4756197440281382e-06,-8.577121626656898e-07,0.0,0.0,0.0,0.0003732036247771,0.0007760657455613,-0.0001894294503053,0,42,0.0980345010757446,-0.2961888611316681,-0.072429247200489,8.862849529036887e-10,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0015000409912317,1.5000409912317991,-209.76048403568396,6.256980617785978e-07,-1.4315029536798104e-06,-8.320690070416463e-07,0.0,0.0,0.0,0.0007555990068678,0.0044713333653518,0.013090873125596,0,82,0.1282176822423935,-0.3243833482265472,-0.0477245710790157,9.498262034263654e-10,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0016000783070921,1.6000783070921898,-210.94729000433148,7.610280305047067e-07,-1.7411173950841663e-06,-1.0120341473700963e-06,0.0,0.0,0.0,0.0001195892922567,0.000663039775741,-0.0005284914166705,0,42,0.1538269370794296,-0.3098900318145752,0.0099832247942686,1.0191883814791603e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0017000318039208,1.700031803920865,-209.56212232736635,8.580713349801376e-07,-1.96313785493498e-06,-1.1410847557703191e-06,0.0,0.0,0.0,0.0003959501381177,-0.0004316100976847,-0.000242749177144,0,59,0.1806544512510299,-0.3064624965190887,0.0623713731765747,1.1001057031258104e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0018000439740717,1.800043974071741,-205.29090090233836,9.204971602782044e-07,-2.105958702790424e-06,-1.2241001957981452e-06,0.0,0.0,0.0,0.0002120569498443,0.0003662549415598,0.00094430929991,0,56,0.2083194404840469,-0.3132375478744507,0.1105255931615829,1.1890449506121926e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0019000410102307,1.90004101023078,-195.71898082651563,9.664117065074247e-07,-2.211004443413903e-06,-1.2851586269115689e-06,0.0,0.0,0.0,0.0002149029580551,-0.0005907705785054,-3.293560988793808e-05,0,68,0.2369203120470047,-0.3302686810493469,0.1547774821519851,1.2833875977025794e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0020000613294541,2.000061329454184,-189.58029904720772,9.602541107912784e-07,-2.196916860839023e-06,-1.276970064082861e-06,0.0,0.0,0.0,0.0003233066543813,-5.170564459404385e-05,-0.0004477922882146,0,39,0.2657108008861542,-0.3573257625102997,0.1957436949014663,1.3797404627440975e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0021000050473958,2.1000050473958254,-186.48446709354016,9.208855282059388e-07,-2.106847252019867e-06,-1.2246167051852906e-06,0.0,0.0,0.0,0.0005747497685475,0.0002772343032824,-0.0007581594693272,0,80,0.2942285537719726,-0.394014835357666,0.233985424041748,1.4737445074884875e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0022000733297318,2.200073329731822,-181.1034894654616,8.483141394215822e-07,-1.940814858913243e-06,-1.1281094066571767e-06,0.0,0.0,0.0,0.0005520017113161,-0.0020736285399471,0.0023662132531309,0,67,0.3218468427658081,-0.4402206242084503,0.2697916328907013,1.5622648934129383e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0023000242654234,2.300024265423417,-224.74760853202508,7.931852660634887e-07,-1.8146883748291209e-06,-1.0547976776583184e-06,0.0,0.0,0.0,0.0055888592870587,-0.0020768912594657,-0.0068288383947809,0,83,0.3588168323040008,-0.4750331938266754,0.3074622452259063,1.6442995941706534e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0024000303819775,2.400030381977558,-223.56983183746723,9.015627324323364e-07,-2.062639654259099e-06,-1.1989207885478625e-06,0.0,0.0,0.0,-0.0002913772107613,-0.0006402571870517,-0.0004108653140944,0,27,0.427803486585617,-0.4458644986152649,0.3523654043674469,1.729042177104389e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0025000926107168,2.50009261071682,-223.87004528723477,9.588273384733058e-07,-2.1936523661629637e-06,-1.275072710541245e-06,0.0,0.0,0.0,-0.0001681085119363,-0.0004450724094307,-0.0009543237444644,0,39,0.4975024759769439,-0.4281907677650451,0.3936579823493957,1.8221195655139947e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0026000654324889,2.6000654324889183,-223.3514485124508,9.80853729017054e-07,-2.244045577186251e-06,-1.3043639210248634e-06,0.0,0.0,0.0,-0.0005000318852761,-0.0007810412274822,-0.0007364764237161,0,59,0.5673945546150208,-0.4222229421138763,0.432675838470459,1.9190772603414587e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0027000736445188,2.700073644518852,-222.89402732496612,9.690432228197289e-07,-2.2170248946184484e-06,-1.288657976741967e-06,0.0,0.0,0.0,-0.0016224821180659,0.0005863533232504,0.0037092136781136,0,42,0.6367557048797607,-0.4277481138706207,0.4706094563007355,2.016580114239366e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0028000748716294,2.8000748716294765,-223.88879915502363,9.413482402523512e-07,-2.15366293263674e-06,-1.251828510072759e-06,0.0,0.0,0.0,-0.0005010624768614,0.0003293996125191,-0.002330164475288,0,45,0.7049075961112976,-0.4444750249385834,0.5083411931991577,2.1121008595238003e-09,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
0.0029000432696193,2.9000432696193457,-194.4175057770861,8.678860625877399e-07,-1.985592384210994e-06,-1.154136623271237e-06,-0.0229853492469261,-0.0592112841614229,-0.1809374509120158,0.0231607278656148,0.0459760579912577,0.1308543775499713,4,114,0.7711933255195618,-0.4702284932136535,0.5467849969863892,2.202533986945421e-09,-1.1489042707264273e-06,-2.959628610270182e-06,0.0229853492469261,0.0592112841614229,0.1809374509120158,1.1489042707264273e-06,2.959628610270182e-06,active
0.003000000026077,3.000000026077032,-189.5358321732729,8.569658997793866e-07,-1.9606088222772978e-06,-1.1396147360088165e-06,0.0,0.0,0.0,-0.0003141384518595,-1.1604358383268363e-05,-0.0002811272992983,0,31,0.8500792384147644,-0.4703202843666076,0.58352130651474,2.2887392907093682e-09,-2.29767474911136e-06,-5.918912565505292e-06,-0.0,-0.0,-0.0,2.29767474911136e-06,5.918912565505292e-06,none
