window_s,mass_kg,delta_vt_mm_s,m_delta_vt_mN_s,Jmag_t_mN_s,Jcontact_t_mN_s,resolved_sum_mN_s,residual_mN_s,relative_residual
0.003000000026077,1e-05,-251.07664232540048,-2.510766423254005e-06,2.2887392907093682e-09,2.29767474911136e-06,2.2999634884020693e-06,-4.810729911656075e-06,-1.916040403878458
