phase_center_deg,ft_target_uN,fn_target_uN,m_x_Am2,m_y_Am2,m_z_Am2,t_hat_x,t_hat_y,t_hat_z,n_away_x,n_away_y,n_away_z,Axx_T_per_m,Ayy_T_per_m,Azz_T_per_m,Axy_T_per_m,Axz_T_per_m,Ayz_T_per_m,eig1_T_per_m,eig2_T_per_m,eig3_T_per_m,fro_norm_T_per_m,trace_T_per_m,reconstruction_error_pct,max_Baux_0p45mm_T
259.0484370588633,400.0,3000.0,0.0011271580256332315,-0.00012866037863976373,0.0002778224112969793,-0.9737765086192695,0.07393864476154087,-0.2151566593719386,-0.11545321648092499,0.12425038907697686,0.9855112356632107,-1.167274551721523,0.2415876333246822,0.9256869183968406,0.44211445687204876,2.291806613623231,-0.23368696749458212,-2.723947602606163,0.32446244860715384,2.3994851539990103,3.644543239771161,-2.220446049250313e-16,1.1592681782738564e-12,0.0016400444578970224
