rho,time_s,B_norm_T,cone_angle_deg,transverse_phase_deg
0.4,0.019566666666666666,0.008919123959991787,13.838001715134165,112.30769626241204
0.4,0.0196,0.008921531798799226,13.900639460971098,113.09508291519728
0.4,0.019633333333333332,0.008924026634608357,13.965214398632426,113.87500855643859
0.4,0.019666666666666666,0.00892660800068211,14.031684681445176,114.64735454493956
0.4,0.0197,0.008929275414528402,14.1000079933304,115.4120143637047
0.4,0.019733333333333332,0.008932028378033842,14.1701416224669,116.16889335210689
0.4,0.019766666666666665,0.008934866377601327,14.242042532541518,116.9179084091835
0.4,0.0198,0.008937788884291503,14.315667431433292,117.65898767147509
0.4,0.019833333333333335,0.008940795353967966,14.39097283720184,118.39207016874894
0.4,0.019866666666666668,0.008943885227446135,14.467915141277881,119.11710546086756
0.4,0.0199,0.00894705793064577,14.546450668778528,119.83405325894361
0.4,0.019933333333333334,0.00895031287474693,14.626535735888314,120.54288303378839
0.4,0.019966666666666667,0.008953649456349431,14.708126704274369,121.24357361451514
0.4,0.02,0.008957067057635623,14.791180032518092,121.93611277998856
0.4,0.020033333333333334,0.008960565046536402,14.875652324566378,122.62049684564438
0.4,0.020066666666666667,0.008964142776900434,14.96150037522257,123.29673024802344
0.4,0.0201,0.008967799588666435,15.048681212709008,123.96482512917694
0.4,0.020133333333333333,0.008971534808038454,15.137152138350212,124.62480092292034
0.4,0.020166666666666666,0.008975347747664043,15.226870763432744,125.27668394472663
0.4,0.0202,0.00897923770681526,15.317795043312476,125.92050698687014
0.4,0.020233333333333332,0.008983203971572375,15.409883308844993,126.55630892025547
0.4,0.020266666666666665,0.0089872458150102,15.503094295223354,127.18413430419406
0.4,0.0203,0.00899136249738696,15.597387168314688,127.80403300523236
0.4,0.02033333333333333,0.008995553266335603,15.692721548589184,128.41605982597227
0.4,0.02036666666666667,0.008999817357057452,15.789057532740781,129.02027414468506
0.4,0.0204,0.009004153992518105,15.886355713100413,129.61673956637674
0.4,0.020433333333333335,0.009008562383645507,15.984577194945276,130.20552358583907
0.4,0.020466666666666668,0.009013041729530073,16.083683611806688,130.7866972630954
0.4,0.0205,0.009017591217626774,16.183637138880805,131.36033491154777
0.4,0.020533333333333334,0.00902221002395912,16.284400504645635,131.92651379902648
0.4,0.020566666666666667,0.009026897313324915,16.38593700078567,132.4853138618573
0.4,0.0206,0.00903165223950368,16.488210490524292,133.03681743197495
0.4,0.020633333333333333,0.009036473945465704,16.591185415462732,133.58110897704364
0.4,0.020666666666666667,0.009041361563582569,16.69482680102019,134.1182748534764
0.4,0.0207,0.009046314215839103,16.799100260568785,134.64840307219256
0.4,0.020733333333333333,0.009051331014046633,16.903971998352436,135.1715830768982
0.4,0.020766666666666666,0.009056411060057478,17.009408811276387,135.68790553463646
0.4,0.0208,0.009061553445980565,17.11537808965028,136.19746213831556
0.4,0.020833333333333332,0.009066757254398098,17.22184781696473,136.70034542089425
0.4,0.020866666666666665,0.009072021558583169,17.328786568776646,137.19664858087606
0.4,0.0209,0.00907734542271826,17.436163510776915,137.68646531875004
0.4,0.020933333333333335,0.009082727902114503,17.543948396107805,138.16988968399258
0.4,0.020966666666666668,0.009088168043431634,17.652111561996115,138.64701593224035
0.4,0.021,0.009093664884898559,17.76062392576386,139.1179383922335
0.4,0.021033333333333334,0.009099217456534452,17.86945698027428,139.58275134212332
0.4,0.021066666666666668,0.009104824780370275,17.978582788867694,140.04154889473955
0.4,0.0211,0.009110485870670655,18.087973979839628,140.49442489141146
0.4,0.021133333333333334,0.009116199734156057,18.19760374050823,140.94147280394031
0.4,0.021166666666666667,0.009121965370225122,18.307445810917056,141.38278564432787
