rho,time_s,B_norm_T,cone_angle_deg,transverse_phase_deg,tau_x_Nmm,tau_y_Nmm,tau_z_Nmm,tau_norm_Nmm,safe_torque_Nmm,danger_torque_Nmm,F_t_N
1.0,0.001000058487989,0.009999999999999998,30.000000000000004,-101.19936832971881,-0.0029435220427590615,-0.011123018361541694,0.0014823616925479198,0.011601002356474878,0.00418423259440695,0.0039273613466127314,4.880209894544344e-06
1.0,0.0011000139638781,0.01,30.000000000000004,-100.11984919011654,-0.0033655209583967082,-0.010948869432926445,0.0014038584515881094,0.011540159952651171,0.004132303421906105,0.0034754517540179926,3.960807927647424e-06
1.0,0.0012000863207504,0.01,29.999999999999993,-99.03906773589569,-0.003691829867208212,-0.01077774010377502,0.0013401571612206425,0.011471064062662276,0.0040761603214262325,0.003105746843821081,3.1833810893944414e-06
1.0,0.0013000426115468,0.01,29.999999999999993,-97.9595397952946,-0.0035865553974151546,-0.01079232579238881,0.001420286513194907,0.01146101607220546,0.00402263192669076,0.003220536247592304,3.2721572729419877e-06
1.0,0.0014000559458509,0.009999999999999998,30.000000000000004,-96.87939578481028,-0.0035613675176380923,-0.010759751753152434,0.001468836894176399,0.011428607885777181,0.003966338493880882,0.0032372870641332006,3.1670735498849184e-06
1.0,0.0015000704443082,0.01,29.99999999999998,-95.79923920147147,-0.0035299012503274326,-0.010720805194633804,0.001516176591135066,0.011388356260402828,0.003908289719006919,0.0032553374875439493,3.0521639830322233e-06
1.0,0.0016000049654394,0.01,30.000000000000004,-94.71994637325449,-0.0030477399249404357,-0.010871467383847828,0.0017351265735771502,0.011423142560367382,0.0038324047073174782,0.003783715993678431,3.839031532144936e-06
1.0,0.0017000631196424,0.01,29.99999999999998,-93.63931830786211,-0.0026492799972071468,-0.010952546907430609,0.001921176026676122,0.011431005449589495,0.003743196015012298,0.004199089199387593,4.405601931545931e-06
1.0,0.0018000535201281,0.009999999999999998,29.999999999999993,-92.55942198261651,-0.002333643703363612,-0.010979767044367756,0.0020751261667413595,0.011415223427105032,0.00364805359098291,0.004510611880264675,4.769768729510828e-06
1.0,0.0019000484608113,0.009999999999999998,29.99999999999998,-91.47947662323797,-0.002105242762515315,-0.010960525537131007,0.0021945230363664436,0.011374581244879613,0.003552532278283335,0.004717876681283898,5.0272109054946325e-06
1.0,0.002000059466809,0.01,30.000000000000004,-90.39935775846283,-0.0019628538111202635,-0.010898683594282567,0.002277716138076967,0.01130584317854133,0.003460103916494702,0.0048233606201728806,4.997314468725391e-06
1.0,0.0021000010892748,0.009999999999999998,29.999999999999993,-89.31998823583218,-0.0019051106207188554,-0.010793495632428582,0.0023218735247551073,0.011203574925415074,0.0033729154346198702,0.004826888988826238,4.7729098873507306e-06
1.0,0.0022000833414494,0.01,29.99999999999998,-88.23909991234648,-0.0019272529676351694,-0.010641884481316472,0.0023247729052935442,0.011062033193591942,0.0032916486457636447,0.00472995802636787,4.363306014151189e-06
1.0,0.0023000345099717,0.009999999999999998,29.99999999999998,-87.15962729230566,-0.0019495889121518648,-0.01051333505493468,0.0023305017584829366,0.010943598555776613,0.003219694974711505,0.004645789494947158,4.032047009265365e-06
1.0,0.002400042489171,0.01,30.000000000000004,-86.07954111695321,-0.001742935193075763,-0.010631742863322597,0.002486023991646597,0.01105676691832271,0.0031617815601713635,0.004918718878047332,4.640568097097148e-06
1.0,0.0025000090245157,0.009999999999999998,29.999999999999964,-84.99990253523046,-0.0016142979157679539,-0.010696265183125109,0.002601229134217288,0.011125755688369576,0.0031053168541564278,0.0050890532236429415,4.965662313823821e-06
1.0,0.0026000451762229,0.009999999999999998,29.99999999999998,-83.9195120967927,-0.0015621531423144239,-0.010718914852247421,0.002677181986122455,0.011158080544457086,0.0030556216270458017,0.0051645937750444335,5.091916914947994e-06
1.0,0.0027000687550753,0.009999999999999998,30.000000000000004,-82.83925744518677,-0.0015870476471854054,-0.010707051927819858,0.0027129114879898934,0.011158833718679349,0.003017240485659076,0.005148441447402143,5.027178908278196e-06
1.0,0.0028000453021377,0.009999999999999997,29.99999999999998,-81.75951073691286,-0.001687068719252582,-0.010663409959412671,0.002707072689300283,0.011130263041417187,0.0029928584709636675,0.005043127902538528,4.8652778362479065e-06
1.0,0.002900016028434,0.01,29.999999999999993,-80.67982689291284,-0.0018616239665500774,-0.010585888613625308,0.0026563500107146506,0.011071715174819995,0.002984290416889479,0.004847009115505899,4.424747840983889e-06
1.0,0.003000000026077,0.009999999999999998,29.999999999999993,-79.59999971836838,-0.0021087681342759138,-0.010536058271544173,0.002578982176656449,0.01105018443343927,0.0030073301651580993,0.004600429207041393,3.961011944409815e-06
0.9,0.0,0.009793700422934922,27.838447839993602,-114.17617152786246,-0.0014509797103388065,-0.011319381101743832,0.0006447556415084908,0.011430198619603569,0.005109670980909536,0.004969391954299214,7.37731580285307e-06
0.9,0.000100101402495,0.00979058422790175,27.803895923970845,-113.01152363457923,-0.0014688873356741225,-0.011311574052339932,0.0007202072481676701,0.011429262269577469,0.005039797076975392,0.004973275511076865,7.375853618540788e-06
0.9,0.0002000974782276,0.009787598831385495,27.770736512091496,-111.8447636636729,-0.0014889078155728495,-0.011302676289700837,0.0007938846488750664,0.011427930286309892,0.004970735969862799,0.004974354691968055,7.369002689407721e-06
0.9,0.0003000949509441,0.009784745210679973,27.738987714733913,-110.67477643210574,-0.0015168817662918545,-0.011291907759153352,0.000864457642422628,0.011426084112664289,0.0049028070114203025,0.004967170525497322,7.344262292736935e-06
0.9,0.0004000964399892,0.009782027474053902,27.708702354503938,-109.50166269615373,-0.0015612713020990853,-0.011278253404120833,0.0009297313707228548,0.011423702042158992,0.004836761109156545,0.004943790164295352,7.283543885568643e-06
0.9,0.0005000106757506,0.00977945190292518,27.6799575147964,-108.32663505731692,-0.0016311849264574946,-0.011260552564873735,0.000987014633086588,0.011420814603893787,0.004773653702070074,0.004895537231353997,7.166757207561939e-06
0.9,0.0006000370485708,0.009777017184093512,27.652745422585895,-107.14749219024459,-0.001738610470100105,-0.011236659541224818,0.0010327374636525137,0.011417172622018636,0.004714583322216352,0.004810656085464595,6.967614706309886e-06
0.9,0.0007000611512921,0.009774729908052423,27.627146396786543,-105.9657290920308,-0.0018945433662805524,-0.01120313066384294,0.001062737013225343,0.011411785188879727,0.004660567210360989,0.004677320086731292,6.660491561846914e-06
0.9,0.0008000059169717,0.00977259500846593,27.60322219899798,-104.78241620309463,-0.002107658813817059,-0.011154301665020176,0.0010726946652738116,0.011402251758080047,0.004611792890717308,0.004484336881354904,6.222031881749316e-06
