rho,min_gap_07_20_mm,gap_p05_07_20_mm,negative_fraction_07_20,near20um_fraction_07_20,min_gap_0_3mm,negative_fraction_0_3,head_min_gap_mm,tail_min_gap_mm,side_min_gap_mm,true_axis_proxy_range_deg,safe_axis_excursion_deg,danger_axis_excursion_deg,orbit_area_ratio,B_min_mT,B_max_mT,B_mean_mT,tau_rms_proxy_Nmm,tau_peak_proxy_Nmm,tau_rms_Nmm,tau_peak_Nmm,safe_torque_rms_Nmm,danger_torque_rms_Nmm,tau_rms_fraction_vs_circular,danger_torque_reduction_fraction,geometry_clearance_improve_um,stage_a_pass,rank
0.4,0.08606619436390432,0.2376632846082014,0.0,0.0,0.08606619436390432,0.0,0.08669156002258091,0.08606619436390432,0.29700665131995174,8.675550149051942,13.164150544300146,15.66039292531218,0.4,8.888251808647732,9.052454479114722,8.932355440890717,0.010367533544691998,0.01055884589027662,0.010367533544691998,0.01055884589027662,0.005781578431604406,0.004571092132388564,0.909108739038124,0.0007451780393454843,109.82599652168057,False,1
0.5,0.060860056834575585,0.22161128785553805,0.0,0.0,0.060860056834575585,0.0,0.060860056834575585,0.08058412472146727,0.29545982355784484,7.925211032047985,13.164150544300146,15.66039292531218,0.5,9.013928716452908,9.158667445203212,9.052785219818308,0.010485725077090563,0.010691540963022605,0.010485725077090563,0.010691540963022605,0.005463357569297561,0.004567610245019567,0.9194727233474734,0.001506329344597379,84.61985899235184,False,2
0.6,0.03868739022509563,0.2024168569977002,0.0,0.0,0.03868739022509563,0.0,0.03868739022509563,0.075962157504148,0.29422090964613223,7.355640950693335,13.164150544300146,15.66039292531218,0.6,9.165193795324308,9.286833776766482,9.197830531571553,0.010627026770176027,0.010845966087609592,0.010627026770176027,0.010845966087609592,0.005145327559952229,0.004565747449022504,0.9318631924471029,0.0019135422881311204,62.44719238287187,False,3
0.7,0.01958887066517439,0.18346713912763352,0.0,0.0003544842254519674,0.01958887066517439,0.0,0.01958887066517439,0.07205695869118947,0.29323327189595105,6.910186821954957,13.164150544300146,15.66039292531218,0.7,9.34080400263276,9.436058964040077,9.366345293808969,0.010790530781451382,0.011021207881324647,0.010790530781451382,0.011021207881324647,0.00482752612301604,0.0045655057262397585,0.9462005394040671,0.0019663836330965356,43.34867282295063,False,4
1.0,-0.02375980215777624,0.13740959494653857,0.0003544842254519674,0.0021269053527118043,-0.02375980215777624,0.00015360983102918587,-0.02375980215777624,0.020800615323072792,0.2913556537624641,6.909947662520267,13.164150544300146,15.66039292531218,1.0,9.999999999999996,10.0,10.000000000000002,0.011404063231931192,0.011673285571971526,0.011404063231931192,0.011673285571971526,0.0038760553112628686,0.004574500950037497,1.0,0.0,0.0,False,5
0.9,-0.01126178673263654,0.15369426515308587,0.0003544842254519674,0.0007089684509039348,-0.01126178673263654,0.00015360983102918587,-0.01126178673263654,0.04230512586362263,0.2918349199099736,6.9050492219235124,13.164150544300146,15.66039292531218,0.9,9.759622470294362,9.793700422934922,9.768747321413583,0.011180117828420832,0.011430198619603569,0.011180117828420832,0.011430198619603569,0.004192816834394848,0.00456988480414411,0.9803626655731514,0.0010091037129085212,12.4980154251397,False,6
0.8,0.0030749861567318498,0.1678088120767104,0.0,0.0003544842254519674,0.0030749861567318498,0.0,0.0030749861567318498,0.06034986873555806,0.2924505423992365,6.868077220139099,13.164150544300146,15.66039292531218,0.8,9.539414931458916,9.605361570418685,9.557085603104879,0.010975244876838128,0.011216290676216262,0.010975244876838128,0.011216290676216262,0.004510001578447163,0.004566885334078936,0.962397757152698,0.0016647971093980418,26.834788314508092,False,7
