local_B_winding_difference,winding_difference,mean_phase_lag_difference_deg,phase_valid_fraction_difference,tilt_min_difference_deg,tilt_mean_difference_deg,tilt_max_difference_deg,orbit_centroid_distance,orbit_area_difference,radial_RMS_difference,tilt_envelope_difference_deg,contact_event_count_difference,true_separation_count_difference,contact_sector_sequence_similarity,both_end_support_fraction_difference,longest_contact_difference_us,longest_bridge_difference_ms,delta_s_difference_mm,ALLKE_range_difference,ETOTAL_range_difference
1.5859903423898203e-07,0.03844795471969664,0.02572450263949702,0.0,1.5551558525474753,0.13155175868913815,1.3179840340728575,0.009507767103865,0.006917466947761408,0.0017752577616130805,1.5551558525474753,42,40,0.2631578947368421,0.07807807807807808,284.5488488674164,0.19999593496322632,1.1845290572254825,1.63215499924263e-05,8.800250661522568e-08
