time_s,new_s_mm,old_s_mm,new_tx,new_ty,new_tz,old_tx,old_ty,old_tz,new_Bx,new_By,new_Bz,old_Bx,old_By,old_Bz,new_B_step_deg,old_B_step_deg,new_t_step_deg,old_t_step_deg
0.0,13.821574006285505,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007356104976914366,0.00650995138790213,-0.0018730329670795611,0.007356104976914365,0.006509951387902131,-0.0018730329670795611,0.0,0.0,0.0,0.0
9.999979738495313e-06,13.82157400628587,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.0073552918302269435,0.006513378582656389,-0.0018642911605191563,0.007355291830226943,0.0065133785826563895,-0.0018642911605191563,0.053999884591722544,0.053999884591722544,0.0,0.0
1.9999959476990625e-05,13.821574006291321,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.0073544824889703085,0.006516789738542588,-0.0018555427300537034,0.007354482488970308,0.006516789738542589,-0.0018555427300537034,0.05399988458497318,0.05399988458497318,0.0,0.0
2.9999939215485938e-05,13.821574006314847,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007353676956020086,0.006520184843440744,-0.0018467877067667527,0.007353676956020086,0.006520184843440745,-0.0018467877067667527,0.05399988457822382,0.05399988460522127,0.0,0.0
3.999991895398125e-05,13.821574006377913,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007352875234238367,0.0065235638852879085,-0.0018380261217652624,0.007352875234238367,0.0065235638852879085,-0.0018380261217652624,0.05399988459847191,0.05399988459847191,0.0,0.0
4.999990051146597e-05,13.821574006510316,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007352077326328911,0.006526926852688459,-0.0018292580045840149,0.007352077326328911,0.0065269268526884595,-0.0018292580045840149,0.05399989441204348,0.05399989441204348,0.0,0.0
5.9999878430971876e-05,13.821574006750014,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007351283235561095,0.006530273731862859,-0.0018204833911630062,0.007351283235561093,0.00653027373186286,-0.0018204833911630062,0.05399987477139982,0.05399987475790109,0.0,0.0
6.999985635047778e-05,13.821574007142972,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007350492964465382,0.006533604512145879,-0.001811702309490157,0.007350492964465382,0.006533604512145879,-0.001811702309490157,0.05399987477139982,0.05399987475790109,0.0,0.0
7.99998379079625e-05,13.821574007743004,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007349706515564226,0.006536919182906056,-0.0018029147875669575,0.007349706515564225,0.006536919182906057,-0.0018029147875669575,0.05399989441204348,0.05399989440529412,0.0,0.0
8.999981946544722e-05,13.821574008611586,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007348923891940108,0.006540217731151563,-0.0017941208598092227,0.007348923891940108,0.006540217731151564,-0.0017941208598092227,0.05399989439854476,0.05399989441204348,0.0,0.0
9.999980102293193e-05,13.821574009817677,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007348145096373724,0.0065435001451625155,-0.0017853205574621554,0.007348145096373723,0.0065435001451625155,-0.0017853205574621554,0.05399989440529412,0.05399989441204348,0.0,0.0
0.00010999977530445904,13.821574011437534,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007347370132194635,0.006546766410905698,-0.0017765139182036125,0.007347370132194634,0.006546766410905699,-0.0017765139182036125,0.05399985512399966,0.05399985512399966,0.0,0.0
0.00011999975686194375,13.821574013554496,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.0073465990010286,0.0065500165215289854,-0.0017677009605085777,0.007346599001028599,0.0065500165215289854,-0.0017677009605085777,0.05399989441879284,0.05399989441879284,0.0,0.0
0.00012999973841942847,13.821574016258769,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007345831706180737,0.006553250463102187,-0.001758881722095269,0.007345831706180737,0.006553250463102187,-0.001758881722095269,0.05399989441204348,0.05399989441204348,0.0,0.0
0.00013999971270095557,13.821574019647171,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007345068250931368,0.006556468221799625,-0.0017500562407224813,0.007345068250931368,0.006556468221799627,-0.0017500562407224813,0.05399985511050092,0.05399985512399966,0.0,0.0
0.0001499997015343979,13.82157402382289,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007344308636330814,0.006559669793194488,-0.0017412245284765641,0.0073443086363308135,0.006559669793194489,-0.0017412245284765641,0.05399993370005872,0.05399993370005872,0.0,0.0
0.000159999675815925,13.82157402889518,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007343552867288784,0.0065628551565936645,-0.0017323866424406131,0.007343552867288783,0.006562855156593665,-0.0017323866424406131,0.05399985512399966,0.05399985512399966,0.0,0.0
0.00016999966464936733,13.821574034979045,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.0073428009442909805,0.00656602430995005,-0.0017235425882943776,0.00734280094429098,0.006566024309950052,-0.0017235425882943776,0.05399993370680808,0.05399993371355743,0.0,0.0
0.00017999963893089443,13.821574042194893,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.0073420528721974,0.006569177232780066,-0.001714692423200724,0.0073420528721974,0.006569177232780067,-0.001714692423200724,0.05399985513074902,0.05399985513074902,0.0,0.0
0.00018999961321242154,13.8215740506682,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.00734130865256898,0.006572313918504784,-0.0017058361657392965,0.007341308652568978,0.006572313918504785,-0.0017058361657392965,0.05399985512399966,0.05399985511050092,0.0,0.0
0.00019999960204586387,13.821574060529004,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.00734056828697539,0.006575434360508463,-0.0016969738344759112,0.007340568286975388,0.006575434360508464,-0.0016969738344759112,0.05399993370680808,0.05399993368656,0.0,0.0
0.00020999957632739097,13.82157407191154,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007339831780201928,0.006578538538622363,-0.001688105486691572,0.007339831780201926,0.006578538538622363,-0.001688105486691572,0.05399985513074902,0.05399985512399966,0.0,0.0
0.00021999955060891807,13.821574084953706,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007339099133785249,0.006581626446369888,-0.0016792311410038577,0.0073390991337852485,0.006581626446369888,-0.0016792311410038577,0.05399985513074902,0.05399985511725029,0.0,0.0
0.0002299995394423604,13.821574099796536,13.799960625932426,0.972988357676894,0.23085418736774263,-0.0,0.972988357676894,0.23085418736774274,-0.0,0.007338370349270766,0.00658469807723755,-0.001670350816016745,0.007338370349270765,0.00658469807723755,-0.001670350816016745,0.05399993371355743,0.05399993369330937,0.0,0.0
