case,UR1_pp_rad,UR2_pp_rad,UR3_pp_rad,max_abs_axis_angle_deg
G6_L45,0.8471474647521973,0.4959879219532013,0.7033452689647675,29.42167574843427
Local_G6_L3p75,2.1803243160247803,0.688329815864563,1.4151552468538284,32.302971453604385
