time_s,normalized_phase,alpha_B_deg,B_T,B_c_T,B_n_rock_T,B_b_rock_T,T_rock_Nmm,Bx_T,By_T,Bz_T
0.12340000000000001,0.617,-6.7068557653672,0.010000000000000002,0.009931566821124713,-0.0011678957477167338,-4.336808689942018e-19,-0.0012702299874346192,0.00960523305561062,-0.0017756403033241516,0.0021416347635897282
0.1236,0.618,-6.753328081210242,0.010000000000000002,0.009930616280053161,-0.00117595080608978,-8.673617379884035e-19,-0.001278990852191584,0.009603679106775911,-0.0017835928305331113,0.0021419953849032363
0.12380000000000001,0.619,-6.7995337872241945,0.01,0.009929664715205924,-0.0011839588859392301,-4.336808689942018e-19,-0.0012877006220374193,0.009602127809127546,-0.0017914985711165684,0.0021423525402852663
0.124,0.62,-6.845471059286884,0.010000000000000004,0.009928712276939002,-0.0011919196792405068,-1.3010426069826053e-18,-0.0012963589619575892,0.009600579333391509,-0.0017993572280200361,0.0021427062396016804
0.1242,0.621,-6.891138083873485,0.01,0.009927759115732016,-0.001199832880029492,-4.336808689942018e-19,-0.0013049655391785537,0.009599033850254358,-0.0018071685062459363,0.002143056492886693
0.12440000000000001,0.622,-6.936533058128051,0.01,0.00992680538216444,-0.0012076981844116343,-4.336808689942018e-19,-0.0013135200231776873,0.009597491530339317,-0.0018149321128611904,0.0021434033103385638
0.1246,0.623,-6.981654189934725,0.010000000000000004,0.009925851226891746,-0.001215515290570912,-4.336808689942018e-19,-0.0013220220856930169,0.009595952544182279,-0.0018226477570046566,0.00214374670231527
0.12480000000000001,0.624,-7.02649969798849,0.01,0.009924896800621603,-0.0012232838987786513,-8.673617379884035e-19,-0.0013304714007328178,0.009594417062207887,-0.00183031514989443,0.0021440866793301797
0.125,0.625,-7.071067811865472,0.010000000000000002,0.00992394225409006,-0.0012310037114021892,-8.673617379884035e-19,-0.0013388676445850328,0.009592885254705615,-0.0018379340048349842,0.00214442325204771
0.1252,0.626,-7.115356772092854,0.01,0.009922987738037705,-0.0012386744329133945,-4.336808689942018e-19,-0.0013472104958265434,0.009591357291805824,-0.0018455040372241747,0.0021447564312789685
0.1254,0.627,-7.159364830218315,0.01,0.0099220334031859,-0.001246295769897043,-4.336808689942018e-19,-0.001355499635332275,0.009589833343455909,-0.001853024964560095,0.0021450862279774018
0.12560000000000002,0.628,-7.203090248879077,0.01,0.009921079400212933,-0.0012538674310590418,-8.673617379884035e-19,-0.0013637347462841462,0.009588313579396391,-0.0018604965064477864,0.0021454126532344207
0.1258,0.6289999999999999,-7.246531301870464,0.009999999999999998,0.009920125879730284,-0.0012613891272345165,-4.336808689942018e-19,-0.0013719155141798593,0.009586798169137094,-0.001867918384605809,0.0021457357182750308
0.126,0.63,-7.289686274214112,0.010000000000000002,0.009919172992258843,-0.001268860571395758,-4.336808689942018e-19,-0.0013800416268415483,0.009585287281933334,-0.0018752903228726795,0.002146055434453452
0.1262,0.631,-7.332553462225599,0.010000000000000002,0.009918220888205176,-0.0012762814786600092,-8.673617379884035e-19,-0.001388112774424244,0.009583781086762121,-0.0018826120472131434,0.002146371813248729
0.1264,0.632,-7.37513117358174,0.01,0.009917269717837815,-0.0012836515662971281,-4.336808689942018e-19,-0.0013961286494242108,0.009582279752298436,-0.0018898832857243344,0.0021466848662603484
0.12660000000000002,0.633,-7.417417727387395,0.010000000000000002,0.009916319631263593,-0.0012909705537371059,-4.336808689942018e-19,-0.001404088946687124,0.009580783446891531,-0.001897103768641786,0.002146994605203842
0.1268,0.6339999999999999,-7.4594114542418195,0.01,0.00991537077840398,-0.0012982381625774378,-4.336808689942018e-19,-0.0014119933634160863,0.00957929233854125,-0.0019042732283453012,0.002147301041906391
