case_id,classification,theta_rock_min_deg,theta_rock_max_deg,theta_rock_fundamental_amplitude_deg,theta_cross_rms_deg,theta_cross_max_abs_deg,theta_rock_zero_crossings,pca_rocking_linearity,field_alpha_min_deg,field_alpha_max_deg,phase_lag_robot_vs_field_deg,Trock_min_Nmm,Trock_max_Nmm,HEAD_min_gap_um,TAIL_min_gap_um,BODY_min_gap_um,minimum_exact_surface_gap_um,deep_penetration,HEAD_only_support_fraction,TAIL_only_support_fraction,both_end_support_fraction,no_contact_fraction,longest_HEAD_only_ms,longest_TAIL_only_ms,longest_both_end_bridge_ms,longest_no_contact_ms,support_indicator_sign_changes,support_indicator_theta_correlation,COM_radial_max_um,axial_displacement_mm,peak_contact_force_N,field_magnitude_max_abs_error_T,ALLAE_min,ALLCD_min,ALLCW_min,ALLDMD_min,ALLFD_min,ALLIE_min,ALLKE_min,ALLMW_min,ALLPD_min,ALLPW_min,ALLSE_min,ALLVD_min,ALLWK_min,ETOTAL_min,ALLAE_max,ALLCD_max,ALLCW_max,ALLDMD_max,ALLFD_max,ALLIE_max,ALLKE_max,ALLMW_max,ALLPD_max,ALLPW_max,ALLSE_max,ALLVD_max,ALLWK_max,ETOTAL_max
PROD_LOCAL_ROCK10_5HZ_G0_STRAIGHT,LOCAL_ROCKING_MODE_RECOVERED,-10.250390100671137,10.251368626461094,10.011814511269725,3.6143033487338454e-05,8.643866444871651e-05,2,0.9999999999740738,-9.999999438321447,9.99999964306105,-0.001813382287366494,-4.9120920534055514e-05,4.877979067349869e-05,103.31310590357268,64.8768478827052,90.7344870235609,64.8768478827052,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.09940303862095,0,0.4905688954450733,0.3067069825771265,-2.6611942934752354e-06,0.0,1.5160530816848983e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1487884347136448e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.4594106068652763e-07,0.0,0.0,0.0,0.0,0.0,3.4594106068652763e-07,6.82475833184708e-16
