theta_rock_deg,HEAD_gap_um,TAIL_gap_um,BODY_gap_um,overall_gap_um
10.060032173495006,106.74980904730003,68.09753187156376,94.03885157995306,68.09753187156376
10.078593118464845,106.44360734882841,67.7573679429041,93.74605564762784,67.7573679429041
10.09715406343468,106.13746417248859,67.41726616782995,93.45331914154787,67.41726616782995
10.115715008404514,105.83137955040756,67.07722658203107,93.16064209243335,67.07722658203107
10.134275953374349,105.52535351470715,66.73724922119362,92.86802453099885,66.73724922119362
10.152836898344187,105.21938609750315,66.39733412099503,92.57546648795201,66.39733412099503
10.171397843314022,104.91347733090461,66.05748131710709,92.28296799399638,66.05748131710709
10.189958788283857,104.60762724701544,65.71769084519563,91.99052907982596,65.71769084519563
10.208519733253691,104.30183587793096,65.37796274091978,91.69814977613188,65.37796274091978
10.227080678223526,103.99610325574248,65.03829703993036,91.40583011359537,65.03829703993036
10.245641623193364,103.69042941253615,64.69869377787418,91.11357012289545,64.69869377787418
10.2642025681632,103.38481438038782,64.35915299039041,90.82136983470257,64.35915299039041
10.282763513133034,103.07925819137154,64.01967471311076,90.52922927967988,64.01967471311076
10.301324458102869,102.77376087755397,63.680258981661964,90.23714848848685,63.680258981661964
10.319885403072707,102.46832247099213,63.34090583166263,89.94512749177474,63.34090583166263
10.338446348042542,102.16294300374251,63.00161529872661,89.6531663201906,63.00161529872661
10.357007293012376,101.85762250785201,62.66238741845953,89.36126500437148,62.66238741845953
10.375568237982211,101.55236101536103,62.32322222646091,89.06942357495163,62.32322222646091
10.394129182952046,101.24715855830635,61.98411975832485,88.77764206255789,61.98411975832485
10.412690127921884,100.94201516871514,61.64508004963687,88.48592049781124,61.64508004963687
10.431251072891719,100.6369308786117,61.30610313597684,88.19425891132593,61.30610313597684
10.449812017861554,100.33190572001128,60.9671890529192,87.90265733370816,60.9671890529192
10.468372962831388,100.0269397249256,60.62833783603039,87.61111579556169,60.62833783603039
10.486933907801227,99.72203292535787,60.28954952087007,87.31963432748103,60.28954952087007
10.505494852771061,99.41718535330612,59.95082414299191,87.02821296005558,59.95082414299191
10.524055797740896,99.11239704076192,59.61216173794326,86.73685172386736,59.61216173794326
10.542616742710731,98.80766801971208,59.27356234126424,86.44555064949256,59.27356234126424
10.561177687680566,98.50299832213393,58.93502598848877,86.15430976750305,58.93502598848877
10.579738632650404,98.19838798000124,58.59655271514386,85.86312910846006,58.59655271514386
10.598299577620239,97.89383702528187,58.258142556750215,85.57200870292402,58.258142556750215
10.616860522590073,97.58934548993537,57.91979554882087,85.28094858144364,57.91979554882087
10.635421467559908,97.28491340591638,57.58151172686432,84.98994877456467,57.58151172686432
10.653982412529746,96.98054080517294,57.24329112638071,84.69900931282548,57.24329112638071
10.672543357499581,96.67622771964679,56.905133782863885,84.40813022675897,56.905133782863885
10.691104302469416,96.37197418127363,56.5670397318011,84.11731154688984,56.5670397318011
10.70966524743925,96.06778022198326,56.229009008673444,83.82655330373723,56.229009008673444
10.728226192409085,95.76364587369856,55.891041648955195,83.53585552781617,55.891041648955195
10.746787137378924,95.45957116833547,55.55313768811243,83.24521824963193,55.55313768811243
10.765348082348758,95.15555613780691,55.21529716160811,82.9546414996859,55.21529716160811
10.783909027318593,94.85160081401523,54.877520104894664,82.66412530847111,54.877520104894664
10.802469972288428,94.54770522885869,54.53980655341984,82.37366970647642,54.53980655341984
10.821030917258266,94.24386941422947,54.20215654262472,82.08327472418154,54.20215654262472
10.839591862228101,93.9400934020137,53.86457010794321,81.79294039206341,53.86457010794321
10.858152807197936,93.6363772240898,53.52704728480306,81.50266674059058,53.52704728480306
10.87671375216777,93.33272091233147,53.18958810862473,81.21245380022334,53.18958810862473
10.895274697137605,93.02912449860467,52.85219261482299,80.92230160141945,52.85219261482299
10.913835642107443,92.72558801477004,52.514860838803635,80.63221017462807,52.514860838803635
10.932396587077278,92.42211149268198,52.17759281596912,80.34217955029244,52.17759281596912
10.950957532047113,92.11869496418845,51.840388581712695,80.0522097588483,51.840388581712695
10.969518477016948,91.81533846113099,51.5032481714216,79.76230083072788,51.5032481714216
10.988079421986786,91.51204201534368,51.166171620477094,79.47245279635362,51.166171620477094
11.00664036695662,91.20880565865718,50.82915896425244,79.18266568614352,50.82915896425244
11.025201311926455,90.90562942289327,50.49221023811534,78.89293953050903,50.49221023811534
11.04376225689629,90.60251333986768,50.15532547742618,78.60327435985504,50.15532547742618
11.062323201866125,90.29945744139212,49.818504717538346,78.3136702045799,49.818504717538346
11.080884146835963,89.9964617592679,49.48174799379945,78.02412709507544,49.48174799379945
11.099445091805798,89.6935263252947,49.145055341550226,77.73464506172756,49.145055341550226
11.118006036775633,89.39065117126287,48.80842679612329,77.44522413491562,48.80842679612329
11.136566981745467,89.087836328956,48.4718623928464,77.1558643450122,48.4718623928464
11.155127926715306,88.78508183015444,48.135362167038956,76.86656572238348,48.135362167038956
11.17368887168514,88.48238770662876,47.79892615401504,76.57732829738973,47.79892615401504
11.192249816654975,88.17975399014533,47.46255438908198,76.28815210038408,47.46255438908198
11.21081076162481,87.87718071246242,47.126246907538416,75.99903716171363,47.126246907538416
11.229371706594645,87.57466790533475,46.79000374467846,75.70998351172031,46.79000374467846
11.247932651564483,87.27221560050835,46.45382493578831,75.42099118073686,46.45382493578831
11.266493596534318,86.96982382972362,46.11771051614755,75.13206019909168,46.11771051614755
11.285054541504152,86.66749262471384,45.7816605210295,74.84319059710576,45.7816605210295
11.303615486473987,86.3652220172082,45.44567498569974,74.55438240509538,45.44567498569974
11.322176431443825,86.06301203892642,45.1097539454185,74.2656356533673,45.1097539454185
11.34073737641366,85.76086272158412,44.77389743543814,73.97695037222485,44.77389743543814
11.359298321383495,85.45877409689018,44.438105491004244,73.68832659196278,44.438105491004244
11.37785926635333,85.15674619654634,44.102378147356404,73.39976434287088,44.102378147356404
11.396420211323164,84.85477905224803,43.76671543972665,73.11126365523091,43.76671543972665
11.414981156293003,84.552872695686,43.43111740334105,72.82282455932065,43.43111740334105
11.433542101262837,84.25102715854193,43.09558407341796,72.53444708540823,43.09558407341796
11.452103046232672,83.94924247249291,42.76011548516922,72.246131263758,42.76011548516922
11.470663991202507,83.64751866920994,42.42471167380024,71.95787712462631,42.42471167380024
11.489224936172345,83.34585578035625,42.08937267450952,71.66968469826351,42.08937267450952
