case_id,classification,case_status,abaqus_completed_normally,solver_fatal_error_detected,rp_final_time_s,contact_final_time_s,energy_final_time_s,explicit_dt_s,history_time_spacing_median_s,odb_frames,socket_stderr_bytes,live_server_sha256,vendored_server_sha256,server_identity_match,theta_rock_min_deg,theta_rock_max_deg,positive_peak_deg,negative_peak_deg,theta_rock_mean_offset_deg,theta_rock_sample_mean_deg,theta_rock_linear_drift_deg_per_s,theta_rock_fundamental_amplitude_deg,field_fundamental_amplitude_deg,field_to_robot_amplitude_ratio,phase_lag_robot_vs_field_deg,final_theta_rock_deg,theta_rock_zero_crossings,theta_cross_rms_deg,theta_cross_max_abs_deg,pca_rocking_linearity,line_like_rocking_preserved,COM_radial_max_um,axial_displacement_mm,HEAD_min_gap_um,TAIL_min_gap_um,BODY_min_gap_um,minimum_exact_gap_um,deep_penetration,HEAD_only_contact_fraction,TAIL_only_contact_fraction,BODY_only_contact_fraction,both_end_contact_fraction,separated_fraction,longest_HEAD_only_ms,longest_TAIL_only_ms,longest_both_end_bridge_ms,longest_separated_ms,contact_event_count,separation_interval_count,all_contact_events_reopen,alternating_head_tail_events,separated_contact_events,first_contact_peak_time_ms,first_contact_state,first_contact_theta_rock_deg,first_contact_alpha_B_deg,first_contact_T_rock_Nmm,first_contact_normal_impulse_Ns,first_contact_tangential_impulse_Ns,first_contact_closing_velocity_mm_s,first_contact_tangential_velocity_mm_s,first_contact_COM_radial_um,first_contact_magnetic_torque_pushes_deeper,first_contact_reopened_gap_um,peak_normal_force_N,peak_tangential_force_N,peak_resultant_force_N,normal_impulse_Ns,tangential_impulse_Ns,resultant_impulse_Ns,max_closing_normal_velocity_mm_s,max_tangential_velocity_mm_s,Trock_min_Nmm,Trock_max_Nmm,field_magnitude_max_abs_error_T,CFT_vs_CFN_plus_CFS_max_vector_error_N,ROCK10_min_deg,ROCK10_max_deg,ROCK10_amplitude_deg,ROCK10_pca_linearity,ALLAE_min,ALLCD_min,ALLCW_min,ALLDMD_min,ALLFD_min,ALLIE_min,ALLKE_min,ALLMW_min,ALLPD_min,ALLPW_min,ALLSE_min,ALLVD_min,ALLWK_min,ETOTAL_min,ALLAE_max,ALLCD_max,ALLCW_max,ALLDMD_max,ALLFD_max,ALLIE_max,ALLKE_max,ALLMW_max,ALLPD_max,ALLPW_max,ALLSE_max,ALLVD_max,ALLWK_max,ETOTAL_max
PROD_LOCAL_ROCK_TOUCH_5HZ_G0_STRAIGHT,CONTACT_DESTROYS_RECOVERED_ROCKING,SOLVED,True,False,0.20000000298023224,0.20000000298023224,0.20000000298023224,1e-07,1.0058283805847168e-07,401,0,6e3e3258671f23de9503ea18f3c731106d2ce0dc4cb0f1241e20bfbc3aba4516,6e3e3258671f23de9503ea18f3c731106d2ce0dc4cb0f1241e20bfbc3aba4516,True,-14.427105762130209,14.57730272256951,14.57730272256951,-14.427105762130209,0.0012413665563974024,0.0012352826981645584,-0.003153854534600821,14.32929165288552,14.343111236974899,0.9990365002501163,-0.02224268782066474,-0.03485943886538965,1,0.02979228330859645,0.06611114947328697,0.9999915052163705,True,110.5464782819773,-0.003519421928792903,7.569159083693822,-0.0036780164810457094,-0.0033335619603613864,-0.0036780164810457094,False,0.0,4.797994149960872e-05,5.248754043977968e-05,0.0,0.9998995325180606,0.0,0.0014113021862272035,0.0,79.98039515147326,14,15,True,False,True,39.061401039361954,TAIL,13.870798498433919,13.504502727350815,-6.927518421286468e-05,2.0514735565601238e-08,5.835202467599709e-10,4.242600967925091,2.849214457308559,0.3897629904032596,False,12.304105453925018,0.06416140403753266,0.0016695270171490392,0.06417878925105042,4.3636688008624256e-07,1.243140528219832e-08,4.366544027426275e-07,10.894609431893977,5.922373105934495,-7.040918150957049e-05,7.086171970993975e-05,3.118896113596392e-11,3.4586140344597636e-09,-10.250390100671137,10.251368626461094,10.004025453767017,0.9999999999740738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.183808854918425e-09,0.0,0.0,0.0,-1.6795075157276674e-20,0.0,0.0,0.0,0.0,3.4568319762229294e-08,0.0,7.116865958778362e-07,0.0,0.0,0.0,0.0,6.106803880356892e-07,8.952705456977128e-07,1.3993407805114669e-14
