normalized_phase,theta_rock_deg,theta_cross_deg,q_rock,q_cross
0.8925000000000001,-6.2524265633570515,0.0,-0.108908974551295,0.0
0.895,-6.129070536529765,0.0,-0.10676856141999191,0.0
0.8975,-6.004202253258841,0.0,-0.10460140436033766,0.0
0.9,-5.877852522924734,0.0,-0.10240803032826729,0.0
0.9025,-5.750052520432788,0.0,-0.10018897365438063,0.0
0.905,-5.620833778521309,0.0,-0.0979447759274711,0.0
0.9075,-5.4902281799813215,0.0,-0.09567598587421751,0.0
0.91,-5.358267949789964,0.0,-0.09338315923503877,0.0
0.9125,-5.224985647159494,0.0,-0.09106685863611665,0.0
0.915,-5.090414157503712,0.0,-0.08872765345759386,0.0
0.9175,-4.954586684324075,0.0,-0.08636611969796947,0.0
0.92,-4.817536741017153,0.0,-0.08398283983470624,0.0
0.9225,-4.679298142605735,0.0,-0.08157840268108298,0.0
0.925,-4.539904997395469,0.0,-0.07915340323932225,0.0
0.9275,-4.399391698559154,0.0,-0.07670844255003345,0.0
0.93,-4.257792915650722,0.0,-0.07424412753801526,0.0
0.9325,-4.115143586051092,0.0,-0.07176107085446948,0.0
0.935,-3.9714789063478033,0.0,-0.06925989071567885,0.0
0.9375,-3.826834323650904,0.0,-0.0667412107382168,0.0
0.9400000000000001,-3.6812455268467787,0.0,-0.06420565977074813,0.0
0.9425,-3.5347484377925706,0.0,-0.06165387172250267,0.0
0.9450000000000001,-3.387379202452914,0.0,-0.059086485388491636,0.0
0.9475,-3.239174181981496,0.0,-0.05650414427155662,0.0
0.9500000000000001,-3.0901699437494767,0.0,-0.053907496401336574,0.0
0.9525,-2.940403252323043,0.0,-0.051297194150247985,0.0
0.9550000000000001,-2.7899110603922876,0.0,-0.048673894046576585,0.0
0.9575,-2.6387304996537337,0.0,-0.04603825658478536,0.0
0.96,-2.4868988716485534,0.0,-0.04339094603314417,0.0
0.9625,-2.3344536385590517,0.0,-0.04073263023879887,0.0
0.965,-2.181432413965433,0.0,-0.038063980430392844,0.0
0.9675,-2.0278729535651245,0.0,-0.03538567101836226,0.0
0.97,-1.873813145857247,0.0,-0.03269837939303535,0.0
0.9725,-1.7192910027940969,0.0,-0.030002785720657423,0.0
0.975,-1.5643446504023109,0.0,-0.027299572737480387,0.0
0.9775,-1.40901231937583,0.0,-0.02458942554204928,0.0
0.98,-1.2533323356430466,0.0,-0.02187303138582595,0.0
0.9825,-1.097343110910449,0.0,-0.019151079462291484,0.0
0.985,-0.941083133185149,0.0,-0.016424260694672826,0.0
0.9875,-0.7845909572784475,0.0,-0.013693267522437194,0.0
0.99,-0.6279051952931326,0.0,-0.010958793686709543,0.0
0.9925,-0.4710645070964264,0.0,-0.008221534014756336,0.0
0.995,-0.3141075907812836,0.0,-0.005482184203694329,0.0
0.9975,-0.15707317311820831,0.0,-0.002741440603574922,0.0
1.0,-2.4492935982947065e-15,0.0,-4.2748237638262e-17,0.0
