frame,time_s,node,x_mm,y_mm,z_mm
0,0.0,30,-6.646458148956299,-3.7718043327331543,-9.754948616027832
0,0.0,31,-6.446297645568848,-3.7965192794799805,-9.704568862915039
0,0.0,32,-6.246041774749756,-3.8136088848114014,-9.646507263183594
0,0.0,33,-6.082226753234863,-3.9507620334625244,-9.532212257385254
0,0.0,34,-6.120941162109375,-4.084691047668457,-9.468806266784668
0,0.0,35,-6.168916702270508,-4.170592308044434,-9.332298278808594
0,0.0,36,-6.210781574249268,-4.178116321563721,-9.167455673217773
0,0.0,37,-6.235768795013428,-4.104321002960205,-9.023955345153809
0,0.0,38,-6.243112087249756,-3.9796454906463623,-8.930134773254395
0,0.0,39,-6.440427780151367,-3.8094189167022705,-8.882426261901855
0,0.0,40,-6.64058780670166,-3.7847039699554443,-8.932805061340332
0,0.0,41,-6.840748310089111,-3.759989023208618,-8.983184814453125
0,0.0,42,-7.0409088134765625,-3.735274076461792,-9.033563613891602
0,0.0,43,-7.241069316864014,-3.7105586528778076,-9.083943367004395
0,0.0,44,-7.441229820251465,-3.6858437061309814,-9.134323120117188
0,0.0,45,-7.6413893699646,-3.6611287593841553,-9.184701919555664
0,0.0,46,-7.841549873352051,-3.636413812637329,-9.23508071899414
0,0.0,47,-8.041709899902344,-3.611698865890503,-9.285460472106934
0,0.0,48,-8.241870880126953,-3.5869839191436768,-9.335840225219727
0,0.0,49,-8.442030906677246,-3.5622689723968506,-9.386219024658203
0,0.0,50,-6.060150146484375,-3.721353530883789,-9.471474647521973
0,0.0,51,-6.062095642089844,-3.6175575256347656,-9.424498558044434
0,0.0,52,-6.083004951477051,-3.535115957260132,-9.32655143737793
0,0.0,53,-6.121078968048096,-3.505281686782837,-9.185720443725586
0,0.0,54,-6.167539596557617,-3.55450701713562,-9.037812232971191
0,0.0,55,-6.208430767059326,-3.6747140884399414,-8.932343482971191
0,0.0,56,-8.62278938293457,-3.7455790042877197,-10.129657745361328
0,0.0,57,-8.734124183654785,-3.7198450565338135,-10.068018913269043
0,0.0,58,-8.669795036315918,-3.834744930267334,-10.023137092590332
0,0.0,59,-8.862401008605957,-3.649878978729248,-9.966106414794922
0,0.0,60,-8.783374786376953,-3.7717182636260986,-9.953070640563965
0,0.0,61,-8.727115631103516,-3.8568711280822754,-9.866548538208008
0,0.0,62,-8.854767799377441,-3.7438478469848633,-9.827969551086426
0,0.0,63,-8.772619247436523,-3.8099308013916016,-9.711365699768066
0,0.0,64,-8.936328887939453,-3.632749080657959,-9.803506851196289
0,0.0,65,-8.882283210754395,-3.6702771186828613,-9.691329956054688
0,0.0,66,-8.777599334716797,-3.7230143547058105,-9.593549728393555
0,0.0,67,-8.815011024475098,-3.386434316635132,-9.640363693237305
0,0.0,68,-8.680678367614746,-3.2376809120178223,-9.655659675598145
0,0.0,69,-8.893978118896484,-3.4111976623535156,-9.764875411987305
0,0.0,70,-8.794450759887695,-3.3024468421936035,-9.753271102905273
0,0.0,71,-8.670849800109863,-3.1923770904541016,-9.830519676208496
0,0.0,72,-8.820348739624023,-3.338970422744751,-9.906594276428223
0,0.0,73,-8.632976531982422,-3.217271089553833,-9.980705261230469
0,0.0,74,-8.680312156677246,-3.3318259716033936,-10.097342491149902
0,0.0,75,-8.561973571777344,-3.3547656536102295,-10.148004531860352
0,0.0,76,-8.27789306640625,-3.7449254989624023,-10.122313499450684
0,0.0,77,-8.077733039855957,-3.7696404457092285,-10.07193374633789
0,0.0,78,-7.877572059631348,-3.7943553924560547,-10.021554946899414
0,0.0,79,-7.6774115562438965,-3.819070339202881,-9.971175193786621
0,0.0,80,-7.4772515296936035,-3.843785285949707,-9.920796394348145
0,0.0,81,-7.277091026306152,-3.868500232696533,-9.870416641235352
0,0.0,82,-7.076930999755859,-3.8932151794433594,-9.820037841796875
0,0.0,83,-6.876770496368408,-3.9179301261901855,-9.769658088684082
0,0.0,84,-6.676609992980957,-3.9426450729370117,-9.719278335571289
0,0.0,85,-6.476449966430664,-3.967360019683838,-9.668899536132812
0,0.0,86,-6.276345252990723,-3.980954885482788,-9.615129470825195
0,0.0,87,-8.321313858032227,-3.880758762359619,-10.017279624938965
0,0.0,88,-8.121153831481934,-3.9054737091064453,-9.966899871826172
0,0.0,89,-7.920993328094482,-3.9301886558532715,-9.916521072387695
0,0.0,90,-7.7208333015441895,-3.9549036026000977,-9.866141319274902
0,0.0,91,-7.520672798156738,-3.979618549346924,-9.815762519836426
0,0.0,92,-7.320512294769287,-4.00433349609375,-9.765382766723633
0,0.0,93,-7.120351791381836,-4.029048442840576,-9.715003967285156
0,0.0,94,-6.920191764831543,-4.053763389587402,-9.664624214172363
0,0.0,95,-6.720031261444092,-4.0784783363342285,-9.614245414733887
0,0.0,96,-6.519870758056641,-4.103193283081055,-9.563865661621094
0,0.0,97,-6.319735050201416,-4.126075267791748,-9.513551712036133
0,0.0,98,-8.369403839111328,-3.954681396484375,-9.863685607910156
0,0.0,99,-8.169242858886719,-3.979396343231201,-9.813305854797363
0,0.0,100,-7.969082832336426,-4.004111289978027,-9.76292610168457
0,0.0,101,-7.768922328948975,-4.0288262367248535,-9.712547302246094
0,0.0,102,-7.56876277923584,-4.05354118347168,-9.6621675491333
0,0.0,103,-7.368602275848389,-4.078256130218506,-9.611788749694824
0,0.0,104,-7.1684417724609375,-4.102971076965332,-9.561408996582031
0,0.0,105,-6.968281269073486,-4.127686023712158,-9.511030197143555
0,0.0,106,-6.768120765686035,-4.152400970458984,-9.460650444030762
0,0.0,107,-6.567960739135742,-4.1771159172058105,-9.410271644592285
0,0.0,108,-6.367800235748291,-4.201830863952637,-9.359891891479492
0,0.0,109,-8.412637710571289,-3.952052116394043,-9.691950798034668
0,0.0,110,-8.212477684020996,-3.976767063140869,-9.641571998596191
0,0.0,111,-8.012316703796387,-4.001482009887695,-9.591193199157715
0,0.0,112,-7.812156677246094,-4.0261969566345215,-9.540813446044922
0,0.0,113,-7.611996173858643,-4.050912380218506,-9.490433692932129
0,0.0,114,-7.411835670471191,-4.075627326965332,-9.440054893493652
0,0.0,115,-7.21167516708374,-4.100342273712158,-9.389676094055176
0,0.0,116,-7.011514663696289,-4.125057220458984,-9.339296340942383
0,0.0,117,-6.811354637145996,-4.1497721672058105,-9.28891658782959
0,0.0,118,-6.611194610595703,-4.174487113952637,-9.238537788391113
0,0.0,119,-6.411034107208252,-4.199202060699463,-9.18815803527832
0,0.0,120,-8.442452430725098,-3.873391628265381,-9.536092758178711
0,0.0,121,-8.242291450500488,-3.898106575012207,-9.485713005065918
0,0.0,122,-8.042131423950195,-3.922821521759033,-9.435333251953125
0,0.0,123,-7.841970920562744,-3.9475364685058594,-9.384954452514648
0,0.0,124,-7.641810894012451,-3.9722514152526855,-9.334575653076172
0,0.0,125,-7.441650390625,-3.9969663619995117,-9.284195899963379
0,0.0,126,-7.241489887237549,-4.021681308746338,-9.233816146850586
0,0.0,127,-7.041329860687256,-4.046396255493164,-9.18343734741211
0,0.0,128,-6.841169357299805,-4.07111120223999,-9.133057594299316
0,0.0,129,-6.641009330749512,-4.095826148986816,-9.08267879486084
0,0.0,130,-6.4408488273620605,-4.120541572570801,-9.032299041748047
0,0.0,131,-8.452942848205566,-3.7342801094055176,-9.42697811126709
0,0.0,132,-8.252781867980957,-3.7589950561523438,-9.376598358154297
0,0.0,133,-8.052621841430664,-3.78371000289917,-9.326218605041504
0,0.0,134,-7.852461338043213,-3.808424949645996,-9.275839805603027
0,0.0,135,-7.65230131149292,-3.8331398963928223,-9.22546100616455
0,0.0,136,-7.452140808105469,-3.8578548431396484,-9.175081253051758
0,0.0,137,-7.251980781555176,-3.8825697898864746,-9.124701499938965
0,0.0,138,-7.051820278167725,-3.9072844982147217,-9.074322700500488
0,0.0,139,-6.851659774780273,-3.931999444961548,-9.023942947387695
0,0.0,140,-6.651499271392822,-3.956714391708374,-8.973564147949219
0,0.0,141,-6.451339244842529,-3.9814293384552,-8.923184394836426
0,0.0,142,-6.102474689483643,-3.61260724067688,-9.303770065307617
0,0.0,143,-6.157288551330566,-3.646822690963745,-9.121843338012695
0,0.0,144,-6.19960880279541,-3.803805112838745,-9.031423568725586
0,0.0,145,-6.19517183303833,-3.941155195236206,-9.116372108459473
0,0.0,146,-6.183705806732178,-4.055382251739502,-9.218063354492188
0,0.0,147,-6.134230613708496,-4.006831645965576,-9.383162498474121
0,0.0,148,-6.078896522521973,-3.716308116912842,-9.433756828308105
0,0.0,149,-6.104696273803711,-3.8648524284362793,-9.419010162353516
0,0.0,150,-6.14149808883667,-3.784562110900879,-9.248167037963867
0,0.0,151,-6.151944160461426,-3.92940616607666,-9.279725074768066
0,0.0,152,-6.410275459289551,-3.638578176498413,-8.918095588684082
0,0.0,153,-6.366854667663574,-3.5027449131011963,-9.0231294631958
0,0.0,154,-6.318792819976807,-3.430196762084961,-9.178548812866211
0,0.0,155,-6.275574684143066,-3.4414987564086914,-9.355303764343262
0,0.0,156,-6.245608329772949,-3.5213749408721924,-9.50570297241211
0,0.0,157,-6.235036849975586,-3.6523916721343994,-9.60746955871582
0,0.0,158,-6.610435962677002,-3.613863229751587,-8.968475341796875
0,0.0,159,-6.567014217376709,-3.47802996635437,-9.073509216308594
0,0.0,160,-6.518925189971924,-3.4041073322296143,-9.227103233337402
0,0.0,161,-6.475690841674805,-3.406736135482788,-9.398837089538574
0,0.0,162,-6.445876598358154,-3.48539662361145,-9.554696083068848
0,0.0,163,-6.4353861808776855,-3.6245086193084717,-9.663810729980469
0,0.0,164,-6.810595989227295,-3.5891482830047607,-9.018855094909668
0,0.0,165,-6.76717472076416,-3.453315019607544,-9.12388801574707
0,0.0,166,-6.719084739685059,-3.379392385482788,-9.277482986450195
0,0.0,167,-6.675851345062256,-3.382021188735962,-9.44921588897705
0,0.0,168,-6.6460371017456055,-3.460681676864624,-9.60507583618164
0,0.0,169,-6.6355462074279785,-3.5997936725616455,-9.714190483093262
0,0.0,170,-7.010756492614746,-3.5644333362579346,-9.069233894348145
0,0.0,171,-6.967335224151611,-3.4285995960235596,-9.174267768859863
0,0.0,172,-6.91924524307251,-3.3546769618988037,-9.327862739562988
0,0.0,173,-6.876011848449707,-3.3573062419891357,-9.499595642089844
0,0.0,174,-6.846197128295898,-3.435966730117798,-9.655454635620117
0,0.0,175,-6.83570671081543,-3.5750787258148193,-9.764569282531738
0,0.0,176,-7.210916519165039,-3.5397183895111084,-9.119613647460938
0,0.0,177,-7.1674957275390625,-3.4038848876953125,-9.224647521972656
0,0.0,178,-7.119405746459961,-3.3299620151519775,-9.378241539001465
0,0.0,179,-7.076172351837158,-3.3325915336608887,-9.549975395202637
0,0.0,180,-7.04635763168335,-3.4112517833709717,-9.70583438873291
0,0.0,181,-7.035866737365723,-3.550363779067993,-9.814948081970215
0,0.0,182,-7.41107702255249,-3.5150034427642822,-9.169992446899414
0,0.0,183,-7.367656230926514,-3.3791699409484863,-9.275026321411133
0,0.0,184,-7.319566249847412,-3.3052470684051514,-9.428620338439941
0,0.0,185,-7.276332855224609,-3.3078765869140625,-9.600354194641113
0,0.0,186,-7.246517658233643,-3.3865368366241455,-9.756213188171387
0,0.0,187,-7.236027240753174,-3.525648832321167,-9.865327835083008
0,0.0,188,-7.611237525939941,-3.490288496017456,-9.220372200012207
0,0.0,189,-7.567816257476807,-3.35445499420166,-9.325406074523926
0,0.0,190,-7.519726753234863,-3.280532121658325,-9.479000091552734
0,0.0,191,-7.476492881774902,-3.2831616401672363,-9.650733947753906
0,0.0,192,-7.446678161621094,-3.3618218898773193,-9.80659294128418
0,0.0,193,-7.436187744140625,-3.500933885574341,-9.9157075881958
0,0.0,194,-7.811397552490234,-3.46557354927063,-9.270750999450684
0,0.0,195,-7.767976760864258,-3.329740047454834,-9.375784873962402
0,0.0,196,-7.719886779785156,-3.255817174911499,-9.529379844665527
0,0.0,197,-7.676652908325195,-3.25844669342041,-9.701112747192383
0,0.0,198,-7.646838665008545,-3.337106943130493,-9.856971740722656
0,0.0,199,-7.636348247528076,-3.4762189388275146,-9.966086387634277
0,0.0,200,-8.011558532714844,-3.4408586025238037,-9.321130752563477
0,0.0,201,-7.968137264251709,-3.305025100708008,-9.426164627075195
0,0.0,202,-7.920047283172607,-3.231102228164673,-9.579758644104004
0,0.0,203,-7.8768134117126465,-3.233731746673584,-9.751492500305176
0,0.0,204,-7.846998691558838,-3.312391996383667,-9.90735149383545
0,0.0,205,-7.836508750915527,-3.4515039920806885,-10.01646614074707
0,0.0,206,-8.211718559265137,-3.4161436557769775,-9.371509552001953
0,0.0,207,-8.16829776763916,-3.2803101539611816,-9.476543426513672
0,0.0,208,-8.120207786560059,-3.2063872814178467,-9.630138397216797
0,0.0,209,-8.076973915100098,-3.209016799926758,-9.801872253417969
0,0.0,210,-8.047159194946289,-3.287677049636841,-9.957730293273926
0,0.0,211,-8.03666877746582,-3.4267890453338623,-10.066844940185547
0,0.0,212,-8.41187858581543,-3.3914287090301514,-9.421889305114746
0,0.0,213,-8.368457794189453,-3.2555952072143555,-9.526923179626465
0,0.0,214,-8.320367813110352,-3.1816723346710205,-9.680517196655273
0,0.0,215,-8.27713394165039,-3.1843018531799316,-9.852251052856445
0,0.0,216,-8.247319221496582,-3.2629621028900146,-10.008110046386719
0,0.0,217,-8.23682975769043,-3.402074098587036,-10.11722469329834
1,0.00010010140249505639,1,-8.969921975599966,-3.5264738109421763,-9.859531749008847
1,0.00010010140249505639,2,-8.447883122652382,-3.5493535021132927,-10.208385763041852
1,0.00010010140249505639,3,-8.642192554777862,-3.537536849149227,-9.436626586341513
1,0.00010010140249505639,4,-6.061993480605729,-3.821540330576969,-9.524011710327914
1,0.00010010140249505639,5,-6.2342026184986645,-3.8284177930264764,-8.896578262287221
1,0.00010010140249505639,6,-8.838452062576193,-3.5224193408373976,-10.024044084006864
1,0.00010010140249505639,7,-8.657988471710325,-3.5246686935658653,-10.176287194964754
1,0.00010010140249505639,8,-8.478038806263063,-3.7201934145719884,-10.172716644669187
1,0.00010010140249505639,9,-8.521464108595389,-3.856026787584396,-10.067684160075858
1,0.00010010140249505639,10,-8.569558854917371,-3.929949110894658,-9.914091485524583
1,0.00010010140249505639,11,-8.612796802369914,-3.9273196379673543,-9.742358658455467
1,0.00010010140249505639,12,-8.642614101947977,-3.8486591131717884,-9.586500176878374
1,0.00010010140249505639,13,-8.653105091412367,-3.709547721077907,-9.477385423344213
1,0.00010010140249505639,14,-8.811913805162972,-3.5306358583564235,-9.566546826113377
1,0.00010010140249505639,15,-8.925615987205248,-3.5285297775467415,-9.70937943997163
1,0.00010010140249505639,16,-8.61203687119003,-3.3666969366929855,-9.47229475103986
1,0.00010010140249505639,17,-8.568610615186888,-3.2308638021131584,-9.577327235610953
1,0.00010010140249505639,18,-8.520516822512873,-3.156941240367862,-9.730920863858781
1,0.00010010140249505639,19,-8.47727887508668,-3.1595709517161987,-9.902652737254193
1,0.00010010140249505639,20,-8.447461575482267,-3.2382312380907314,-10.05851217250499
1,0.00010010140249505639,21,-8.436970586028378,-3.3773433454403508,-10.167626926040992
1,0.00010010140249505639,22,-8.247724666084444,-3.574071517077344,-10.158001277874325
1,0.00010010140249505639,23,-8.04756620949366,-3.5987895320389414,-10.107617746381113
1,0.00010010140249505639,24,-7.847406799251406,-3.6235075470169935,-10.057233261190737
1,0.00010010140249505639,25,-7.64724834266062,-3.6482255619785904,-10.006849729697525
1,0.00010010140249505639,26,-7.4470894092555255,-3.6729435769496424,-9.956465244518572
1,0.00010010140249505639,27,-7.246930475827582,-3.69766159191824,-9.906081713013936
1,0.00010010140249505639,28,-7.046771542422487,-3.722379606889292,-9.855697227834984
1,0.00010010140249505639,29,-6.846613085831701,-3.7470976218508887,-9.805313696341774
1,0.00010010140249505639,30,-6.646454629263765,-3.77181563681494,-9.754929211174245
1,0.00010010140249505639,31,-6.44629569585867,-3.7965336517859916,-9.704544725995293
1,0.00010010140249505639,32,-6.246041467124438,-3.8136263465087157,-9.64647837229158
1,0.00010010140249505639,33,-6.0822311976576655,-3.9507821942365564,-9.53217979460767
1,0.00010010140249505639,34,-6.120949091904927,-4.084710803203539,-9.46877507625056
1,0.00010010140249505639,35,-6.168929163800725,-4.170611710479841,-9.332268458831507
1,0.00010010140249505639,36,-6.210798095725411,-4.178135533527731,-9.167426875699588
1,0.00010010140249505639,37,-6.235787671237855,-4.1043402173302,-9.023926956442498
1,0.00010010140249505639,38,-6.243131380962044,-3.9796648386311784,-8.930106239663832
1,0.00010010140249505639,39,-6.44044571772605,-3.809435490634683,-8.882402017780121
1,0.00010010140249505639,40,-6.640604174316835,-3.7847174756730855,-8.932785549273332
1,0.00010010140249505639,41,-6.84076310772193,-3.7599994607020335,-8.983170034452284
1,0.00010010140249505639,42,-7.040922041149874,-3.735281445733436,-9.03355356595692
1,0.00010010140249505639,43,-7.241080974547968,-3.7105629539252263,-9.083938051134645
1,0.00010010140249505639,44,-7.4412399079530624,-3.6858449389541743,-9.134322536313597
1,0.00010010140249505639,45,-7.641397887706691,-3.6611269239995776,-9.184706067795384
1,0.00010010140249505639,46,-7.841556821134635,-3.63640890903098,-9.23508959930002
1,0.00010010140249505639,47,-8.041715277702572,-3.611690894066929,-9.285474084467547
1,0.00010010140249505639,48,-8.241874687944824,-3.5869728790888766,-9.335858569657924
1,0.00010010140249505639,49,-8.44203314453561,-3.5622548641272793,-9.386242101151135
1,0.00010010140249505639,50,-6.060152678165621,-3.721374172077892,-9.471441065453805
1,0.00010010140249505639,51,-6.062097775438286,-3.6175782591521526,-9.424464755488886
1,0.00010010140249505639,52,-6.083008221219014,-3.5351366358403293,-9.326517923661916
1,0.00010010140249505639,53,-6.121085173975928,-3.505302168765904,-9.185687765496118
1,0.00010010140249505639,54,-6.167550068917077,-3.5545271975976567,-9.037780794622437
1,0.00010010140249505639,55,-6.208445531128229,-3.6747339399385788,-8.932313333718877
1,0.00010010140249505639,56,-8.622776499703178,-3.7455603293090065,-10.129685624203614
1,0.00010010140249505639,57,-8.734112399394737,-3.719824905632798,-10.06804939339584
1,0.00010010140249505639,58,-8.669786014275187,-3.83472583926741,-10.023166327144674
1,0.00010010140249505639,59,-8.86239063885875,-3.6498572068096875,-9.966139788306048
1,0.00010010140249505639,60,-8.783366517726618,-3.771697685434548,-9.953102434221597
1,0.00010010140249505639,61,-8.727110685618513,-3.8568515984624154,-9.866579203103392
1,0.00010010140249505639,62,-8.854762118855072,-3.7438265425587907,-9.828002983576052
1,0.00010010140249505639,63,-8.7726173308573,-3.8099110030297836,-9.71139733413982
1,0.00010010140249505639,64,-8.936322162436637,-3.6327266417749655,-9.803541951923794
1,0.00010010140249505639,65,-8.88227972389869,-3.6702557618925744,-9.691363858500567
1,0.00010010140249505639,66,-8.777598964883412,-3.7229947863917365,-9.593581258443502
1,0.00010010140249505639,67,-8.815004591624634,-3.386414078653401,-9.640395253456534
1,0.00010010140249505639,68,-8.680669384469065,-3.237662606858316,-9.655687634502378
1,0.00010010140249505639,69,-8.893969066364244,-3.4111759446573364,-9.764908927885106
1,0.00010010140249505639,70,-8.7944403888399,-3.302426615548906,-9.753301954347139
1,0.00010010140249505639,71,-8.670835962346226,-3.192358479663295,-9.830547282990471
1,0.00010010140249505639,72,-8.820335231268773,-3.3389494213676203,-9.906625842311671
1,0.00010010140249505639,73,-8.632959461375282,-3.217252648343224,-9.980732024619426
1,0.00010010140249505639,74,-8.680293973308862,-3.331806535317898,-10.097370683429103
1,0.00010010140249505639,75,-8.561954511412834,-3.354747824315586,-10.148029947862343
1,0.00010010140249505639,76,-8.277880349679277,-3.744911906370744,-10.122333113177204
1,0.00010010140249505639,77,-8.077721893111342,-3.7696299213347952,-10.071948628009675
1,0.00010010140249505639,78,-7.87756248284624,-3.7943479363103934,-10.021565096493616
1,0.00010010140249505639,79,-7.677403549441145,-3.819065951281445,-9.971180611314663
1,0.00010010140249505639,80,-7.477245092850359,-3.843783966243042,-9.920797079821451
1,0.00010010140249505639,81,-7.277086159445265,-3.8685019812140937,-9.8704125946425
1,0.00010010140249505639,82,-7.076927702854478,-3.893219996175691,-9.820029063149288
1,0.00010010140249505639,83,-6.8767687694493835,-3.9179380111467426,-9.769644577970336
1,0.00010010140249505639,84,-6.676609836044289,-3.9426560261177945,-9.719260092791384
1,0.00010010140249505639,85,-6.476451379453503,-3.967374041079392,-9.668876561298173
1,0.00010010140249505639,86,-6.276348153969782,-3.9809719830083354,-9.615101736645125
1,0.00010010140249505639,87,-8.321305652004604,-3.8807448025459927,-10.017300628582646
1,0.00010010140249505639,88,-8.121147195436667,-3.905462817510044,-9.96691614341512
1,0.00010010140249505639,89,-7.920988262008723,-3.9301808324786416,-9.916532611910483
1,0.00010010140249505639,90,-7.720829805440786,-3.954898847442693,-9.866148126742956
1,0.00010010140249505639,91,-7.520670872012842,-3.979616862411291,-9.81576459523832
1,0.00010010140249505639,92,-7.320511938607748,-4.004334877382342,-9.765380110059368
1,0.00010010140249505639,93,-7.120353005179804,-4.02905289235094,-9.714996578554732
1,0.00010010140249505639,94,-6.9201945486118674,-4.053770907314991,-9.664612093387204
1,0.00010010140249505639,95,-6.720035615183924,-4.078488922283589,-9.614228561882568
1,0.00010010140249505639,96,-6.519876681778829,-4.10320693725464,-9.563844076703615
1,0.00010010140249505639,97,-6.319742515419392,-4.126091989656416,-9.513525390929527
1,0.00010010140249505639,98,-8.369400398326585,-3.9546671258562553,-9.863707954031371
1,0.00010010140249505639,99,-8.169240988084333,-3.9793851408343075,-9.813323468840995
1,0.00010010140249505639,100,-7.969082531516396,-4.004103155798359,-9.762938983673466
1,0.00010010140249505639,101,-7.768923598088452,-4.028821170766957,-9.71255545216883
1,0.00010010140249505639,102,-7.568765618357673,-4.053539185724007,-9.662170967012727
1,0.00010010140249505639,103,-7.368606684929729,-4.078257200692605,-9.611787435508091
1,0.00010010140249505639,104,-7.168447751524634,-4.1029752156636565,-9.56140295032914
1,0.00010010140249505639,105,-6.96828881809669,-4.1276932306322545,-9.511019418824503
1,0.00010010140249505639,106,-6.768129884691596,-4.1524112456033055,-9.460634933645553
1,0.00010010140249505639,107,-6.56797142810081,-4.177129260564903,-9.41025140215234
1,0.00010010140249505639,108,-6.367812494695715,-4.201847275535955,-9.359866916973388
1,0.00010010140249505639,109,-8.412638345801977,-3.9520376529314056,-9.69197417328794
1,0.00010010140249505639,110,-8.21247988921119,-3.9767556678930025,-9.641590641794728
1,0.00010010140249505639,111,-8.012320478946089,-4.001473682868601,-9.591207110278669
1,0.00010010140249505639,112,-7.8121620223781525,-4.026191697832652,-9.540822625111142
1,0.00010010140249505639,113,-7.6120030889800585,-4.050910189640862,-9.490438139933417
1,0.00010010140249505639,114,-7.411844155552115,-4.075628204609459,-9.44005460842878
1,0.00010010140249505639,115,-7.211685222124171,-4.100346219578057,-9.389671076924143
1,0.00010010140249505639,116,-7.011526288719076,-4.125064234549109,-9.339286591745193
1,0.00010010140249505639,117,-6.81136783215114,-4.14978224951316,-9.288902106577664
1,0.00010010140249505639,118,-6.611209375560353,-4.174500264474758,-9.238518575084454
1,0.00010010140249505639,119,-6.4110504421552585,-4.199218279445809,-9.188134089905502
1,0.00010010140249505639,120,-8.442455645357192,-3.8733771281333857,-9.536116645385162
1,0.00010010140249505639,121,-8.242296235114939,-3.898095143111438,-9.485732160194786
1,0.00010010140249505639,122,-8.042137778547001,-3.9228131580754892,-9.43534767502726
1,0.00010010140249505639,123,-7.841978845119058,-3.9475311730440867,-9.384964143522623
1,0.00010010140249505639,124,-7.641820388528273,-3.972249188005684,-9.334580612029411
1,0.00010010140249505639,125,-7.441661455123178,-3.9969672029767356,-9.284196126850459
1,0.00010010140249505639,126,-7.2415025217180835,-4.0216852179477875,-9.233811641671506
1,0.00010010140249505639,127,-7.041344065127298,-4.046403232909385,-9.183428110178296
1,0.00010010140249505639,128,-6.841185131722203,-4.071121247880436,-9.133043624999344
1,0.00010010140249505639,129,-6.641026675131417,-4.095839262842033,-9.082660093506131
1,0.00010010140249505639,130,-6.440867741733323,-4.120557754650243,-9.032275608328407
1,0.00010010140249505639,131,-8.452946634821581,-3.734265736039504,-9.427001891851003
1,0.00010010140249505639,132,-8.252787224579329,-3.7589837510175563,-9.376617406660625
1,0.00010010140249505639,133,-8.052628768011392,-3.7837017659816072,-9.326232921493098
1,0.00010010140249505639,134,-7.852469834583448,-3.808419780950205,-9.275849389988462
1,0.00010010140249505639,135,-7.652311377992662,-3.8331377959118025,-9.22546585849525
1,0.00010010140249505639,136,-7.4521524445875675,-3.857855810882854,-9.175081373316297
1,0.00010010140249505639,137,-7.251993988019631,-3.882573825846905,-9.12469688814877
1,0.00010010140249505639,138,-7.051835054588187,-3.9072916023969237,-9.074313356643522
1,0.00010010140249505639,139,-6.851676121183091,-3.9320096173679753,-9.02392887146457
1,0.00010010140249505639,140,-6.651517187755148,-3.956727632336573,-8.973545339959934
1,0.00010010140249505639,141,-6.451358731187211,-3.981445647300624,-8.923160854792405
1,0.00010010140249505639,142,-6.10247964270173,-3.6126276920281195,-9.303737217497066
1,0.00010010140249505639,143,-6.157298365672319,-3.6468428056930695,-9.121811891602302
1,0.00010010140249505639,144,-6.199623088187863,-3.803824838897511,-9.0313935402863
1,0.00010010140249505639,145,-6.195186099585841,-3.941174767839044,-9.116342327152479
1,0.00010010140249505639,146,-6.18371931382303,-4.055401731003342,-9.21803359239625
1,0.00010010140249505639,147,-6.134239452393158,-4.006851426773869,-9.383131426002324
1,0.00010010140249505639,148,-6.078899883813226,-3.716328579939873,-9.433723682414755
1,0.00010010140249505639,149,-6.10470216920211,-3.864872550620247,-9.418978016876482
1,0.00010010140249505639,150,-6.14150689873702,-3.784582132394828,-9.248135567655213
