time_s,V1,V2,V3,U1,U2,U3,VR1,VR2,VR3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
0.00010010140249505639,0.0014478208031505346,0.00986000057309866,-0.0016109826974570751,2.4861066094672424e-08,2.387287452165765e-07,-4.0445836901881194e-08,0.10095053166151047,-0.9459394812583923,-0.5777577757835388
0.00020009747822768986,0.013958357274532318,0.0769992396235466,-0.0097166383638978,6.721367071804707e-07,3.901265699823853e-06,-5.257059569885314e-07,0.7494076490402222,-7.16877555847168,-4.324484348297119
0.00030009500915184617,0.11959557235240936,0.21593047678470612,0.020002523437142372,5.450713160826126e-06,1.8237557014799677e-05,-1.112025870497746e-06,2.4249746799468994,-22.801345825195312,-13.528039932250977
0.0004000964399892837,0.29788628220558167,0.436491996049881,-0.0367966927587986,2.2497881218441762e-05,5.143973612575792e-05,-2.4052828848653007e-06,5.736141204833984,-50.73203659057617,-29.57491683959961
0.0005000102100893855,0.527050256729126,1.3797121047973633,-0.5391467809677124,5.924435026827268e-05,0.00014679650485049933,-3.591634958866052e-05,9.980768203735352,-91.91676330566406,-52.071434020996094
0.0006000337889418006,1.2869515419006348,1.8139426708221436,-0.7390174865722656,0.0001424174988642335,0.00030582796898670495,-9.723847324494272e-05,16.270212173461914,-149.40574645996094,-83.56163787841797
0.0007000539335422218,2.595390796661377,2.543546438217163,-1.007915735244751,0.00034621782833710313,0.0005186956841498613,-0.00018225306121166795,23.91990852355957,-221.19796752929688,-122.11457061767578
0.0008001028909347951,4.226179599761963,3.400965690612793,-1.3089975118637085,0.0006795449880883098,0.000821561785414815,-0.000302934116916731,33.50937271118164,-304.4722900390625,-164.702880859375
0.000900024373549968,4.9786481857299805,4.8068013191223145,-1.8560525178909302,0.001142060849815607,0.001230589929036796,-0.00044865094241686165,42.93265151977539,-396.9339599609375,-209.41732788085938
0.0010000310139730573,4.30607795715332,6.715339183807373,-2.6373000144958496,0.0016146035632118583,0.0018145523499697447,-0.0006874129758216441,48.47265625,-491.9813232421875,-252.37890625
0.001100089168176055,2.971090793609619,7.723381996154785,-3.2274246215820312,0.001973256701603532,0.002558982465416193,-0.0009735850617289543,49.11323928833008,-585.3176879882812,-293.61181640625
0.0012000525603070855,110.85977935791016,335.2563781738281,-370.0284729003906,0.004649738315492868,0.010714128613471985,-0.009655551053583622,275.38177490234375,-130.45086669921875,343.80322265625
0.0013000078033655882,110.43846130371094,332.48834228515625,-360.85455322265625,0.01575738936662674,0.044196005910634995,-0.04629496857523918,278.6161804199219,-243.32501220703125,286.94207763671875
0.001400029519572854,115.5200424194336,322.3968505859375,-350.2451171875,0.026888104155659676,0.07709186524152756,-0.081953264772892,264.7103271484375,-336.9998474121094,235.5392303466797
0.0015000409912317991,172.5983123779297,-52.45753479003906,123.06802368164062,0.039308127015829086,0.10431520640850067,-0.11050152033567429,149.7999267578125,160.2245330810547,648.34765625
0.0016000783070921898,175.94073486328125,-50.28321075439453,118.3957748413086,0.056796394288539886,0.09910460561513901,-0.09844237565994263,174.03102111816406,44.94424057006836,585.3724975585938
0.001700031803920865,177.54550170898438,-44.11194610595703,112.98145294189453,0.07445298135280609,0.0944133996963501,-0.08684756606817245,193.68569946289062,-59.55710220336914,530.6586303710938
0.001800043974071741,175.2856903076172,-39.38363265991211,108.91998291015625,0.0921180322766304,0.09022000432014465,-0.075703464448452,215.81307983398438,-156.17666625976562,484.0035705566406
0.0019000410102307796,167.5464630126953,-36.055519104003906,103.428466796875,0.10915102809667587,0.08646439015865326,-0.06518532335758209,235.876220703125,-254.63848876953125,438.766845703125
0.0020000613294541836,162.37159729003906,-34.49258041381836,100.19395446777344,0.12565018236637115,0.08290638029575348,-0.05499620735645294,247.94943237304688,-344.9775085449219,396.21795654296875
0.0021000050473958254,159.73846435546875,-31.980613708496094,99.57673645019531,0.14173857867717743,0.07961636036634445,-0.04506232216954231,260.6507873535156,-438.18182373046875,359.0093078613281
0.002200073329731822,154.70291137695312,-30.763748168945312,98.07730102539062,0.15750598907470703,0.07649452239274979,-0.035173848271369934,268.57196044921875,-527.8489379882812,322.2306213378906
0.002300024265423417,218.43540954589844,-6.912046432495117,63.69203186035156,0.17387115955352783,0.07312803715467453,-0.022174613550305367,488.82696533203125,327.89801025390625,667.6837158203125
0.002400030381977558,217.12252807617188,-6.378259181976318,64.10997009277344,0.19558508694171906,0.07245735079050064,-0.015770599246025085,530.2572631835938,219.93057250976562,610.0991821289062
0.0025000926107168198,216.6373291015625,-6.261708736419678,66.47339630126953,0.21729879081249237,0.07184244692325592,-0.009272772818803787,565.4005737304688,110.8619384765625,560.8789672851562
0.0026000654324889183,216.03892517089844,-7.217107772827148,66.06080627441406,0.23893825709819794,0.07114171981811523,-0.002689842600375414,595.468994140625,2.4743008613586426,519.4258422851562
0.0027000736445188522,215.6398468017578,-7.870940685272217,65.4346694946289,0.2605043351650238,0.07041966915130615,0.0038761692121624947,617.8524780273438,-102.82861328125,482.02886962890625
0.0028000748716294765,216.1387939453125,-8.05473518371582,66.96271514892578,0.2821013629436493,0.06960581988096237,0.01055469736456871,627.83642578125,-205.5605010986328,449.3913269042969
0.0029000432696193457,242.55491638183594,25.907455444335938,-79.77063751220703,0.30362066626548767,0.0690169632434845,0.016452644020318985,652.72119140625,-47.94816589355469,520.885498046875
0.003000000026077032,259.00994873046875,40.30751037597656,-133.5980682373047,0.3294921815395355,0.07300397753715515,0.00295376218855381,682.69580078125,-47.458072662353516,522.747314453125
