gradient_mT,mean_Ft_uN,Ft_per_gradient_uN_per_mT,intercept_uN
3.0,2.872549570291945,0.9552857653649126,0.006692274197207304
6.0,5.738406866386683,0.9552857653649126,0.006692274197207304
