job,duration_ms,delta_s_mm,Vt_mean_mm_s,Vt_median_mm_s,Vt_final_mm_s,Vt_min_mm_s,Vt_max_mm_s,dsdt_final_crosscheck_mm_s,positive_Vt_fraction,Ft_mean_uN,Ft_median_uN,Jmag_t_Ns,Jmag_post_Ns,contact_onset_ms,CPRESS_max_MPa,min_gap_um,UR1_pp_rad,UR2_pp_rad,UR3_pp_rad
WobbleCal_F30_Cone30_B10_WallOn_Free_003,3.000000026077,-0.3160894526006839,-109.38615951650067,-172.83545246360356,-221.23341332764943,-226.87018764166615,0.0,-220.03420120842262,0.0,2.872549570291945,2.7429159591155754,8.299452226482937e-09,3.6194774724742623e-09,1.5000409912317,8.98662281036377,-2.7268386971292,0.8500792384147644,0.4750331938266754,0.7072324305772781
WobbleCal_F30_Cone30_B10_Grad6Forward_WallOn_Free_003,3.000000026077,-0.3167670364169446,-110.29240931029734,-174.32914666017945,-250.93869388542558,-250.93869388542558,0.0,-242.99834085405422,0.0,5.738406866386683,5.464328942039696,1.6581801681953173e-08,7.965436884090623e-09,1.3000426115468,0.4501559138298034,-0.5329466905074001,0.8471474647521973,0.4959879219532013,0.7033452689647675
