job,delta_s_mm,peak_speed_mm_s,final_speed_mm_s,UR1_pp_rad,UR2_pp_rad,UR3_pp_rad,CPRESS_max_MPa,min_gap_um,Ft_mean_uN,Ft_positive_fraction
WobbleCal_F30_Cone30_B10_WallOn_Free_003,-0.3160894526006839,511.4760996786776,294.20960686355744,0.8500792384147644,0.4750331938266754,0.7072324305772781,8.98662281036377,-2.7268386971292,2.872549570291945,1.0
WobbleCal_F30_Cone30_B10_Grad6Forward_WallOn_Free_003,-0.3167670364169446,513.6610304704808,298.1318990120249,0.8471474647521973,0.4959879219532013,0.7033452689647675,0.4501559138298034,-0.5329466905074001,5.738406866386683,1.0
