case_id,classification,local_B_winding,robot_axis_winding,mean_phase_lag_deg,tilt_min_deg,tilt_mean_deg,tilt_max_deg,orbit_area,delta_s_mm,contact_event_count,raw_contact_time_fraction,merged_contact_time_fraction,true_separation_count,contact_sector_order,contact_sector_switches,unique_contact_sectors,longest_contact_us,peak_contact_force_N,both_end_support_fraction,longest_20um_bridge_ms,minimum_analytic_gap_um,minimum_end_margin_mm,ALLKE_range,ETOTAL_range,sample_count,dense_increment_count
PROD_LOCAL30_G0_STRAIGHT_CTRL,ONE_CYCLE_STRAIGHT_CONTROL,0.9998979902050172,1.4111816574676783,-1.139691080109562,1.4090646339269421,14.312386436764589,15.079158055222138,0.19115204268414504,0.0660801144452403,353,0.6587397063014685,0.6833035834820826,126,8-2-3-3-3-11-3-10-9-2-9-9-9-3-9-3-3-3-3-9-4-9-5-4-5-10-10-5-10-10-10-10-10-10-10-6-10-10-10-7-5-7-10-5-10-9-5-5-9-5-5-10-5-4-4-10-4-8-6-9-4-4-10-4-7-10-4-10-11-4-11-4-4-0-4-11-1-11-11-11-5-11-0-5-5-5-0-5-0-4-2-5-0-5-0-5-2-3-5-0-4-5-0-0-5-1-1-5-11-5-6-11-11-6-11-7-11-6-11-6-0-6-6-0-0-6-0-6-9-8-0-0-0-7-7-0-7-0-8-10-0-7-0-7-1-7-1-7-1-2-7-2-7-3-7-7-2-7-3-5-6-2-2-7-2-6-2-7-4-7-2-7-2-2-8-2-8-2-0-10-8-2-2-8-2-9-11-10-2-2-9-2-10-1-9-2-9-1-9-3-8-4-9-8-3-8-3-4-5-9-9-4-9-5-8-4-4-9-4-9-7-8-4-4-10-4-10-4-3-10-3-10-3-10-11-4-4-10-4-0-4-11-0-4-4-11-4-0-4-11-4-3-11-5-11-5-9-5-9-6-10-8-11-11-5-11-6-7-11-11-6-11-11-6-6-11-6-11-9-10-6-6-0-6-0-5-0-5-0-0-5-3-0-0-6-6-0-6-0-6-4-4-0-6-0-0-1-6-2-6-5-1-7-11-9-7-1-8-11-0-7-0-9-1-8-11-8-8-1-8-8-1-8-0-11-1-8-8-2-8-3-8-8-2-8-2-6-2-7-4-8-3-5,295,12,1164.2626486718655,4.426682669511168,0.9316341829085457,31.04333602823317,-8.065324882726156,10.719530223676006,0.0011360191274434328,1.6229959598490495e-08,3335,333335
