event,start_s,end_s,duration_us,peak_force_N,sector_deg,sector_bin_30deg,true_separation_after
278,0.025190649554133415,0.025196949020028114,6.407499313354492,0.06311909713119968,328.8345212940903,11,0
279,0.025211649015545845,0.025219449773430824,7.909256964921951,0.03324146298668907,260.5331511015596,9,0
280,0.025226248428225517,0.025749247521162033,523.7129516899586,0.07379841510915612,297.275440844648,10,1
281,0.02577974833548069,0.025781048461794853,1.4016404747962952,0.06348129025493648,170.90155663883388,6,0
282,0.025798548012971878,0.0257999487221241,1.501757651567459,0.03446341844929914,170.87692239885757,6,0
283,0.02580844797194004,0.025810549035668373,2.2025778889656067,0.05207495372376133,354.4320571213468,0,0
284,0.02582314796745777,0.025824548676609993,1.501757651567459,0.026705208424884934,170.83107047105287,6,0
285,0.025831347331404686,0.02584734745323658,16.118865460157394,0.0314831369786742,4.640045035889501,0,0
286,0.025856148451566696,0.026170747354626656,315.0687552988529,0.05287591323806945,143.96467843027557,5,0
287,0.02619064785540104,0.02619214728474617,1.601874828338623,0.03904501722021139,354.20992273230723,0,0
288,0.026203947141766548,0.026210246607661247,6.407499313354492,0.05394221728119796,145.27113588148026,5,0
289,0.02622074820101261,0.026222247630357742,1.601874828338623,0.023041803337526416,354.2218647734127,0,0
290,0.02622794732451439,0.02624954655766487,21.725427359342575,0.02765086279367835,9.869699739056859,0,0
291,0.02625884674489498,0.026260247454047203,1.501757651567459,0.02013488576597992,158.72412092099663,5,0
292,0.026265647262334824,0.026695046573877335,430.0032742321491,0.03873121887933345,78.8378919800206,3,0
293,0.026710746809840202,0.026712246239185333,1.601874828338623,0.033009223058508445,354.2844505678327,0,0
294,0.026721246540546417,0.026777246966958046,56.16573616862297,0.09339936003295916,11.164558081683031,0,1
295,0.026813745498657227,0.02681504562497139,1.4016404747962952,0.07720760106672864,174.1886689353985,6,1
296,0.02683594636619091,0.026837246492505074,1.4016404747962952,0.0414347999900897,174.1754497613011,6,0
297,0.026848746463656425,0.026852445676922798,3.8044527173042297,0.09742987959995175,13.432821623574313,0,1
298,0.026876546442508698,0.02687794528901577,1.501757651567459,0.048128020425603386,174.13830758744695,6,0
299,0.02688654512166977,0.02688804641366005,1.601874828338623,0.04686400630667848,9.189752485584323,0,0
300,0.026895945891737938,0.02689734660089016,1.501757651567459,0.02450650346075977,174.12457694282097,6,0
301,0.0269035454839468,0.027013346552848816,110.02877727150917,0.022493146742314257,113.93756389177308,4,0
302,0.02701924555003643,0.027644945308566093,626.5332922339439,0.08833619068785686,113.90881534490386,4,1
303,0.027683744207024574,0.027685144916176796,1.501757651567459,0.07432866147666992,9.214463907436196,0,1
304,0.027707744389772415,0.02770904451608658,1.4016404747962952,0.1033637005772093,189.27971775386501,6,0
305,0.027714544907212257,0.027749143540859222,34.74066033959389,0.037563337843047204,9.243201865338367,0,0
306,0.02776104398071766,0.02776264399290085,1.701992005109787,0.024542483284047564,9.234593130664766,0,0
307,0.027768343687057495,0.027877643704414368,109.52819138765335,0.05121164572216708,27.13466977862507,1,0
308,0.027896543964743614,0.027897944673895836,1.501757651567459,0.03930586349473174,189.21134017711344,6,0
309,0.027908144518733025,0.027922743931412697,14.7172249853611,0.03731155233760282,48.191541125393044,2,0
310,0.02793264389038086,0.02793404459953308,1.501757651567459,0.02214358556470405,189.20063201132297,6,0
311,0.02793964371085167,0.028480343520641327,541.4336919784546,0.06792979248221787,140.49372257987147,5,1
312,0.028510043397545815,0.028511542826890945,1.601874828338623,0.055388137324127076,20.924126085663254,1,0
313,0.028528442606329918,0.0285569429397583,28.633512556552887,0.07835676437425552,208.5108286166852,7,0
314,0.028564441949129105,0.029007142409682274,443.3188587427139,0.021316106858816176,332.7102691877945,11,0
315,0.02901304140686989,0.029305441305041313,292.8427420556545,0.022065243231105987,279.06958813843244,9,0
316,0.02931254170835018,0.029600540176033974,288.4375862777233,0.07827784001663303,217.79350666695134,7,1
317,0.029633840546011925,0.029635339975357056,1.601874828338623,0.06081295704519863,24.207113654807035,1,0
318,0.029654640704393387,0.029657039791345596,2.5029294192790985,0.050592384670455404,227.93597786781353,8,1
319,0.0296783410012722,0.029685240238904953,7.008202373981476,0.039629792845076756,336.44294565488565,11,0
320,0.02969563938677311,0.029759440571069717,63.97487595677376,0.041390621287922334,4.1078935564220105,0,0
321,0.029774140566587448,0.02977544069290161,1.4016404747962952,0.0327672462710829,219.26241760030308,7,0
322,0.029784340411424637,0.029795940965414047,11.713709682226181,0.031773127968951584,2.8754071574219764,0,0
323,0.02980354055762291,0.03005813993513584,254.99844923615456,0.030864919291462126,266.7212596779635,9,0
324,0.030070139095187187,0.030071739107370377,1.701992005109787,0.024134279976731603,24.22778807747038,1,0
325,0.03007843904197216,0.030081139877438545,2.8032809495925903,0.022163845874955217,228.9185514984371,8,0
326,0.03008933924138546,0.030643638223409653,555.0496280193329,0.1061374955815818,337.67112116305174,11,1
327,0.030677538365125656,0.03067883849143982,1.4016404747962952,0.16527665300814814,234.19398114808467,8,1
328,0.030727537348866463,0.030728837475180626,1.4016404747962952,0.09069591232882189,234.13736359945693,8,0
329,0.03074713796377182,0.030748538672924042,1.501757651567459,0.1320976279932396,39.22230589313394,1,1
330,0.030772937461733818,0.03077423758804798,1.4016404747962952,0.05756103492672646,234.1281174478453,8,0
331,0.030791137367486954,0.030792538076639175,1.501757651567459,0.031525649617521655,234.10594254768483,8,0
332,0.03080083802342415,0.030802937224507332,2.2025778889656067,0.04428851652265821,37.98178293371988,1,0
333,0.03081393800675869,0.03081533871591091,1.501757651567459,0.023215077936900665,234.16790203993168,8,0
334,0.030821137130260468,0.03083563782274723,14.617107808589935,0.028911740349849023,9.45056241258266,0,0
335,0.030843237414956093,0.03109573759138584,252.8959885239601,0.02254650735808399,337.4129616676227,11,0
336,0.03110283799469471,0.03126563876867294,163.09088096022606,0.090315052103813,34.8512169819706,1,1
337,0.031304437667131424,0.031305838376283646,1.501757651567459,0.07459026975968756,230.81935024912994,8,0
338,0.03132573887705803,0.03132713586091995,1.501757651567459,0.037260218476371766,230.83782269869596,8,0
339,0.03133713826537132,0.03134183585643768,4.805624485015869,0.09279491347871098,55.05981521171064,2,1
340,0.031364236027002335,0.0313655361533165,1.4016404747962952,0.044989654567725176,230.8144861047729,8,0
341,0.03137673810124397,0.032238833606243134,863.2102981209755,0.07314188368973727,83.59393644835342,3,1
342,0.0322677344083786,0.032269034534692764,1.4016404747962952,0.06087853602119311,234.23711453952177,8,0
343,0.03228583559393883,0.03228713572025299,1.4016404747962952,0.033303955594459256,234.2281349592783,8,0
344,0.03229643404483795,0.032299935817718506,3.604218363761902,0.07411938646047522,73.64411254818644,2,0
345,0.03231903538107872,0.03232043609023094,1.501757651567459,0.03771037893946823,234.17425441535036,8,0
346,0.032327134162187576,0.032328635454177856,1.601874828338623,0.03742748103383624,69.26322160981506,2,0
347,0.03233513608574867,0.032581932842731476,247.18930944800377,0.030979485977582488,178.7842700383401,6,0
348,0.03259313479065895,0.03259463608264923,1.601874828338623,0.02344028823461735,69.20784377724283,2,0
349,0.03260153532028198,0.03260543569922447,4.004687070846558,0.031025335110993518,218.49667192061227,7,0
350,0.032613035291433334,0.03293703496456146,324.47976991534233,0.029574805116949376,121.32038394097364,4,0
351,0.03294753283262253,0.03294893354177475,1.501757651567459,0.023377470736939614,234.2469847248429,8,0
352,0.03295483440160751,0.03296203538775444,7.308553904294968,0.021418939082077877,85.05588646875277,3,0
353,0.03296833485364914,0.03333333134651184,365.52781239151955,0.015435358758905643,139.86020198515806,5,0
