region,parameter,x_mm,radius_mm
HEAD,0.786,0.21925600224511005,0.39128194176764153
HEAD,0.788,0.21990534379832125,0.39168598116006015
HEAD,0.79,0.22055063984688456,0.3920841245355856
HEAD,0.792,0.22119186066817484,0.392476384421973
HEAD,0.794,0.22182897679528008,0.39286277402428565
HEAD,0.796,0.22246195901964605,0.3932433072290364
HEAD,0.798,0.22309077839372102,0.39361799860832913
HEAD,0.8,0.22371540623359998,0.39398686342399997
HEAD,0.802,0.22433581412166953,0.39434991763175875
HEAD,0.804,0.22495197390925206,0.39470717788533016
HEAD,0.806,0.22556385771925053,0.3950586615405953
HEAD,0.808,0.22617143794879302,0.3954043866597328
HEAD,0.81,0.22677468727187702,0.3957443720153603
HEAD,0.812,0.2273735786420144,0.39607863709467583
HEAD,0.814,0.2279680852948754,0.3964072021035989
HEAD,0.816,0.22855818075093376,0.39673008797091236
HEAD,0.818,0.22914383881811076,0.3970473163524029
HEAD,0.82,0.22972503359442004,0.3973589096350033
HEAD,0.822,0.23030173947061208,0.39766489094093327
HEAD,0.824,0.23087393113281868,0.3979652841318405
HEAD,0.826,0.23144158356519756,0.3982601138129429
HEAD,0.828,0.23200467205257697,0.39854940533716915
HEAD,0.83,0.23256317218309996,0.3988331848093003
HEAD,0.832,0.23311705985086928,0.3991114790901109
HEAD,0.834,0.2336663112585917,0.39938431580051104
HEAD,0.836,0.23421090292022254,0.39965172332568677
HEAD,0.838,0.23475081166361034,0.39991373081924186
HEAD,0.84,0.23528601463314122,0.40017036820733953
HEAD,0.842,0.2358164892923837,0.4004216661928428
HEAD,0.844,0.23634221342673284,0.400667656259457
HEAD,0.846,0.23686316514605527,0.40090837067587015
HEAD,0.848,0.2373793228873332,0.4011438424998949
HEAD,0.85,0.23789066541730935,0.40137410558260933
HEAD,0.852,0.23839717183513143,0.40159919457249904
HEAD,0.854,0.23889882157499648,0.4018191449195977
HEAD,0.856,0.23939559440879565,0.40203399287962904
HEAD,0.858,0.23988747044875858,0.4022437755181476
HEAD,0.86,0.24037443015009793,0.40244853071468045
HEAD,0.862,0.24085645431365418,0.40264829716686856
HEAD,0.864,0.2413335240885398,0.40284311439460796
HEAD,0.866,0.24180562097478403,0.40303302274419106
HEAD,0.868,0.24227272682597736,0.4032180633924481
HEAD,0.87,0.24273482385191597,0.4033982783508885
HEAD,0.872,0.24319189462124652,0.40357371046984203
HEAD,0.874,0.24364392206411045,0.40374440344260043
HEAD,0.876,0.24409088947478857,0.4039104018095585
HEAD,0.878,0.2445327805143457,0.4040717509623555
HEAD,0.88,0.2449695792132751,0.40422849714801656
HEAD,0.882,0.24540126997414313,0.4043806874730941
HEAD,0.884,0.24582783757423357,0.4045283699078086
HEAD,0.886,0.24624926716819237,0.40467159329019087
HEAD,0.888,0.24666554429067222,0.40481040733022267
HEAD,0.89,0.24707665485897692,0.4049448626139784
HEAD,0.892,0.24748258517570593,0.4050750106077661
HEAD,0.894,0.247883321931399,0.4052009036622691
HEAD,0.896,0.2482788522071808,0.4053225950166874
HEAD,0.898,0.2486691634774052,0.4054401388028787
HEAD,0.9,0.2490542436123,0.4055535900495
HEAD,0.902,0.24943408088061145,0.40566300468614874
HEAD,0.904,0.24980866395224874,0.4057684395475044
HEAD,0.906,0.2501779819009286,0.4058699523774696
HEAD,0.908,0.2505420242068197,0.4059676018333115
HEAD,0.91,0.25090078075918737,0.4060614474898031
HEAD,0.912,0.2512542418590381,0.40615154984336477
HEAD,0.914,0.25160239822176395,0.4062379703162055
HEAD,0.916,0.25194524097978727,0.40632077126046406
HEAD,0.918,0.2522827616852051,0.4064000159623504
HEAD,0.92,0.25261495231243364,0.4064757686462873
HEAD,0.922,0.25294180526085325,0.4065480944790514
HEAD,0.924,0.25326331335745234,0.40661705957391436
HEAD,0.926,0.2535794698594723,0.4066827309947848
HEAD,0.928,0.253890268457052,0.40674517676034916
HEAD,0.93,0.2541957032758723,0.406804465848213
HEAD,0.932,0.2544957688798005,0.40686066819904276
HEAD,0.934,0.2547904602735352,0.4069138547207066
HEAD,0.936,0.25507977290525025,0.4069640972924162
HEAD,0.938,0.25536370266923986,0.4070114687688678
HEAD,0.94,0.2556422459085628,0.40705604298438347
HEAD,0.942,0.2559153994176873,0.4070978947570528
HEAD,0.944,0.25618316044513506,0.40713709989287405
HEAD,0.946,0.25644552669612625,0.40717373518989525
HEAD,0.948,0.25670249633522385,0.4072078784423559
HEAD,0.95,0.2569540679889781,0.4072396084448281
