case,UR1_pp_rad,UR2_pp_rad,UR3_pp_rad,max_abs_axis_angle_deg
G6_L45,0.8471474647521973,0.4959879219532013,0.7033452689647675,29.42167574843427
Gated_G6_L45_to_L3p75,2.141020536422729,0.6895099878311157,1.3923374116420746,32.899590290931386
